,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.8392 ± 0.0455,0.6530 ± 0.0792,0.6905 ± 0.0794,0.6561 ± 0.0816,0.8482 ± 0.0381,0.8592 ± 0.0259,0.8392 ± 0.0455,0.8445 ± 0.0363,0.8934 ± 0.0276,0.7251 ± 0.0185,"[OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 13}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 27, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 4}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 16}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 6, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 4, 'model__max_features': None, 'model__min_samples_leaf': 6, 'model__min_samples_split': 19}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 5, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 9}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 19, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 3}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 16, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 13}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 19}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 24, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 6})]"
random_forest,0.8989 ± 0.0199,0.7544 ± 0.0566,0.7349 ± 0.0559,0.7318 ± 0.0413,0.9540 ± 0.0049,0.9017 ± 0.0132,0.8989 ± 0.0199,0.8975 ± 0.0171,0.9631 ± 0.0072,0.7837 ± 0.0135,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 29, 'model__max_features': 'log2', 'model__min_samples_leaf': 6, 'model__min_samples_split': 5, 'model__n_estimators': 787}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 5, 'model__n_estimators': 501}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 5, 'model__n_estimators': 750}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 16, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 712}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 555}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 9, 'model__n_estimators': 475}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 15, 'model__n_estimators': 362}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 23, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 7, 'model__n_estimators': 388})]"
extra_trees,0.8912 ± 0.0222,0.7150 ± 0.0414,0.7344 ± 0.0499,0.7157 ± 0.0380,0.9521 ± 0.0046,0.8992 ± 0.0108,0.8912 ± 0.0222,0.8926 ± 0.0183,0.9619 ± 0.0072,0.7764 ± 0.0209,"[OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 5, 'model__min_samples_split': 12, 'model__n_estimators': 257}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 11, 'model__n_estimators': 257}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 18, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 321}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 15, 'model__max_features': 'log2', 'model__min_samples_leaf': 7, 'model__min_samples_split': 18, 'model__n_estimators': 630}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'log2', 'model__min_samples_leaf': 6, 'model__min_samples_split': 8, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 24, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 13, 'model__n_estimators': 557}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 29, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 20, 'model__n_estimators': 759}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 27, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 18, 'model__n_estimators': 237}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 18, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 22, 'model__max_features': 'log2', 'model__min_samples_leaf': 5, 'model__min_samples_split': 9, 'model__n_estimators': 327})]"
xgboost,0.8919 ± 0.0158,0.8085 ± 0.1116,0.6838 ± 0.0484,0.7075 ± 0.0582,0.9374 ± 0.0190,0.8894 ± 0.0192,0.8919 ± 0.0158,0.8870 ± 0.0162,0.9546 ± 0.0079,0.7410 ± 0.0298,"[OrderedDict({'model__colsample_bytree': 0.6, 'model__gamma': 6.004705270083037e-06, 'model__learning_rate': 0.05508511018209814, 'model__max_depth': 5, 'model__min_child_weight': 4, 'model__n_estimators': 600, 'model__reg_alpha': 0.0005505737506266129, 'model__reg_lambda': 0.005724919561481875, 'model__subsample': 0.6005309358912898}), OrderedDict({'model__colsample_bytree': 0.6760360390334608, 'model__gamma': 0.3744142990911804, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 7, 'model__min_child_weight': 10, 'model__n_estimators': 335, 'model__reg_alpha': 0.00013719630338968506, 'model__reg_lambda': 0.47374984016601296, 'model__subsample': 0.6701849630818426}), OrderedDict({'model__colsample_bytree': 0.6, 'model__gamma': 0.02896009375713529, 'model__learning_rate': 0.05197755750922193, 'model__max_depth': 7, 'model__min_child_weight': 9, 'model__n_estimators': 237, 'model__reg_alpha': 1.7706440886892034e-05, 'model__reg_lambda': 9.69207140805548e-05, 'model__subsample': 0.875674316838952}), OrderedDict({'model__colsample_bytree': 0.8936112071942273, 'model__gamma': 1.4843939321495696, 'model__learning_rate': 0.017444866126918635, 'model__max_depth': 4, 'model__min_child_weight': 8, 'model__n_estimators': 349, 'model__reg_alpha': 9.84102828043529e-05, 'model__reg_lambda': 0.0004486483627874766, 'model__subsample': 0.9141135748569983}), OrderedDict({'model__colsample_bytree': 0.9430254383548298, 'model__gamma': 9.463831130845121e-08, 'model__learning_rate': 0.12219551462465242, 'model__max_depth': 6, 'model__min_child_weight': 7, 'model__n_estimators': 214, 'model__reg_alpha': 1.036667067738492e-06, 'model__reg_lambda': 3.4344599929686644e-06, 'model__subsample': 0.8005380542671481}), OrderedDict({'model__colsample_bytree': 0.732954264750426, 'model__gamma': 0.006112629602547037, 'model__learning_rate': 0.01, 'model__max_depth': 9, 'model__min_child_weight': 1, 'model__n_estimators': 600, 'model__reg_alpha': 1.2850029881814874e-07, 'model__reg_lambda': 0.000514850965065835, 'model__subsample': 0.6622302323694541}), OrderedDict({'model__colsample_bytree': 0.9068418285512421, 'model__gamma': 2.0540394903724457, 'model__learning_rate': 0.08603485160761744, 'model__max_depth': 8, 'model__min_child_weight': 3, 'model__n_estimators': 200, 'model__reg_alpha': 0.00032199605298905185, 'model__reg_lambda': 0.00015862380620162617, 'model__subsample': 0.6}), OrderedDict({'model__colsample_bytree': 1.0, 'model__gamma': 2.468669932696556e-06, 'model__learning_rate': 0.0914984665901603, 'model__max_depth': 10, 'model__min_child_weight': 4, 'model__n_estimators': 394, 'model__reg_alpha': 1.986745080965959e-05, 'model__reg_lambda': 2.4338695943972226, 'model__subsample': 0.6}), OrderedDict({'model__colsample_bytree': 0.7529961791782974, 'model__gamma': 1e-08, 'model__learning_rate': 0.04206869524972799, 'model__max_depth': 10, 'model__min_child_weight': 1, 'model__n_estimators': 322, 'model__reg_alpha': 0.000583424616131671, 'model__reg_lambda': 1e-08, 'model__subsample': 0.6650044938666401}), OrderedDict({'model__colsample_bytree': 0.7301164949442975, 'model__gamma': 1.4670112739870425e-07, 'model__learning_rate': 0.011810862367184557, 'model__max_depth': 3, 'model__min_child_weight': 4, 'model__n_estimators': 465, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 2.9357373766866254e-06, 'model__subsample': 0.8038572693382117})]"
adaboost,0.8810 ± 0.0165,0.7202 ± 0.0460,0.7130 ± 0.0536,0.7057 ± 0.0373,0.9172 ± 0.0180,0.8839 ± 0.0167,0.8810 ± 0.0165,0.8803 ± 0.0154,0.9274 ± 0.0233,0.7502 ± 0.0234,"[OrderedDict({'model__learning_rate': 0.26061107034080705, 'model__n_estimators': 125}), OrderedDict({'model__learning_rate': 0.3972893133963027, 'model__n_estimators': 247}), OrderedDict({'model__learning_rate': 0.6167901886024822, 'model__n_estimators': 50}), OrderedDict({'model__learning_rate': 0.7619464648670067, 'model__n_estimators': 50}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.8146216961026963, 'model__n_estimators': 365}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.1734922797527678, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.13895482323588615, 'model__n_estimators': 202})]"
svm,0.8722 ± 0.0295,0.6718 ± 0.0499,0.7091 ± 0.0669,0.6756 ± 0.0521,0.9440 ± 0.0086,0.8873 ± 0.0135,0.8722 ± 0.0295,0.8738 ± 0.0227,0.9569 ± 0.0065,0.7409 ± 0.0229,"[OrderedDict({'model__C': 83.09039836654253, 'model__class_weight': None, 'model__gamma': 0.0016564786634787239, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.40897285023053154, 'model__class_weight': 'balanced', 'model__gamma': 0.012669265983829083, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 25.361101250718455, 'model__class_weight': 'balanced', 'model__gamma': 6.577121931347173e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 2.549195604364401, 'model__class_weight': 'balanced', 'model__gamma': 0.03292950902121886, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 29.288111244048356, 'model__class_weight': None, 'model__gamma': 0.0014192559742197063, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 17.66463777020791, 'model__class_weight': None, 'model__gamma': 0.0038886658840033644, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.7274137372631508, 'model__class_weight': 'balanced', 'model__gamma': 0.02064850002212596, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 6.24246929918667, 'model__class_weight': 'balanced', 'model__gamma': 0.006461684528262664, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1000.0, 'model__class_weight': 'balanced', 'model__gamma': 1e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 26.000557189676716, 'model__class_weight': 'balanced', 'model__gamma': 0.0036139879825689545, 'model__kernel': 'rbf'})]"
logistic_regression,0.8780 ± 0.0128,0.6785 ± 0.0448,0.7216 ± 0.0766,0.6883 ± 0.0508,0.9448 ± 0.0078,0.8912 ± 0.0169,0.8780 ± 0.0128,0.8804 ± 0.0126,0.9543 ± 0.0073,0.7380 ± 0.0203,"[OrderedDict({'model__C': 2.5361101250718456, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.12322581451273139, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.04666540870368648, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.17519739261405787, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.707238559713014, 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.3498036233211498, 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.3715406173779169, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.08876425132361306, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.3360913400338791, 'model__class_weight': None, 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.09957961771603405, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'})]"
knn,0.8714 ± 0.0138,0.6850 ± 0.1207,0.6274 ± 0.0343,0.6315 ± 0.0503,0.8415 ± 0.0323,0.8667 ± 0.0166,0.8714 ± 0.0138,0.8623 ± 0.0142,0.9181 ± 0.0077,0.6448 ± 0.0271,"[OrderedDict({'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 6, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 6, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'})]"
gaussian_nb,0.8293 ± 0.0264,0.6609 ± 0.0233,0.7889 ± 0.0613,0.6723 ± 0.0326,0.9013 ± 0.0304,0.8828 ± 0.0165,0.8293 ± 0.0264,0.8465 ± 0.0232,0.9251 ± 0.0129,0.6998 ± 0.0133,"[OrderedDict({'model__var_smoothing': 4.36933994751032e-09}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 1e-06}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 1e-06}), OrderedDict({'model__var_smoothing': 1e-06}), OrderedDict({'model__var_smoothing': 2.2364202820542707e-07}), OrderedDict({'model__var_smoothing': 2.2364202820542707e-07}), OrderedDict({'model__var_smoothing': 9.462941823484883e-09}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07})]"
