,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.8311 ± 0.0344,0.6377 ± 0.0392,0.6940 ± 0.0767,0.6438 ± 0.0444,0.8373 ± 0.0294,0.8557 ± 0.0189,0.8311 ± 0.0344,0.8383 ± 0.0277,0.8873 ± 0.0291,0.7255 ± 0.0278,"[OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 27, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 5, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 10, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 3}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 8}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 14, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 12, 'model__max_features': None, 'model__min_samples_leaf': 7, 'model__min_samples_split': 6}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 14}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 12, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__min_samples_split': 5}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 11})]"
random_forest,0.8952 ± 0.0142,0.7580 ± 0.0593,0.7459 ± 0.0467,0.7425 ± 0.0378,0.9549 ± 0.0065,0.8992 ± 0.0098,0.8952 ± 0.0142,0.8947 ± 0.0121,0.9631 ± 0.0073,0.7815 ± 0.0216,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 22, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 290}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 6, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 17, 'model__n_estimators': 782}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 774}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 24, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 6, 'model__n_estimators': 214}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 200})]"
extra_trees,0.8821 ± 0.0151,0.7327 ± 0.0895,0.7285 ± 0.0639,0.7078 ± 0.0476,0.9518 ± 0.0060,0.8944 ± 0.0054,0.8821 ± 0.0151,0.8835 ± 0.0120,0.9621 ± 0.0073,0.7805 ± 0.0141,"[OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 8, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 15, 'model__max_features': 'log2', 'model__min_samples_leaf': 7, 'model__min_samples_split': 18, 'model__n_estimators': 630}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 15, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 24, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 20, 'model__n_estimators': 675}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 554}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 20, 'model__n_estimators': 700}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 2, 'model__n_estimators': 796}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 408})]"
xgboost,0.8960 ± 0.0172,0.7733 ± 0.1229,0.6819 ± 0.0589,0.7002 ± 0.0690,0.9459 ± 0.0158,0.8908 ± 0.0201,0.8960 ± 0.0172,0.8907 ± 0.0174,0.9590 ± 0.0079,0.7259 ± 0.0210,"[OrderedDict({'model__colsample_bytree': 0.8976361893536775, 'model__gamma': 0.4865425008956196, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 9, 'model__min_child_weight': 2, 'model__n_estimators': 437, 'model__reg_alpha': 0.045719884020037065, 'model__reg_lambda': 7.252142953271571e-07, 'model__subsample': 0.6460753010367353}), OrderedDict({'model__colsample_bytree': 0.9908624752890929, 'model__gamma': 1.7587114759408313, 'model__learning_rate': 0.03477152693395814, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 567, 'model__reg_alpha': 0.004683688223155706, 'model__reg_lambda': 0.10699340995234796, 'model__subsample': 0.6652145465627968}), OrderedDict({'model__colsample_bytree': 1.0, 'model__gamma': 0.06339506940484252, 'model__learning_rate': 0.2985399335575584, 'model__max_depth': 10, 'model__min_child_weight': 1, 'model__n_estimators': 200, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 1e-08, 'model__subsample': 0.798969579172146}), OrderedDict({'model__colsample_bytree': 0.8744356335753573, 'model__gamma': 2.7993909615929713e-06, 'model__learning_rate': 0.09005871479425301, 'model__max_depth': 9, 'model__min_child_weight': 5, 'model__n_estimators': 298, 'model__reg_alpha': 0.006773485858714624, 'model__reg_lambda': 1.0930340188229925e-05, 'model__subsample': 0.8246366219517615}), OrderedDict({'model__colsample_bytree': 0.817361227076125, 'model__gamma': 1.007239304540517, 'model__learning_rate': 0.05411797281355388, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 220, 'model__reg_alpha': 0.0009229517224544347, 'model__reg_lambda': 1.6766517437995118e-08, 'model__subsample': 0.7542918363938659}), OrderedDict({'model__colsample_bytree': 0.8709071640632875, 'model__gamma': 1.1727349955742487e-05, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 5, 'model__min_child_weight': 3, 'model__n_estimators': 394, 'model__reg_alpha': 0.0002841875145960682, 'model__reg_lambda': 0.00368116320656955, 'model__subsample': 0.7051644637033203}), OrderedDict({'model__colsample_bytree': 0.817361227076125, 'model__gamma': 1.007239304540517, 'model__learning_rate': 0.05411797281355388, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 220, 'model__reg_alpha': 0.0009229517224544347, 'model__reg_lambda': 1.6766517437995118e-08, 'model__subsample': 0.7542918363938659}), OrderedDict({'model__colsample_bytree': 0.6, 'model__gamma': 0.19387629334147286, 'model__learning_rate': 0.20692249623428446, 'model__max_depth': 4, 'model__min_child_weight': 1, 'model__n_estimators': 448, 'model__reg_alpha': 0.3169479900198588, 'model__reg_lambda': 2.45323408613401e-08, 'model__subsample': 0.7486112820095928}), OrderedDict({'model__colsample_bytree': 0.8854667229213837, 'model__gamma': 1.0671327524831736e-06, 'model__learning_rate': 0.19167235544537822, 'model__max_depth': 6, 'model__min_child_weight': 5, 'model__n_estimators': 500, 'model__reg_alpha': 1.3522448583795592e-08, 'model__reg_lambda': 1.7397251898591195e-06, 'model__subsample': 0.7710977096510541}), OrderedDict({'model__colsample_bytree': 0.7286958613547885, 'model__gamma': 0.9291946035646373, 'model__learning_rate': 0.038997849524773615, 'model__max_depth': 4, 'model__min_child_weight': 4, 'model__n_estimators': 527, 'model__reg_alpha': 5.310687837824391e-06, 'model__reg_lambda': 0.11282063088866832, 'model__subsample': 0.6503979852083717})]"
adaboost,0.8799 ± 0.0154,0.7161 ± 0.0420,0.7158 ± 0.0371,0.7116 ± 0.0272,0.9247 ± 0.0173,0.8818 ± 0.0151,0.8799 ± 0.0154,0.8800 ± 0.0149,0.9271 ± 0.0196,0.7546 ± 0.0179,"[OrderedDict({'model__learning_rate': 0.9931663128655895, 'model__n_estimators': 57}), OrderedDict({'model__learning_rate': 0.5706672291054525, 'model__n_estimators': 50}), OrderedDict({'model__learning_rate': 0.23321840665004423, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.7460795714838967, 'model__n_estimators': 50}), OrderedDict({'model__learning_rate': 0.26998846993503745, 'model__n_estimators': 383}), OrderedDict({'model__learning_rate': 0.21443029703304373, 'model__n_estimators': 392}), OrderedDict({'model__learning_rate': 0.4729080547055919, 'model__n_estimators': 447}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 358}), OrderedDict({'model__learning_rate': 0.1714583803805369, 'model__n_estimators': 399}), OrderedDict({'model__learning_rate': 0.377826374556623, 'model__n_estimators': 350})]"
svm,0.8780 ± 0.0159,0.7029 ± 0.0382,0.7269 ± 0.0372,0.7011 ± 0.0234,0.9465 ± 0.0079,0.8953 ± 0.0092,0.8780 ± 0.0159,0.8808 ± 0.0123,0.9608 ± 0.0064,0.7485 ± 0.0180,"[OrderedDict({'model__C': 1.4622525304273586, 'model__class_weight': 'balanced', 'model__gamma': 0.009392057333937201, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 119.03709053305576, 'model__class_weight': 'balanced', 'model__gamma': 3.682941661013173e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1000.0, 'model__class_weight': 'balanced', 'model__gamma': 1e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.5045141035307106, 'model__class_weight': 'balanced', 'model__gamma': 0.023022378845031215, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.8214548318355843, 'model__class_weight': 'balanced', 'model__gamma': 0.003036221966512504, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 13.038946076143871, 'model__class_weight': 'balanced', 'model__gamma': 0.0015537722086696548, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 6.966810159635634, 'model__class_weight': 'balanced', 'model__gamma': 0.0014011538665640243, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 6.683366338663671, 'model__class_weight': 'balanced', 'model__gamma': 0.002664974283740567, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 16.208434406201377, 'model__class_weight': 'balanced', 'model__gamma': 0.0006638369746277627, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 2.264045057820868, 'model__class_weight': 'balanced', 'model__gamma': 0.016365481932188727, 'model__kernel': 'rbf'})]"
logistic_regression,0.8663 ± 0.0244,0.6899 ± 0.0191,0.7598 ± 0.0454,0.7013 ± 0.0187,0.9450 ± 0.0066,0.8929 ± 0.0099,0.8663 ± 0.0244,0.8719 ± 0.0195,0.9538 ± 0.0095,0.7495 ± 0.0185,"[OrderedDict({'model__C': 0.05515737092297989, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.4283115816675345, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.0410594249770502, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.012441268998557995, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.04666540870368648, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.2385926753073963, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.0204290584714606, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.04666540870368648, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.028881766539144718, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.18214548318355844, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'})]"
knn,0.8425 ± 0.0233,0.6379 ± 0.1151,0.6004 ± 0.0301,0.5961 ± 0.0434,0.8068 ± 0.0282,0.8459 ± 0.0164,0.8425 ± 0.0233,0.8313 ± 0.0235,0.8965 ± 0.0187,0.6167 ± 0.0229,"[OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 12, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 6, 'model__p': 2, 'model__weights': 'distance'})]"
gaussian_nb,0.8341 ± 0.0336,0.6529 ± 0.0328,0.7324 ± 0.0742,0.6621 ± 0.0466,0.8412 ± 0.0498,0.8769 ± 0.0198,0.8341 ± 0.0336,0.8499 ± 0.0277,0.9159 ± 0.0144,0.6626 ± 0.0205,"[OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 1e-06}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 2.9397976202716854e-08}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 2.3711745416923116e-09}), OrderedDict({'model__var_smoothing': 4.092581781040693e-10}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07})]"
