,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.8630 ± 0.0188,0.6524 ± 0.0565,0.6786 ± 0.0716,0.6556 ± 0.0500,0.8573 ± 0.0300,0.8681 ± 0.0198,0.8630 ± 0.0188,0.8632 ± 0.0168,0.8972 ± 0.0264,0.7561 ± 0.0273,"[OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 11}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 14, 'model__max_features': None, 'model__min_samples_leaf': 9, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 7, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 3}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 9, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 13, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 19}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 12, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 14}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 9})]"
random_forest,0.8967 ± 0.0125,0.7641 ± 0.0553,0.7145 ± 0.0319,0.7316 ± 0.0388,0.9510 ± 0.0093,0.8947 ± 0.0127,0.8967 ± 0.0125,0.8942 ± 0.0127,0.9601 ± 0.0073,0.7637 ± 0.0224,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 9, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 9, 'model__n_estimators': 475}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 9, 'model__n_estimators': 475}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 10, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 18, 'model__max_features': 'log2', 'model__min_samples_leaf': 9, 'model__min_samples_split': 15, 'model__n_estimators': 455}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 9, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 12, 'model__max_features': 'log2', 'model__min_samples_leaf': 9, 'model__min_samples_split': 3, 'model__n_estimators': 283}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 28, 'model__max_features': 'log2', 'model__min_samples_leaf': 9, 'model__min_samples_split': 2, 'model__n_estimators': 299}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 15, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 4, 'model__n_estimators': 204})]"
extra_trees,0.8897 ± 0.0154,0.7332 ± 0.0378,0.7466 ± 0.0550,0.7296 ± 0.0302,0.9506 ± 0.0066,0.8959 ± 0.0099,0.8897 ± 0.0154,0.8903 ± 0.0133,0.9598 ± 0.0062,0.7924 ± 0.0160,"[OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 2, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 11, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 20, 'model__n_estimators': 765}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 2, 'model__n_estimators': 241}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 11, 'model__n_estimators': 257}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 19, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 9, 'model__n_estimators': 465}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 2, 'model__n_estimators': 487}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 5, 'model__n_estimators': 722}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 19, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 20, 'model__n_estimators': 800})]"
xgboost,0.8916 ± 0.0185,0.8162 ± 0.0893,0.6920 ± 0.0522,0.7208 ± 0.0624,0.9254 ± 0.0242,0.8886 ± 0.0203,0.8916 ± 0.0185,0.8872 ± 0.0199,0.9555 ± 0.0103,0.7395 ± 0.0224,"[OrderedDict({'model__colsample_bytree': 0.6394782426501036, 'model__gamma': 5.680801207075305e-07, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 4, 'model__min_child_weight': 4, 'model__n_estimators': 270, 'model__reg_alpha': 0.05319906615039497, 'model__reg_lambda': 0.14834448918634008, 'model__subsample': 0.7964701182953833}), OrderedDict({'model__colsample_bytree': 0.6594827157296403, 'model__gamma': 0.780073621624733, 'model__learning_rate': 0.014318752601743043, 'model__max_depth': 7, 'model__min_child_weight': 5, 'model__n_estimators': 562, 'model__reg_alpha': 1.7221726955480237e-06, 'model__reg_lambda': 0.1812440893142798, 'model__subsample': 0.8761370734553856}), OrderedDict({'model__colsample_bytree': 0.63670224579701, 'model__gamma': 5.48281220268758e-07, 'model__learning_rate': 0.08942194104122933, 'model__max_depth': 3, 'model__min_child_weight': 6, 'model__n_estimators': 387, 'model__reg_alpha': 0.1111293999809224, 'model__reg_lambda': 1e-08, 'model__subsample': 0.6}), OrderedDict({'model__colsample_bytree': 0.7193703567718938, 'model__gamma': 0.4915460550107521, 'model__learning_rate': 0.05404062890290661, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 443, 'model__reg_alpha': 1.5121236137156866e-07, 'model__reg_lambda': 2.0252906667720475e-07, 'model__subsample': 0.6113248246646967}), OrderedDict({'model__colsample_bytree': 0.9821911945239713, 'model__gamma': 0.012436120776632302, 'model__learning_rate': 0.1938811514231446, 'model__max_depth': 6, 'model__min_child_weight': 4, 'model__n_estimators': 285, 'model__reg_alpha': 1.0012236018107084e-08, 'model__reg_lambda': 1.6771887406383625e-05, 'model__subsample': 0.8377515654365543}), OrderedDict({'model__colsample_bytree': 0.6223719359904978, 'model__gamma': 0.0002558283456226114, 'model__learning_rate': 0.2200055348882024, 'model__max_depth': 8, 'model__min_child_weight': 4, 'model__n_estimators': 301, 'model__reg_alpha': 2.538612734285594e-08, 'model__reg_lambda': 2.5102272905449866e-07, 'model__subsample': 0.6047602704578935}), OrderedDict({'model__colsample_bytree': 0.8834190521795937, 'model__gamma': 1.5229748318926631e-05, 'model__learning_rate': 0.04724097497804141, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 200, 'model__reg_alpha': 0.8603779923200112, 'model__reg_lambda': 5.729908964898893e-07, 'model__subsample': 0.6800853815501551}), OrderedDict({'model__colsample_bytree': 0.9249583953429453, 'model__gamma': 3.1268392668305813e-07, 'model__learning_rate': 0.07645185888630145, 'model__max_depth': 9, 'model__min_child_weight': 6, 'model__n_estimators': 238, 'model__reg_alpha': 0.03755659098197096, 'model__reg_lambda': 0.3899287596962131, 'model__subsample': 0.9647715446027535}), OrderedDict({'model__colsample_bytree': 0.7453333666159347, 'model__gamma': 0.028561016387915923, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 6, 'model__min_child_weight': 9, 'model__n_estimators': 268, 'model__reg_alpha': 0.7803201917911806, 'model__reg_lambda': 1.3208027577671303e-06, 'model__subsample': 0.8738085134593323}), OrderedDict({'model__colsample_bytree': 0.8430932801475522, 'model__gamma': 5.4611775255654545e-08, 'model__learning_rate': 0.13269742843791812, 'model__max_depth': 8, 'model__min_child_weight': 5, 'model__n_estimators': 501, 'model__reg_alpha': 4.331314215288049e-06, 'model__reg_lambda': 0.0015853952191346784, 'model__subsample': 0.7525394362942193})]"
adaboost,0.8714 ± 0.0141,0.7277 ± 0.0410,0.7150 ± 0.0374,0.7150 ± 0.0268,0.9255 ± 0.0185,0.8730 ± 0.0147,0.8714 ± 0.0141,0.8709 ± 0.0140,0.9236 ± 0.0293,0.7564 ± 0.0286,"[OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 241}), OrderedDict({'model__learning_rate': 0.06844651953523338, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.7133846478474495, 'model__n_estimators': 50}), OrderedDict({'model__learning_rate': 0.328636241918669, 'model__n_estimators': 50}), OrderedDict({'model__learning_rate': 0.9982562427534396, 'model__n_estimators': 288}), OrderedDict({'model__learning_rate': 0.42149456283334996, 'model__n_estimators': 127}), OrderedDict({'model__learning_rate': 0.2290339864360491, 'model__n_estimators': 154}), OrderedDict({'model__learning_rate': 0.6519548763668781, 'model__n_estimators': 50}), OrderedDict({'model__learning_rate': 0.1714583803805369, 'model__n_estimators': 399}), OrderedDict({'model__learning_rate': 0.08824237312055734, 'model__n_estimators': 326})]"
svm,0.8799 ± 0.0172,0.7167 ± 0.0315,0.7688 ± 0.0522,0.7268 ± 0.0358,0.9488 ± 0.0116,0.8979 ± 0.0079,0.8799 ± 0.0172,0.8822 ± 0.0146,0.9602 ± 0.0054,0.7764 ± 0.0335,"[OrderedDict({'model__C': 17.70801365147059, 'model__class_weight': 'balanced', 'model__gamma': 0.0036732079794327024, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 8.844487918582475, 'model__class_weight': 'balanced', 'model__gamma': 0.006399961698632033, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.0855856461330664, 'model__class_weight': 'balanced', 'model__gamma': 0.030674552664890786, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.6175193901311212, 'model__class_weight': 'balanced', 'model__gamma': 0.011600247557530958, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 27.157403026083273, 'model__class_weight': 'balanced', 'model__gamma': 0.0008755248647738858, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 3.7889122715556285, 'model__class_weight': 'balanced', 'model__gamma': 0.005166451471468267, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 42.25290571874974, 'model__class_weight': 'balanced', 'model__gamma': 0.001022220778624799, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 12.364435784729775, 'model__class_weight': 'balanced', 'model__gamma': 0.005846263570284476, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 2.4040022205489695, 'model__class_weight': 'balanced', 'model__gamma': 0.011565218110979112, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 30.77163191326858, 'model__class_weight': 'balanced', 'model__gamma': 0.0007112640314693229, 'model__kernel': 'rbf'})]"
logistic_regression,0.8747 ± 0.0141,0.7122 ± 0.0339,0.7787 ± 0.0425,0.7291 ± 0.0303,0.9464 ± 0.0102,0.8944 ± 0.0077,0.8747 ± 0.0141,0.8783 ± 0.0119,0.9557 ± 0.0056,0.7825 ± 0.0246,"[OrderedDict({'model__C': 0.09147921547451242, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.0829457110673277, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.2793899212573811, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.039789335680439554, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.2102485866671612, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.26392752998771263, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.27315271641253347, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 2.1102496714233334, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.16793897560498172, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.336953627179577, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'})]"
knn,0.7619 ± 0.0219,0.7682 ± 0.1607,0.5674 ± 0.0316,0.5745 ± 0.0497,0.8017 ± 0.0368,0.8087 ± 0.0177,0.7619 ± 0.0219,0.7469 ± 0.0239,0.8463 ± 0.0183,0.5460 ± 0.0297,"[OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'})]"
gaussian_nb,0.8462 ± 0.0268,0.6695 ± 0.0345,0.7575 ± 0.0724,0.6867 ± 0.0462,0.8699 ± 0.0665,0.8773 ± 0.0172,0.8462 ± 0.0268,0.8580 ± 0.0212,0.9235 ± 0.0165,0.6914 ± 0.0210,"[OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 9.968519701018892e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 3.9574194953417995e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 3.71018774732244e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07})]"
