,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.8590 ± 0.0322,0.6584 ± 0.0571,0.7033 ± 0.0869,0.6607 ± 0.0504,0.8511 ± 0.0309,0.8729 ± 0.0131,0.8590 ± 0.0322,0.8620 ± 0.0224,0.8939 ± 0.0265,0.7553 ± 0.0253,"[OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 23, 'model__max_features': None, 'model__min_samples_leaf': 9, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 24, 'model__max_features': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 14, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 3}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 6, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 3}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 3, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2})]"
random_forest,0.8956 ± 0.0122,0.7524 ± 0.0512,0.7410 ± 0.0477,0.7381 ± 0.0355,0.9518 ± 0.0061,0.8977 ± 0.0090,0.8956 ± 0.0122,0.8951 ± 0.0106,0.9591 ± 0.0069,0.7706 ± 0.0227,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 6, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 7, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 28, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 6, 'model__n_estimators': 799}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 721}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 20, 'model__n_estimators': 303}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 2, 'model__n_estimators': 560}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 5, 'model__n_estimators': 512}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 12, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 393})]"
extra_trees,0.8901 ± 0.0161,0.7421 ± 0.0535,0.7558 ± 0.0371,0.7381 ± 0.0323,0.9520 ± 0.0058,0.8980 ± 0.0079,0.8901 ± 0.0161,0.8916 ± 0.0127,0.9601 ± 0.0053,0.7845 ± 0.0224,"[OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 15, 'model__max_features': 'log2', 'model__min_samples_leaf': 7, 'model__min_samples_split': 18, 'model__n_estimators': 630}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 18, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 8, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 7, 'model__min_samples_split': 2, 'model__n_estimators': 519}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 8, 'model__n_estimators': 700}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 19, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 18, 'model__n_estimators': 735}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 597}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 9, 'model__min_samples_split': 20, 'model__n_estimators': 800})]"
xgboost,0.9018 ± 0.0135,0.8276 ± 0.0706,0.7123 ± 0.0604,0.7395 ± 0.0618,0.9407 ± 0.0152,0.8989 ± 0.0160,0.9018 ± 0.0135,0.8977 ± 0.0151,0.9596 ± 0.0074,0.7411 ± 0.0213,"[OrderedDict({'model__colsample_bytree': 0.6, 'model__gamma': 0.024482270957286296, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 8, 'model__min_child_weight': 1, 'model__n_estimators': 480, 'model__reg_alpha': 9.489434597950459e-07, 'model__reg_lambda': 1e-08, 'model__subsample': 0.638637030718934}), OrderedDict({'model__colsample_bytree': 0.7133256235863886, 'model__gamma': 1.835986326566087e-05, 'model__learning_rate': 0.03531829056585429, 'model__max_depth': 7, 'model__min_child_weight': 6, 'model__n_estimators': 581, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 0.0003132975413611499, 'model__subsample': 0.7421572895605058}), OrderedDict({'model__colsample_bytree': 1.0, 'model__gamma': 0.004667942686507313, 'model__learning_rate': 0.24811429888574474, 'model__max_depth': 3, 'model__min_child_weight': 5, 'model__n_estimators': 600, 'model__reg_alpha': 5.742119548598343e-07, 'model__reg_lambda': 0.009226257715504584, 'model__subsample': 0.9445428303037172}), OrderedDict({'model__colsample_bytree': 0.6791480611423099, 'model__gamma': 0.09177460810185734, 'model__learning_rate': 0.1132046042366168, 'model__max_depth': 7, 'model__min_child_weight': 3, 'model__n_estimators': 550, 'model__reg_alpha': 0.0012998003145416265, 'model__reg_lambda': 1.6874871879161385e-06, 'model__subsample': 0.9711281730123181}), OrderedDict({'model__colsample_bytree': 0.6, 'model__gamma': 6.470951480955173e-05, 'model__learning_rate': 0.027544652713227417, 'model__max_depth': 9, 'model__min_child_weight': 6, 'model__n_estimators': 479, 'model__reg_alpha': 1.284041408522865e-07, 'model__reg_lambda': 3.933845887614456e-08, 'model__subsample': 0.6626880359199291}), OrderedDict({'model__colsample_bytree': 0.9090027356146151, 'model__gamma': 0.03533246682887148, 'model__learning_rate': 0.259875359421044, 'model__max_depth': 7, 'model__min_child_weight': 6, 'model__n_estimators': 328, 'model__reg_alpha': 1.5486919948873705e-07, 'model__reg_lambda': 0.41785293761449666, 'model__subsample': 0.7574315397348386}), OrderedDict({'model__colsample_bytree': 0.6014521229018973, 'model__gamma': 0.13010045328625008, 'model__learning_rate': 0.12444128798312445, 'model__max_depth': 5, 'model__min_child_weight': 6, 'model__n_estimators': 310, 'model__reg_alpha': 5.264774097844541e-06, 'model__reg_lambda': 2.125277936992143e-07, 'model__subsample': 0.9575352244210078}), OrderedDict({'model__colsample_bytree': 0.6448689816673877, 'model__gamma': 4.6485070162796425e-06, 'model__learning_rate': 0.15162898330463845, 'model__max_depth': 4, 'model__min_child_weight': 8, 'model__n_estimators': 519, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 1e-08, 'model__subsample': 0.9676540164154187}), OrderedDict({'model__colsample_bytree': 0.6, 'model__gamma': 0.41923959400909155, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 6, 'model__min_child_weight': 8, 'model__n_estimators': 504, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 1e-08, 'model__subsample': 0.8655847644025281}), OrderedDict({'model__colsample_bytree': 0.9113690696773418, 'model__gamma': 2.169189097120569e-08, 'model__learning_rate': 0.2033139395875466, 'model__max_depth': 6, 'model__min_child_weight': 9, 'model__n_estimators': 593, 'model__reg_alpha': 0.1220697018237847, 'model__reg_lambda': 0.34163755038685023, 'model__subsample': 0.9561465236282953})]"
adaboost,0.8696 ± 0.0131,0.7332 ± 0.0473,0.7274 ± 0.0390,0.7250 ± 0.0315,0.9026 ± 0.0324,0.8721 ± 0.0145,0.8696 ± 0.0131,0.8693 ± 0.0127,0.8873 ± 0.0411,0.7527 ± 0.0267,"[OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 322}), OrderedDict({'model__learning_rate': 0.8146216961026963, 'model__n_estimators': 365}), OrderedDict({'model__learning_rate': 0.9558037220383089, 'model__n_estimators': 498}), OrderedDict({'model__learning_rate': 0.38728992794886974, 'model__n_estimators': 50}), OrderedDict({'model__learning_rate': 0.42149456283334996, 'model__n_estimators': 127}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 113}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 123}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 263}), OrderedDict({'model__learning_rate': 0.19223536030037475, 'model__n_estimators': 381}), OrderedDict({'model__learning_rate': 0.15117808195584426, 'model__n_estimators': 277})]"
svm,0.8740 ± 0.0216,0.7075 ± 0.0467,0.7422 ± 0.0589,0.7049 ± 0.0359,0.9401 ± 0.0091,0.8930 ± 0.0149,0.8740 ± 0.0216,0.8771 ± 0.0178,0.9544 ± 0.0097,0.7565 ± 0.0211,"[OrderedDict({'model__C': 17.4705332246643, 'model__class_weight': 'balanced', 'model__gamma': 0.011402422337240389, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 160.84334277959016, 'model__class_weight': 'balanced', 'model__gamma': 0.0009319287014603861, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 17.90289555601857, 'model__class_weight': 'balanced', 'model__gamma': 0.0016331535420493336, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 5.843177841497353, 'model__class_weight': 'balanced', 'model__gamma': 0.003158324652839835, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 105.76211650904162, 'model__class_weight': 'balanced', 'model__gamma': 0.0003288899095731611, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.2451437574550783, 'model__class_weight': 'balanced', 'model__gamma': 0.016461554950870032, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 4.610914441589916, 'model__class_weight': 'balanced', 'model__gamma': 0.017872963335765817, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1000.0, 'model__class_weight': 'balanced', 'model__gamma': 0.00016544537889261876, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1000.0, 'model__class_weight': 'balanced', 'model__gamma': 0.0013776276811029305, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 2.2596122999612023, 'model__class_weight': 'balanced', 'model__gamma': 0.02843233344226241, 'model__kernel': 'rbf'})]"
logistic_regression,0.8780 ± 0.0170,0.7126 ± 0.0348,0.7625 ± 0.0483,0.7260 ± 0.0338,0.9427 ± 0.0098,0.8927 ± 0.0117,0.8780 ± 0.0170,0.8806 ± 0.0145,0.9524 ± 0.0062,0.7679 ± 0.0201,"[OrderedDict({'model__C': 0.33990333360422925, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.5018736567342547, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 6.630174567407671, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.09424565358140152, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.07457397889660972, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 1.26143828622092, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.6059950182856103, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 10.576211650904161, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 2.5665507828804857, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 1.4013498726009153, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'})]"
knn,0.7821 ± 0.0159,0.7151 ± 0.1570,0.5801 ± 0.0357,0.5854 ± 0.0545,0.8068 ± 0.0347,0.8149 ± 0.0151,0.7821 ± 0.0159,0.7692 ± 0.0168,0.8583 ± 0.0165,0.5722 ± 0.0201,"[OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'})]"
gaussian_nb,0.8469 ± 0.0258,0.6688 ± 0.0308,0.7583 ± 0.0683,0.6862 ± 0.0419,0.8805 ± 0.0733,0.8784 ± 0.0173,0.8469 ± 0.0258,0.8586 ± 0.0210,0.9234 ± 0.0179,0.6945 ± 0.0191,"[OrderedDict({'model__var_smoothing': 7.65915861921016e-10}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 1.0340016434251915e-10}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 3.500689741432206e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 2.2364202820542707e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07})]"
