,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.8414 ± 0.0179,0.6686 ± 0.0430,0.6682 ± 0.0617,0.6569 ± 0.0443,0.8255 ± 0.0306,0.8481 ± 0.0227,0.8414 ± 0.0179,0.8421 ± 0.0184,0.8933 ± 0.0262,0.7414 ± 0.0238,"[OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 12, 'model__max_features': None, 'model__min_samples_leaf': 9, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 12, 'model__max_features': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 9}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 24, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 8}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 26, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 9}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 9, 'model__min_samples_split': 13}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 9, 'model__max_features': None, 'model__min_samples_leaf': 7, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 4, 'model__max_features': None, 'model__min_samples_leaf': 3, 'model__min_samples_split': 7}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 6, 'model__max_features': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 5}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 2, 'model__max_features': None, 'model__min_samples_leaf': 6, 'model__min_samples_split': 17})]"
random_forest,0.8945 ± 0.0137,0.7580 ± 0.0518,0.7456 ± 0.0451,0.7424 ± 0.0331,0.9565 ± 0.0059,0.8984 ± 0.0100,0.8945 ± 0.0137,0.8936 ± 0.0119,0.9633 ± 0.0072,0.7917 ± 0.0179,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 9, 'model__n_estimators': 475}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 13, 'model__max_features': 'log2', 'model__min_samples_leaf': 6, 'model__min_samples_split': 13, 'model__n_estimators': 589}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 477}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 9, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 4, 'model__n_estimators': 206})]"
extra_trees,0.8872 ± 0.0173,0.7577 ± 0.1051,0.7407 ± 0.0435,0.7283 ± 0.0399,0.9533 ± 0.0063,0.8970 ± 0.0121,0.8872 ± 0.0173,0.8884 ± 0.0140,0.9623 ± 0.0079,0.7829 ± 0.0210,"[OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 3, 'model__min_samples_split': 16, 'model__n_estimators': 201}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 20, 'model__n_estimators': 363}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 3, 'model__min_samples_split': 16, 'model__n_estimators': 424}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 7, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 11, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 15, 'model__max_features': 'log2', 'model__min_samples_leaf': 7, 'model__min_samples_split': 18, 'model__n_estimators': 630}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 2, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 9, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 16, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 2, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 24, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 20, 'model__n_estimators': 800})]"
xgboost,0.8974 ± 0.0093,0.7477 ± 0.1127,0.6832 ± 0.0511,0.6974 ± 0.0658,0.9543 ± 0.0109,0.8900 ± 0.0109,0.8974 ± 0.0093,0.8915 ± 0.0089,0.9597 ± 0.0078,0.7333 ± 0.0224,"[OrderedDict({'model__colsample_bytree': 0.9935017329921147, 'model__gamma': 0.7479152157417893, 'model__learning_rate': 0.028788135244360993, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__n_estimators': 302, 'model__reg_alpha': 1.3842163148673234e-08, 'model__reg_lambda': 1.925900928227247e-08, 'model__subsample': 0.6909156814329581}), OrderedDict({'model__colsample_bytree': 0.8750359518686911, 'model__gamma': 0.07684029398301558, 'model__learning_rate': 0.12442672863800228, 'model__max_depth': 3, 'model__min_child_weight': 1, 'model__n_estimators': 460, 'model__reg_alpha': 2.3710704328366317e-06, 'model__reg_lambda': 6.779527096006294e-05, 'model__subsample': 1.0}), OrderedDict({'model__colsample_bytree': 0.817361227076125, 'model__gamma': 1.007239304540517, 'model__learning_rate': 0.05411797281355388, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 220, 'model__reg_alpha': 0.0009229517224544347, 'model__reg_lambda': 1.6766517437995118e-08, 'model__subsample': 0.7542918363938659}), OrderedDict({'model__colsample_bytree': 1.0, 'model__gamma': 1e-08, 'model__learning_rate': 0.041779343275502256, 'model__max_depth': 6, 'model__min_child_weight': 4, 'model__n_estimators': 600, 'model__reg_alpha': 0.004987637280296107, 'model__reg_lambda': 4.999999999999999, 'model__subsample': 1.0}), OrderedDict({'model__colsample_bytree': 0.817361227076125, 'model__gamma': 1.007239304540517, 'model__learning_rate': 0.05411797281355388, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 220, 'model__reg_alpha': 0.0009229517224544347, 'model__reg_lambda': 1.6766517437995118e-08, 'model__subsample': 0.7542918363938659}), OrderedDict({'model__colsample_bytree': 0.7712776459414232, 'model__gamma': 1.7562782101903042e-05, 'model__learning_rate': 0.22184452695299894, 'model__max_depth': 5, 'model__min_child_weight': 6, 'model__n_estimators': 584, 'model__reg_alpha': 3.8675586463917936e-08, 'model__reg_lambda': 0.3881108667739157, 'model__subsample': 0.8165157398931625}), OrderedDict({'model__colsample_bytree': 1.0, 'model__gamma': 0.1591144453331188, 'model__learning_rate': 0.2577892415183293, 'model__max_depth': 7, 'model__min_child_weight': 10, 'model__n_estimators': 287, 'model__reg_alpha': 0.0010640757382545296, 'model__reg_lambda': 1e-08, 'model__subsample': 1.0}), OrderedDict({'model__colsample_bytree': 0.6077135472397064, 'model__gamma': 1.0654288103675555e-08, 'model__learning_rate': 0.013471343361822754, 'model__max_depth': 10, 'model__min_child_weight': 4, 'model__n_estimators': 552, 'model__reg_alpha': 2.998121345211237e-06, 'model__reg_lambda': 1e-08, 'model__subsample': 0.7557730744984538}), OrderedDict({'model__colsample_bytree': 0.817361227076125, 'model__gamma': 1.007239304540517, 'model__learning_rate': 0.05411797281355388, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 220, 'model__reg_alpha': 0.0009229517224544347, 'model__reg_lambda': 1.6766517437995118e-08, 'model__subsample': 0.7542918363938659}), OrderedDict({'model__colsample_bytree': 0.9799764806646467, 'model__gamma': 0.43309031691714717, 'model__learning_rate': 0.0402523556436039, 'model__max_depth': 9, 'model__min_child_weight': 7, 'model__n_estimators': 323, 'model__reg_alpha': 9.44255544854803e-05, 'model__reg_lambda': 0.24316661985383675, 'model__subsample': 0.7600109826774357})]"
adaboost,0.8780 ± 0.0193,0.7158 ± 0.0614,0.7239 ± 0.0512,0.7160 ± 0.0484,0.9182 ± 0.0187,0.8815 ± 0.0180,0.8780 ± 0.0193,0.8787 ± 0.0185,0.9185 ± 0.0243,0.7524 ± 0.0151,"[OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 271}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 394}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 97}), OrderedDict({'model__learning_rate': 0.16076498364641253, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.3187732398000051, 'model__n_estimators': 299}), OrderedDict({'model__learning_rate': 0.1714583803805369, 'model__n_estimators': 399}), OrderedDict({'model__learning_rate': 0.40513545517129723, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.9974083235967081, 'model__n_estimators': 485}), OrderedDict({'model__learning_rate': 0.21701292147141546, 'model__n_estimators': 374}), OrderedDict({'model__learning_rate': 0.6229724617115239, 'model__n_estimators': 476})]"
svm,0.8784 ± 0.0178,0.6979 ± 0.0311,0.7178 ± 0.0465,0.6933 ± 0.0213,0.9473 ± 0.0112,0.8917 ± 0.0101,0.8784 ± 0.0178,0.8799 ± 0.0139,0.9604 ± 0.0066,0.7499 ± 0.0163,"[OrderedDict({'model__C': 1.649796355317944, 'model__class_weight': 'balanced', 'model__gamma': 0.011230985270655683, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.1807319495035515, 'model__class_weight': 'balanced', 'model__gamma': 0.03187242560025025, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 5.89185121645258, 'model__class_weight': 'balanced', 'model__gamma': 0.0053256963220420245, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 8.261726973621249, 'model__class_weight': None, 'model__gamma': 0.007684034062245749, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.8214548318355843, 'model__class_weight': 'balanced', 'model__gamma': 0.003036221966512504, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 54.51315528803286, 'model__class_weight': 'balanced', 'model__gamma': 0.0009453789614579077, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 105.76211650904162, 'model__class_weight': 'balanced', 'model__gamma': 0.0003288899095731611, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 4.804975717844889, 'model__class_weight': 'balanced', 'model__gamma': 0.009018276902991406, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 6.301975998461374, 'model__class_weight': 'balanced', 'model__gamma': 0.0056498372494345325, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 12.455518262548976, 'model__class_weight': 'balanced', 'model__gamma': 0.004291541174016024, 'model__kernel': 'rbf'})]"
logistic_regression,0.8791 ± 0.0149,0.7072 ± 0.0205,0.7675 ± 0.0540,0.7219 ± 0.0246,0.9454 ± 0.0083,0.8956 ± 0.0119,0.8791 ± 0.0149,0.8827 ± 0.0132,0.9554 ± 0.0093,0.7510 ± 0.0172,"[OrderedDict({'model__C': 13.613223182911137, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.4606288246945811, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.04666540870368648, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.16062520124315638, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.1643844673411777, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.13071445483868366, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.20778107073493066, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.04666540870368648, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.16307728722117817, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.2535513403513156, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'})]"
knn,0.8557 ± 0.0164,0.6723 ± 0.1399,0.6177 ± 0.0376,0.6192 ± 0.0567,0.8240 ± 0.0239,0.8572 ± 0.0164,0.8557 ± 0.0164,0.8458 ± 0.0165,0.9090 ± 0.0124,0.6258 ± 0.0216,"[OrderedDict({'model__n_neighbors': 4, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 6, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'})]"
gaussian_nb,0.8432 ± 0.0298,0.6598 ± 0.0364,0.7385 ± 0.0670,0.6719 ± 0.0480,0.8492 ± 0.0560,0.8796 ± 0.0172,0.8432 ± 0.0298,0.8565 ± 0.0246,0.9189 ± 0.0159,0.6837 ± 0.0148,"[OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 1.4914622679778672e-08}), OrderedDict({'model__var_smoothing': 1.4914622679778672e-08}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 8.252352318805015e-07}), OrderedDict({'model__var_smoothing': 1.4713413767144574e-09}), OrderedDict({'model__var_smoothing': 8.632012725909886e-08}), OrderedDict({'model__var_smoothing': 2.9397976202716854e-08}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 1.0714265785794107e-09})]"
