modelo,n_samples,n_samples_evaluadas,n_clusters,samples_por_grupo,silhouette,calinski_harabasz,davies_bouldin,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info,normalized_mutual_info,Subdomain
agglo,909,909,3,"{0: 397, 1: 454, 2: 58}",0.17261922047309342,123.42769617887843,2.6611967640308585,0.4627313595407473,0.5034133290167042,0.4822158355900977,0.6028329523696434,0.4809631150414875,0.4822158355900976,examen_motor
kmeans,909,909,3,"{0: 496, 1: 188, 2: 225}",0.24308551308197796,150.70850715331383,2.7432676478915208,0.4463537389766196,0.4284423457514962,0.4372146750554556,0.4821465017605748,0.435943534788728,0.43721467505545547,examen_motor
gmm,909,909,3,"{0: 494, 1: 180, 2: 235}",0.2548773478124319,150.22016641270775,2.7730289102016825,0.45642586334686774,0.438231548753756,0.4471437005504212,0.49388847302297,0.4458947689724014,0.44714370055042124,examen_motor
agglo,909,909,3,"{0: 592, 1: 298, 2: 19}",0.25896427897700336,117.65078630989302,1.8180864597612214,0.16904110733641883,0.2240362383115917,0.19269151085389677,0.22387395624957707,0.19048654533882045,0.1926915108538968,impacto_motor
kmeans,909,909,3,"{0: 269, 1: 527, 2: 113}",0.2226156858952245,168.7550281042544,2.3635557618859586,0.21710064935517837,0.22320169924741173,0.22010890469961605,0.26235108007012004,0.21828263454458233,0.22010890469961605,impacto_motor
gmm,909,909,3,"{0: 228, 1: 608, 2: 73}",0.2574003135326869,144.01895646374624,2.5598846919801495,0.156319139410066,0.18371772371993142,0.1689146065042761,0.1692086431087403,0.16683323426141186,0.16891460650427606,impacto_motor
agglo,909,909,3,"{0: 122, 1: 477, 2: 310}",0.05149784178379217,70.78556796312277,3.51765149901264,0.027055928394430037,0.026697022215131313,0.026875277104085847,0.0225936237245616,0.024643994587811385,0.026875277104085847,non_motor
kmeans,909,909,3,"{0: 104, 1: 501, 2: 304}",0.1276050382680771,103.04727725064834,2.842877919549876,0.020229916113173423,0.020641288524058082,0.020433532068155322,0.01894840641484148,0.018147643313086072,0.020433532068155322,non_motor
gmm,909,909,3,"{0: 74, 1: 637, 2: 198}",0.16500038073144377,72.23826942130117,3.4619249638166227,0.01928841078674301,0.0236236818242671,0.021237057043676642,0.010138409377099311,0.01873881789663501,0.021237057043676646,non_motor
agglo,909,909,3,"{0: 421, 1: 446, 2: 42}",0.15603873430485796,106.11779964695234,2.6669724997372164,0.4356033943058105,0.4941465331200413,0.46303183417823945,0.5827251518115513,0.4616994298730904,0.4630318341782395,MOTOR
kmeans,909,909,3,"{0: 464, 1: 118, 2: 327}",0.20140508192233694,137.540073138066,2.8063103617109397,0.4786949576867003,0.4717224890146295,0.475183147578907,0.5359909795234298,0.47398046735314003,0.47518314757890706,MOTOR
gmm,909,909,3,"{0: 493, 1: 221, 2: 195}",0.23269720538309935,126.30798563251513,3.250799329035008,0.4468965878334154,0.4273422889856101,0.4369007506952232,0.48608603938632516,0.43563143495492035,0.4369007506952232,MOTOR
agglo,909,909,3,"{0: 455, 1: 383, 2: 71}",0.13664091234443135,83.3660701297104,3.2639640201469913,0.3898329118828136,0.4121758998421884,0.4006931816566977,0.508378940243148,0.3992662607933254,0.4006931816566977,FULL
kmeans,909,909,3,"{0: 115, 1: 473, 2: 321}",0.15760298257477645,108.93472239391431,2.9975988156277396,0.4493229428974346,0.44598914817171026,0.44764983865577335,0.5195309218098695,0.446379267274276,0.4476498386557733,FULL
gmm,909,909,3,"{0: 134, 1: 315, 2: 460}",0.1485497171018848,108.9122604575704,3.0490771105272008,0.47050877217342774,0.45522624536866446,0.4627413627243305,0.5312686705104926,0.46152220743815897,0.4627413627243305,FULL
