modelo,n_samples,n_samples_evaluadas,n_clusters,samples_por_grupo,silhouette,calinski_harabasz,davies_bouldin,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info,normalized_mutual_info,Subdomain,LDA_components
agglo,909,909,3,"{0: 447, 1: 448, 2: 14}",0.40648664144960517,953.1288571466587,0.7882634270753197,0.529994129496473,0.668980435410376,0.5914315680967592,0.6896677193128827,0.5903279310164826,0.5914315680967593,examen_motor,2
kmeans,909,909,3,"{0: 444, 1: 201, 2: 264}",0.5348668049344921,1704.7812399731324,0.7998572474087217,0.5959564088134587,0.5497273790410953,0.5719092093522005,0.6238259418720636,0.5709623672455518,0.5719092093522006,examen_motor,2
gmm,909,909,3,"{0: 221, 1: 357, 2: 331}",0.4609300244994864,1272.2357140611261,0.9615454863216604,0.5520232727628769,0.49221407849676896,0.520405875510939,0.5802289928893265,0.5193642575969342,0.5204058755109391,examen_motor,2
agglo,909,909,3,"{0: 446, 1: 280, 2: 183}",0.4466499448944118,824.363249117075,0.982805102635032,0.3827504298986839,0.35578449563638215,0.36877516268428917,0.43278288169370116,0.3673732261490145,0.36877516268428917,impacto_motor,2
kmeans,909,909,3,"{0: 177, 1: 456, 2: 276}",0.45031334800023765,882.5567410032592,0.9316810685771927,0.3813760247705715,0.35733587605027267,0.3689647771060175,0.4235462306775353,0.3675573249766788,0.3689647771060175,impacto_motor,2
gmm,909,909,3,"{0: 400, 1: 363, 2: 146}",0.4197884333021395,768.7014219901054,1.0000123598193202,0.3711102166451773,0.34943776740637184,0.3599480629645567,0.3954082210433885,0.3585163147924874,0.3599480629645567,impacto_motor,2
agglo,909,909,3,"{0: 430, 1: 317, 2: 162}",0.3122740473340183,442.98815648434044,0.9979981335624868,0.11115503509107368,0.10391718697281373,0.10741432299981132,0.1105762516849523,0.10542557825800618,0.10741432299981131,non_motor,2
kmeans,909,909,3,"{0: 338, 1: 328, 2: 243}",0.3501470283560409,542.9534070848894,0.9654968963552557,0.13141156594134717,0.11613916321409022,0.12330425652269641,0.12483324983058071,0.12140936743534261,0.12330425652269644,non_motor,2
gmm,909,909,3,"{0: 358, 1: 127, 2: 424}",0.27528615716009397,357.247612775346,1.284257348364682,0.13272538360430336,0.1279604501143119,0.13029936905534728,0.12071514097183696,0.128329130437096,0.13029936905534728,non_motor,2
agglo,909,909,3,"{0: 386, 1: 439, 2: 84}",0.5587345319839824,1650.2058951693316,0.6786228101184658,0.6578666202873634,0.676553300118753,0.6670791198289822,0.7863826730988277,0.6662982570048287,0.6670791198289822,MOTOR,2
kmeans,909,909,3,"{0: 172, 1: 446, 2: 291}",0.5595092277720219,1867.539366914945,0.7537805161202725,0.6291064202106886,0.5880531036677471,0.6078874226171688,0.669660024935382,0.6070139192890593,0.6078874226171688,MOTOR,2
gmm,909,909,3,"{0: 326, 1: 400, 2: 183}",0.5034974100381264,1365.3306996730691,1.0183419872545396,0.6102778851864029,0.5581618603814742,0.5830576048742023,0.665991757041612,0.5821395028831372,0.5830576048742023,MOTOR,2
agglo,909,909,3,"{0: 365, 1: 433, 2: 111}",0.5769038311989249,1913.090208663864,0.6863270682629493,0.7251616234809206,0.7143461198146497,0.7197132413975833,0.8146033394335639,0.719070899184866,0.7197132413975833,FULL,2
kmeans,909,909,3,"{0: 335, 1: 445, 2: 129}",0.5764885187504915,1972.0807717412383,0.7092379337219352,0.7129764063188283,0.689480699928666,0.7010317384702673,0.769033532215357,0.7003534132119792,0.7010317384702675,FULL,2
gmm,909,909,3,"{0: 441, 1: 120, 2: 348}",0.568905852130452,1907.6351196994458,0.7422203117869325,0.7372599203739246,0.7193622550168107,0.7282011324747734,0.8010690718258903,0.7275814630366279,0.7282011324747735,FULL,2
