modelo,n_samples,n_samples_evaluadas,n_clusters,samples_por_grupo,silhouette,calinski_harabasz,davies_bouldin,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info,normalized_mutual_info,Subdomain
agglo,909,909,3,"{0: 473, 1: 313, 2: 123}",0.19830808119127455,116.5285212057848,3.060560239519843,0.4633858444138194,0.45589039799635867,0.4596075636238065,0.5504709988189153,0.4583703989539851,0.45960756362380656,examen_motor
kmeans,909,909,3,"{0: 199, 1: 519, 2: 191}",0.25333418208978836,137.30178517574788,2.74906034659084,0.42758509510597675,0.4195252219401706,0.423516815491392,0.44714436364546645,0.4221998323546137,0.4235168154913919,examen_motor
gmm,909,909,3,"{0: 170, 1: 468, 2: 271}",0.20769273743798564,132.60907557480476,3.062342353312085,0.48363267434988483,0.45779617691479907,0.4703598982568444,0.5128084680463142,0.46917219176597447,0.4703598982568443,examen_motor
agglo,909,909,3,"{0: 322, 1: 576, 2: 11}",0.17078018682237403,90.72964081905737,2.238681077446486,0.1322535009229185,0.17913236169302937,0.15216414620411406,0.1929743399770399,0.14978711736237546,0.15216414620411403,impacto_motor
kmeans,909,909,3,"{0: 110, 1: 532, 2: 267}",0.230449674766686,146.41578473532053,2.559879898647013,0.22707859458326163,0.23512880170980657,0.23103359343239496,0.2729618522395184,0.22922629629308375,0.23103359343239493,impacto_motor
gmm,909,909,3,"{0: 645, 1: 76, 2: 188}",0.26757016800820915,121.41788338099828,2.796526599960606,0.12484266593027905,0.15457247198059124,0.13812594139152143,0.1232993450414869,0.13591550412982173,0.1381259413915214,impacto_motor
agglo,909,909,3,"{0: 368, 1: 515, 2: 26}",0.05994880391905154,50.92796111854191,3.168089997558488,0.013859208764420492,0.016881771291628826,0.015221895477456868,0.0161840945367783,0.012661294751613782,0.01522189547745687,non_motor
kmeans,909,909,3,"{0: 329, 1: 492, 2: 88}",0.12499766841793225,89.83514766704823,2.966266048135329,0.013457662756547238,0.01397675609809104,0.013712298481352636,0.012953156685090618,0.011388263065705593,0.013712298481352636,non_motor
gmm,909,909,3,"{0: 39, 1: 695, 2: 175}",0.20857334395964858,62.10709094049146,3.362418964996415,0.00951046029422795,0.013912510025701687,0.011297830495896015,0.0016570647762137725,0.008546834314388426,0.011297830495896015,non_motor
agglo,909,909,3,"{0: 483, 1: 360, 2: 66}",0.15275066465886908,97.74883040516828,3.0746208293513733,0.48527323845273446,0.522552171890234,0.5032232410718617,0.6005155970007996,0.5020290003630469,0.5032232410718617,MOTOR
kmeans,909,909,3,"{0: 316, 1: 476, 2: 117}",0.2009759805187114,120.15858372954335,3.0063271887295744,0.4731884681258665,0.4692385898481569,0.471205251668212,0.5244434711770308,0.4699895203778567,0.4712052516682119,MOTOR
gmm,909,909,3,"{0: 307, 1: 128, 2: 474}",0.19770872405036422,120.26451329576362,3.0463677718982947,0.46757155658498667,0.4578969635515967,0.46268369230270856,0.5185288754860724,0.46145661912158875,0.46268369230270856,MOTOR
agglo,909,909,3,"{0: 405, 1: 441, 2: 63}",0.14679310123626843,72.56223869603556,3.704668749182318,0.48362350602425813,0.5191120546941662,0.5007397797496627,0.6155819394525205,0.4995408794410401,0.5007397797496626,FULL
kmeans,909,909,3,"{0: 299, 1: 129, 2: 481}",0.1480221859154112,94.31442484162775,3.268119708875131,0.4725095995668174,0.46394161879405343,0.4681864131747689,0.5271141684046403,0.46697030741509526,0.46818641317476895,FULL
gmm,909,909,3,"{0: 143, 1: 477, 2: 289}",0.143553700442144,94.22778506062251,3.320215493149282,0.47460135036658607,0.4594168818043968,0.46688568804223995,0.5203833893080474,0.46567581826987153,0.46688568804224,FULL
