seed,fold,feature,mean_abs_shap
42,2,NP3BRADY_mean,0.12944991165841555
42,2,NP3PRSPL_min,0.09949060087470671
42,2,NP3BRADY_min,0.09705842420919049
42,2,NP3BRADY_max,0.09325852393948811
42,2,NP3RTCON_max,0.09156099792248565
42,2,NP3PRSPL_mean,0.09085871837818649
42,2,NP2SPCH_mean,0.08861687189850301
42,2,NP3HMOVL_mean,0.08521963862856904
42,2,ENRLGBA,0.08406679921656432
42,2,AGE_AT_VISIT,0.0822755641656978
42,2,NP3FACXP_min,0.0820972650232478
42,2,NP3RIGLU_mean,0.08035711398656656
42,2,NP3FACXP_max,0.07772145802588883
42,2,NP3FACXP_mean,0.07628078284170269
42,2,NP3RTCON_std,0.0717664881665532
42,2,NP3RTCON_min,0.07108457043746509
42,2,NP2HOBB_min,0.07069064408383886
42,2,NP3RTCON_mean,0.07059518367120964
42,2,NP2SPCH_max,0.07031723213068591
42,2,NP3PSTBL_max,0.07020126522661956
42,2,NP2SPCH_min,0.06819861305005723
42,2,NP3PRSPL_max,0.06612323156422227
42,2,NP2TURN_min,0.06588027398320104
42,2,NP3HMOVL_min,0.06565326082666523
42,2,NP3GAIT_max,0.06428029005283098
42,2,NP3RIGLU_min,0.06307885100382146
42,2,NP3PRSPR_mean,0.06292727868575156
42,2,NP3FTAPR_min,0.06283944793324983
42,2,NP2WALK_min,0.06146336249941192
42,2,NP2TRMR_mean,0.0605806775359847
42,2,NP1SLPN_mean,0.05914234498987323
42,2,NP3RTARU_std,0.058044127749754836
42,2,NP3RTARU_mean,0.05799340594871545
42,2,NP3RTARU_max,0.056721014974534786
42,2,NP1SLPN_min,0.05645337224732352
42,2,NP2TRMR_max,0.05590278816201222
42,2,NP3RIGLU_max,0.05582686543677631
42,2,NP1FATG_mean,0.055750791596210436
42,2,NP2DRES_std,0.05570495678668353
42,2,NP3RTALU_min,0.05555736077015629
42,2,NP1DPRS_var,0.05521451124896315
42,2,NP3FTAPL_min,0.053835373753926566
42,2,NP3RIGRU_min,0.05353954532644079
42,2,NP3RIGN_std,0.05247061940784288
42,2,NP3TTAPR_max,0.05234302332395491
42,2,NP3TTAPL_max,0.052327979186339385
42,2,NP3PRSPL_std,0.052015421854406836
42,2,NP3HMOVL_max,0.05199466179403184
42,2,NP3RIGRU_mean,0.050817814217915314
