,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
STACKING_decision_tree,0.7516 ± 0.0303,0.6116 ± 0.0230,0.6064 ± 0.0259,0.6072 ± 0.0240,0.7758 ± 0.0185,0.7636 ± 0.0171,0.7516 ± 0.0303,0.7561 ± 0.0218,0.8474 ± 0.0155,0.7473 ± 0.0145,0.6217 ± 0.0197,0.6222 ± 0.0223,0.6207 ± 0.0208,0.7850 ± 0.0142,0.7633 ± 0.0138,0.7473 ± 0.0145,0.7547 ± 0.0138,0.8425 ± 0.0121
STACKING_random_forest,0.8322 ± 0.0140,0.6880 ± 0.0218,0.6802 ± 0.0165,0.6813 ± 0.0183,0.8874 ± 0.0106,0.8184 ± 0.0110,0.8322 ± 0.0140,0.8239 ± 0.0111,0.9377 ± 0.0065,0.8432 ± 0.0073,0.7054 ± 0.0247,0.6878 ± 0.0156,0.6914 ± 0.0191,0.8866 ± 0.0083,0.8228 ± 0.0103,0.8432 ± 0.0073,0.8310 ± 0.0085,0.9357 ± 0.0045
STACKING_extra_trees,0.8491 ± 0.0174,0.7245 ± 0.0548,0.6803 ± 0.0194,0.6826 ± 0.0237,0.8896 ± 0.0158,0.8247 ± 0.0208,0.8491 ± 0.0174,0.8295 ± 0.0145,0.9380 ± 0.0085,0.8544 ± 0.0079,0.7406 ± 0.0319,0.6853 ± 0.0133,0.6899 ± 0.0179,0.8884 ± 0.0083,0.8291 ± 0.0123,0.8544 ± 0.0079,0.8334 ± 0.0086,0.9366 ± 0.0041
STACKING_xgboost,0.8249 ± 0.0185,0.6768 ± 0.0332,0.6663 ± 0.0249,0.6667 ± 0.0281,0.8574 ± 0.0175,0.8038 ± 0.0178,0.8249 ± 0.0185,0.8122 ± 0.0169,0.9169 ± 0.0099,0.8278 ± 0.0062,0.6843 ± 0.0187,0.6690 ± 0.0125,0.6710 ± 0.0150,0.8555 ± 0.0114,0.8050 ± 0.0082,0.8278 ± 0.0062,0.8142 ± 0.0071,0.9129 ± 0.0062
STACKING_adaboost,0.8388 ± 0.0090,0.6072 ± 0.0459,0.6348 ± 0.0121,0.6096 ± 0.0198,0.8492 ± 0.0156,0.7723 ± 0.0189,0.8388 ± 0.0090,0.7998 ± 0.0115,0.9187 ± 0.0066,0.8349 ± 0.0063,0.6376 ± 0.0221,0.6361 ± 0.0049,0.6177 ± 0.0083,0.8418 ± 0.0075,0.7808 ± 0.0073,0.8349 ± 0.0063,0.7999 ± 0.0047,0.9154 ± 0.0035
STACKING_svm,0.8304 ± 0.0151,0.6863 ± 0.0186,0.6796 ± 0.0124,0.6808 ± 0.0136,0.8534 ± 0.0143,0.8184 ± 0.0088,0.8304 ± 0.0151,0.8233 ± 0.0108,0.9219 ± 0.0068,0.8269 ± 0.0061,0.6827 ± 0.0094,0.6775 ± 0.0089,0.6788 ± 0.0093,0.8412 ± 0.0125,0.8151 ± 0.0067,0.8269 ± 0.0061,0.8204 ± 0.0061,0.9142 ± 0.0053
STACKING_knn,0.7648 ± 0.0291,0.6570 ± 0.0304,0.6563 ± 0.0382,0.6497 ± 0.0350,0.8479 ± 0.0141,0.8011 ± 0.0199,0.7648 ± 0.0291,0.7776 ± 0.0243,0.9050 ± 0.0101,0.7662 ± 0.0161,0.6668 ± 0.0120,0.6712 ± 0.0162,0.6605 ± 0.0152,0.8460 ± 0.0105,0.8099 ± 0.0093,0.7662 ± 0.0161,0.7827 ± 0.0130,0.9021 ± 0.0065
STACKING_gaussian_nb,0.7524 ± 0.0372,0.6777 ± 0.0204,0.6760 ± 0.0289,0.6534 ± 0.0303,0.8419 ± 0.0259,0.8273 ± 0.0172,0.7524 ± 0.0372,0.7716 ± 0.0304,0.9085 ± 0.0147,0.7294 ± 0.0252,0.6556 ± 0.0150,0.6483 ± 0.0227,0.6300 ± 0.0212,0.7972 ± 0.0145,0.8106 ± 0.0118,0.7294 ± 0.0252,0.7540 ± 0.0215,0.8762 ± 0.0085
