epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1
1,0.3604011658275569,0.11748016555104736,0.9644970414201184,0.9642857142857143,0.967032967032967
2,0.20621000512882515,0.09834711784882659,0.9704142011834319,0.9697802197802198,0.9726775956284153
3,0.17295229784868382,0.1001001698510534,0.9644970414201184,0.9633699633699633,0.967391304347826
4,0.14606182621584998,0.10142973490808843,0.9644970414201184,0.9633699633699633,0.967391304347826
5,0.1332933862231827,0.10335728025736188,0.9644970414201184,0.9633699633699633,0.967391304347826
6,0.11854104667901993,0.10335139634319135,0.9585798816568047,0.9569597069597069,0.9621621621621622
7,0.09910295943419138,0.12029448430434134,0.9585798816568047,0.9569597069597069,0.9621621621621622
8,0.10086187237222367,0.1315818801880456,0.9526627218934911,0.9505494505494505,0.956989247311828
9,0.07690997267210925,0.1768695311455508,0.9408284023668639,0.9386446886446886,0.946236559139785
10,0.06566792987287044,0.16343991608033784,0.9526627218934911,0.9505494505494505,0.956989247311828
11,0.05688433413402152,0.15970451440441713,0.9526627218934911,0.9514652014652014,0.9565217391304348
12,0.03924376558926371,0.21673805088069312,0.9289940828402367,0.9258241758241759,0.9361702127659575
