seed,fold,class,feature,mean_abs_shap
21,1,0,NP3BRADY_mean,0.08929440493481695
21,1,0,NP3FACXP_min,0.07989104982751082
21,1,0,NP3PRSPR_max,0.07134733935618158
21,1,0,NP3BRADY_min,0.06976579177760714
21,1,0,NP3FACXP_max,0.06701539914036041
21,1,0,ENRLGBA,0.0645624851053674
21,1,0,NP3BRADY_max,0.0640416143703749
21,1,0,NP3RIGLU_mean,0.06255649966192155
21,1,0,NP3RTALU_mean,0.06161836847169895
21,1,0,NP3FACXP_mean,0.06092020048099487
21,1,0,NP3RTCON_max,0.058631108832011614
21,1,0,NP3PRSPL_max,0.058260233805057314
21,1,0,NP3RIGRU_max,0.0555359664950414
21,1,0,NP3RIGRU_mean,0.054412601888217796
21,1,0,NP3PRSPR_std,0.05379306703189082
21,1,0,NP1SLPD_min,0.052086336608386685
21,1,0,NP3PRSPL_min,0.05122186481943502
21,1,0,NP3RIGLU_min,0.050487055282511496
21,1,0,NP3TTAPR_min,0.05006923785246533
21,1,0,NP3RTCON_std,0.04986612126468286
21,1,0,NP2TURN_min,0.049714289191463035
21,1,0,NP3RTCON_min,0.048742041503250906
21,1,0,NP3RTCON_mean,0.04865078275575801
21,1,0,NP3GAIT_mean,0.047543923669815254
21,1,0,NP3PRSPL_mean,0.04664258875950249
21,1,0,NP3RIGLU_max,0.045373901199595855
21,1,0,NP3PRSPR_mean,0.04454706456780987
21,1,0,NP3RISNG_min,0.04431621726957972
21,1,0,NP3RIGRU_min,0.04417536886708263
21,1,0,NP2TRMR_mean,0.04332681963378649
21,1,0,NP3HMOVL_min,0.04301056635931459
21,1,0,NP3RIGRU_std,0.04284574256352039
21,1,0,NP3RIGLL_max,0.04277580207605886
21,1,0,NP2TRMR_min,0.0422377729963093
21,1,0,NP3HMOVR_max,0.04190209182694094
21,1,0,NP3HMOVL_mean,0.04087423075198149
21,1,0,NP3RIGRU_var,0.040780075497051566
21,1,0,NP3SPCH_max,0.04064575102814159
21,1,0,AGE_AT_VISIT,0.04061675283812744
21,1,0,NP3RTALU_var,0.04044670285539742
21,1,0,NP3RIGLL_mean,0.03938146070760429
21,1,0,NP3RTARU_std,0.03925437717642304
21,1,0,NP3SPCH_mean,0.0392207638003301
21,1,0,NP3PRSPR_var,0.03783146149172459
21,1,0,NP3RTARU_mean,0.03769227841401796
21,1,0,NP3LGAGL_min,0.037582120795623335
21,1,0,NP3LGAGR_max,0.0374818788115214
21,1,0,NP3FTAPR_max,0.03736229159284714
21,1,0,NP3RTALU_min,0.03735326558253712
21,1,0,NP3RIGLL_std,0.036139202625058583
21,1,0,NP3RTALU_max,0.0360149764060618
21,1,0,NP3FTAPR_mean,0.03583131158001301
21,1,0,NP1SLPD_mean,0.03522911477506502
21,1,0,NP3RIGN_mean,0.03505309379461367
21,1,0,NP3TTAPL_max,0.03501677618198089
21,1,0,NP3HMOVR_mean,0.034899645617933656
21,1,0,NP2TRMR_max,0.034759347178280796
21,1,0,NP3BRADY_std,0.034736549791274246
21,1,0,NP2FREZ_mean,0.03448184428024145
21,1,0,NP3PRSPL_std,0.03387084175868463
21,1,0,NP3FTAPR_min,0.03368109029409933
21,1,0,NP3HMOVR_std,0.03344450495394461
21,1,0,NP3RTALU_std,0.03343168648274811
21,1,0,NP3RTARU_max,0.0333798064974736
21,1,0,NP3RTARU_min,0.033096257512230894
21,1,0,NP3RTCON_var,0.032876921939010054
21,1,0,NP3RTARU_var,0.03280685694595382
21,1,0,NP2HYGN_max,0.032371899204801234
21,1,0,NP2TRMR_var,0.03231624606493868
21,1,0,NP3TTAPL_mean,0.032140170056595585
21,1,0,NP3FTAPL_mean,0.03196444658394098
21,1,0,NP3RIGN_max,0.03188906416163623
21,1,0,NP2DRES_min,0.031839770012194096
21,1,0,NP3RISNG_std,0.03164085525922629
21,1,0,NP3LGAGR_mean,0.03158028647364793
21,1,0,NP3TTAPR_mean,0.03148541259025677
21,1,0,NP3SPCH_min,0.030956852656842258
21,1,0,NP3SPCH_var,0.030777154427594912
21,1,0,NP1SLPD_max,0.03075700887077738
21,1,0,NP3KTRMR_std,0.03053147443770737
21,1,0,NP2HOBB_std,0.03048068491691786
21,1,0,NP3PTRMR_mean,0.030059288138945005
21,1,0,NP2TURN_mean,0.03000542469044334
21,1,0,NP2HYGN_std,0.02985619659607611
21,1,0,NP3FTAPL_max,0.02981191189677115
21,1,0,NP3FTAPL_min,0.029766955415332516
21,1,0,NP1LTHD_mean,0.029333342608870185
21,1,0,NP1URIN_mean,0.029284440485742417
21,1,0,NP3PTRML_max,0.02919239744926241
21,1,0,NP3FACXP_std,0.0284258555700486
21,1,0,NP3RIGN_std,0.02828447603092139
21,1,0,NP3RIGN_min,0.028143443479125122
21,1,0,NP3HMOVL_max,0.028014710073859174
21,1,0,SEX,0.02797141465776468
21,1,0,NP1URIN_max,0.027749541227324915
21,1,0,NP3RIGLL_min,0.02751677744459635
21,1,0,NP2DRES_std,0.027316142826429704
21,1,0,NP3LGAGR_var,0.026868243728118614
21,1,0,NP1LTHD_max,0.026559850233736026
21,1,0,NP3RIGRL_std,0.026532810843326524
21,1,0,NP1DPRS_max,0.026411881168218788
21,1,0,NP3RISNG_var,0.026298965986647858
21,1,0,NP3BRADY_var,0.026254257007537283
21,1,0,NP3SPCH_std,0.02625208887858556
21,1,0,NP1APAT_std,0.026168041874261784
21,1,0,NP1APAT_var,0.02609875170473134
21,1,0,NP2SPCH_max,0.025966670647774536
21,1,0,NP2FREZ_max,0.025907641278147233
21,1,0,NP3LGAGR_min,0.02540485296711561
21,1,0,NP3RIGRL_min,0.025381415965482976
21,1,0,NP3PSTBL_std,0.0252985834811178
21,1,0,NP3PRSPL_var,0.0248696793566684
21,1,0,NP3LGAGL_max,0.024149992021751877
21,1,0,NP3RISNG_max,0.024053364473352754
21,1,0,NP2HWRT_max,0.023800857392652693
21,1,0,NP3RIGLU_std,0.02378402868860446
21,1,0,NP1URIN_std,0.02372203071134206
21,1,0,NP1DPRS_var,0.023557775517022695
21,1,0,NP3PTRMR_std,0.023500417451092007
21,1,0,NP3RIGRL_max,0.023477768465387093
21,1,0,NP3PTRML_mean,0.022900862670766343
21,1,0,NP2HWRT_mean,0.022656419636268396
21,1,0,NP3PTRML_std,0.022639962240742103
21,1,0,NP1APAT_max,0.022522754177024082
21,1,0,NP3LGAGL_mean,0.02213606879157211
21,1,0,NP3HMOVL_std,0.02204964328289844
21,1,0,NP2SPCH_std,0.022037742318844183
21,1,0,NP2DRES_var,0.02194506120591734
21,1,0,NP3RIGRL_mean,0.021795566957736504
21,1,0,NP3POSTR_max,0.021222614840505902
21,1,0,NP3GAIT_max,0.02107397003354697
21,1,0,NP2WALK_mean,0.02094191203626673
21,1,0,NP2SALV_mean,0.02083462949905618
21,1,0,NP3PSTBL_min,0.020511324389656572
21,1,0,NP3RTALL_mean,0.02035284454458879
21,1,0,NP1FATG_mean,0.020342423735267658
21,1,0,NP3PRSPR_min,0.020222167695263558
21,1,0,NP3RTALL_std,0.02013985716712313
21,1,0,NP2FREZ_std,0.019666890257083517
21,1,0,NP3HMOVR_min,0.019659780557907378
21,1,0,NP3KTRMR_max,0.019634788513153003
21,1,0,NP3KTRML_std,0.019590977776298583
21,1,0,NP2TRMR_std,0.019585420248008314
21,1,0,NP3RIGN_var,0.019100859168695094
21,1,0,NP2FREZ_min,0.01900126988734804
21,1,0,NP3LGAGR_std,0.018882266371812475
21,1,0,NP2HYGN_mean,0.01887468523398936
21,1,0,NP3PTRMR_var,0.018554584018722817
21,1,0,NP2SPCH_mean,0.018372735556226063
21,1,0,NP3KTRML_var,0.01781491433484927
21,1,0,NP2HWRT_min,0.01776057650087195
21,1,0,NP1ANXS_std,0.017486219129004436
21,1,0,NP3RISNG_mean,0.01681737218629449
21,1,0,NP3PSTBL_mean,0.016810124298232174
21,1,0,NP1PAIN_std,0.01675841897871618
21,1,0,NP3TTAPR_max,0.016741116548658792
21,1,0,NP2EAT_std,0.016715192189757526
21,1,0,NP1SLPN_min,0.0164868145275856
21,1,0,NP3PTRMR_max,0.016418812645414668
21,1,0,NP3TTAPL_var,0.016366608856087348
21,1,0,NP1COG_min,0.016285455790753835
21,1,0,NP3PSTBL_max,0.016221170976024997
21,1,0,NP3TTAPL_min,0.01607149756889547
21,1,0,NP3FACXP_var,0.015786110071055296
21,1,0,NP1CNST_var,0.015376982180297021
21,1,0,NP2DRES_mean,0.015224333641493469
21,1,0,NP3RTARL_mean,0.015154183602231254
21,1,0,NP3RIGLU_var,0.01498430229440399
21,1,0,NP1HALL_mean,0.01494957991488533
21,1,0,NP3RIGLL_var,0.014815104558571868
21,1,0,NP3FTAPL_std,0.014793207482542486
21,1,0,NP3FTAPL_var,0.014783495131017843
21,1,0,NP1COG_std,0.014637593322652936
21,1,0,EDUCYRS,0.014514683172260649
21,1,0,NP3PSTBL_var,0.014343491085245502
21,1,0,NP1COG_var,0.014163009507142981
21,1,0,NP1CNST_std,0.01413948815540687
21,1,0,NP1CNST_mean,0.01390769756981506
21,1,0,NP2WALK_max,0.013874697500549765
21,1,0,NP1DPRS_mean,0.01385456804608789
21,1,0,NP1PAIN_var,0.013517593139016439
21,1,0,NP2WALK_std,0.013227944807210446
21,1,0,NP1ANXS_mean,0.013216104023665319
21,1,0,NP2HOBB_var,0.013173257058425319
21,1,0,NP1FATG_std,0.013158503666449934
21,1,0,NP3GAIT_var,0.013153612259046633
21,1,0,NP1SLPD_std,0.013145869008503163
21,1,0,NP1DPRS_std,0.013069389801233759
21,1,0,NP1SLPD_var,0.013056043742816957
21,1,0,NP1LTHD_var,0.01287702673504595
21,1,0,NP2SPCH_min,0.01281895299829869
21,1,0,NP3HMOVR_var,0.012756141688101814
21,1,0,NP2SALV_std,0.012755721720896663
21,1,0,NP2DRES_max,0.012728492236768417
21,1,0,NP1LTHD_std,0.012584546859541284
21,1,0,NP2SALV_var,0.012508194011747225
21,1,0,NP3PTRML_var,0.012468442993994055
21,1,0,NP3POSTR_min,0.012144780261104014
21,1,0,NP2HWRT_std,0.012123032427924634
21,1,0,NP3RIGRL_var,0.011921446621339133
21,1,0,NP1FATG_min,0.011825354352738899
21,1,0,NP1ANXS_var,0.011704029235415442
21,1,0,NP1URIN_min,0.011393955597691968
21,1,0,NP3GAIT_min,0.011266572080102526
21,1,0,NP3RTALJ_std,0.011152233349182713
21,1,0,NP1SLPN_max,0.011115019819421902
21,1,0,NP3LGAGL_var,0.010969947527642599
21,1,0,NP3PTRML_min,0.01080956128956416
21,1,0,NP3RTALJ_mean,0.01075232710421954
21,1,0,NP2RISE_min,0.010615884438345113
21,1,0,NP2HYGN_var,0.010606477608846488
21,1,0,NP1LTHD_min,0.01052127311849446
21,1,0,NP3TTAPL_std,0.01042932908490125
21,1,0,NP3KTRMR_min,0.010187786041989408
21,1,0,NP1FATG_max,0.00976945141014847
21,1,0,NP1ANXS_max,0.009737494278144194
