,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.7652 ± 0.0589,0.6291 ± 0.0270,0.6265 ± 0.0269,0.6174 ± 0.0326,0.8157 ± 0.0245,0.7672 ± 0.0168,0.7652 ± 0.0589,0.7594 ± 0.0404,0.8802 ± 0.0225,0.6511 ± 0.0174,"[OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 16, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 10}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 23, 'model__max_features': None, 'model__min_samples_leaf': 6, 'model__min_samples_split': 7}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 11, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 19}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 5, 'model__max_features': None, 'model__min_samples_leaf': 3, 'model__min_samples_split': 10}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 28, 'model__max_features': None, 'model__min_samples_leaf': 7, 'model__min_samples_split': 9}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 14}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 25, 'model__max_features': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 6, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 2})]"
random_forest,0.8480 ± 0.0144,0.7359 ± 0.0272,0.7254 ± 0.0226,0.7287 ± 0.0238,0.9059 ± 0.0140,0.8415 ± 0.0147,0.8480 ± 0.0144,0.8436 ± 0.0136,0.9455 ± 0.0079,0.7177 ± 0.0135,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 331}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 9, 'model__n_estimators': 475}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 29, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 6, 'model__n_estimators': 785}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 285}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 544}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 14, 'model__n_estimators': 280})]"
extra_trees,0.8374 ± 0.0195,0.7180 ± 0.0261,0.7099 ± 0.0186,0.7114 ± 0.0212,0.9050 ± 0.0126,0.8328 ± 0.0123,0.8374 ± 0.0195,0.8336 ± 0.0151,0.9452 ± 0.0074,0.7176 ± 0.0087,"[OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 13, 'model__n_estimators': 798}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 13, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 16, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 2, 'model__n_estimators': 653}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 24, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 13, 'model__n_estimators': 557}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 679}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 8, 'model__n_estimators': 231}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 27, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 758}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 20, 'model__n_estimators': 407})]"
xgboost,0.8352 ± 0.0215,0.6730 ± 0.0529,0.6589 ± 0.0337,0.6541 ± 0.0411,0.8881 ± 0.0152,0.8013 ± 0.0259,0.8352 ± 0.0215,0.8134 ± 0.0221,0.9358 ± 0.0093,0.6743 ± 0.0135,"[OrderedDict({'model__colsample_bytree': 0.8522037707389967, 'model__gamma': 1.1690358950815284e-07, 'model__learning_rate': 0.102554733040567, 'model__max_depth': 8, 'model__min_child_weight': 1, 'model__n_estimators': 217, 'model__reg_alpha': 7.365321272490961e-05, 'model__reg_lambda': 8.414844911680486e-07, 'model__subsample': 0.9460519905103106}), OrderedDict({'model__colsample_bytree': 1.0, 'model__gamma': 1e-08, 'model__learning_rate': 0.12270835108340758, 'model__max_depth': 9, 'model__min_child_weight': 10, 'model__n_estimators': 452, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 2.1767755066436557e-05, 'model__subsample': 0.8751656983409827}), OrderedDict({'model__colsample_bytree': 0.6419854694906818, 'model__gamma': 1e-08, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 10, 'model__min_child_weight': 10, 'model__n_estimators': 600, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 1e-08, 'model__subsample': 1.0}), OrderedDict({'model__colsample_bytree': 0.9486620092668324, 'model__gamma': 0.008343834452052945, 'model__learning_rate': 0.14624853612887995, 'model__max_depth': 3, 'model__min_child_weight': 10, 'model__n_estimators': 228, 'model__reg_alpha': 0.005684262544062654, 'model__reg_lambda': 1.2496015681036523, 'model__subsample': 0.744184111504668}), OrderedDict({'model__colsample_bytree': 0.8402425770962131, 'model__gamma': 8.991123046623981e-08, 'model__learning_rate': 0.20088133868817845, 'model__max_depth': 5, 'model__min_child_weight': 4, 'model__n_estimators': 518, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 0.04789143799204965, 'model__subsample': 0.6061247244383987}), OrderedDict({'model__colsample_bytree': 0.7005444014638006, 'model__gamma': 5.057687588186949e-05, 'model__learning_rate': 0.2023200390940775, 'model__max_depth': 10, 'model__min_child_weight': 5, 'model__n_estimators': 287, 'model__reg_alpha': 1.5280882722486234e-05, 'model__reg_lambda': 5.955763260127064e-06, 'model__subsample': 0.9673245393595978}), OrderedDict({'model__colsample_bytree': 0.9050786269783674, 'model__gamma': 1.2395572142719677e-05, 'model__learning_rate': 0.2886568191961107, 'model__max_depth': 5, 'model__min_child_weight': 7, 'model__n_estimators': 417, 'model__reg_alpha': 0.0009756359744829123, 'model__reg_lambda': 0.05532728840470347, 'model__subsample': 0.6}), OrderedDict({'model__colsample_bytree': 0.6, 'model__gamma': 1e-08, 'model__learning_rate': 0.06673256977863883, 'model__max_depth': 6, 'model__min_child_weight': 10, 'model__n_estimators': 600, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 4.999999999999999, 'model__subsample': 1.0}), OrderedDict({'model__colsample_bytree': 0.7102595631252635, 'model__gamma': 0.0003380704686324694, 'model__learning_rate': 0.18167012973885593, 'model__max_depth': 6, 'model__min_child_weight': 9, 'model__n_estimators': 288, 'model__reg_alpha': 8.013271900982174e-08, 'model__reg_lambda': 4.1045227061755016e-05, 'model__subsample': 0.7300497318489304}), OrderedDict({'model__colsample_bytree': 0.6218465165822097, 'model__gamma': 1e-08, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 3, 'model__min_child_weight': 10, 'model__n_estimators': 600, 'model__reg_alpha': 1.3472064554757049e-05, 'model__reg_lambda': 3.599157578915416e-05, 'model__subsample': 0.6})]"
adaboost,0.8161 ± 0.0207,0.6569 ± 0.0273,0.6504 ± 0.0214,0.6482 ± 0.0227,0.8433 ± 0.0170,0.7938 ± 0.0155,0.8161 ± 0.0207,0.8026 ± 0.0163,0.9196 ± 0.0084,0.6690 ± 0.0135,"[OrderedDict({'model__learning_rate': 0.9994105147855169, 'model__n_estimators': 498}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.4729080547055919, 'model__n_estimators': 447}), OrderedDict({'model__learning_rate': 0.5542640494458166, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.9981969164362685, 'model__n_estimators': 218}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.8146216961026963, 'model__n_estimators': 365}), OrderedDict({'model__learning_rate': 0.32105586699899524, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.9699092727476173, 'model__n_estimators': 498}), OrderedDict({'model__learning_rate': 0.9960467865487066, 'model__n_estimators': 496})]"
svm,0.7923 ± 0.0327,0.6629 ± 0.0380,0.6693 ± 0.0334,0.6593 ± 0.0356,0.8876 ± 0.0172,0.8056 ± 0.0200,0.7923 ± 0.0327,0.7924 ± 0.0231,0.9374 ± 0.0087,0.6767 ± 0.0130,"[OrderedDict({'model__C': 2.204476635270501, 'model__class_weight': 'balanced', 'model__gamma': 0.05530790870368996, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.1081169625817087, 'model__class_weight': 'balanced', 'model__gamma': 0.06992951493870715, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.27417190179192835, 'model__class_weight': 'balanced', 'model__gamma': 0.02719322181820918, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.45925975985818446, 'model__class_weight': 'balanced', 'model__gamma': 0.05240512764132561, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.5508243619657003, 'model__class_weight': 'balanced', 'model__gamma': 0.07702634521611436, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 10.100630956152779, 'model__class_weight': 'balanced', 'model__gamma': 0.008870417619425355, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 486.1826909729051, 'model__class_weight': 'balanced', 'model__gamma': 0.00032659345605506103, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 17.91219604230337, 'model__class_weight': 'balanced', 'model__gamma': 0.0061077031756473985, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 7.030188641017005, 'model__class_weight': 'balanced', 'model__gamma': 0.13819044405519657, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.2632289479507235, 'model__class_weight': 'balanced', 'model__gamma': 0.0649565385411382, 'model__kernel': 'rbf'})]"
logistic_regression,0.7934 ± 0.0169,0.6704 ± 0.0161,0.6685 ± 0.0213,0.6633 ± 0.0222,0.8798 ± 0.0152,0.8076 ± 0.0162,0.7934 ± 0.0169,0.7956 ± 0.0143,0.9330 ± 0.0085,0.6735 ± 0.0106,"[OrderedDict({'model__C': 0.021838400565623514, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.1910010229215405, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.01136288782494822, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.15445382434231653, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.27872208386322095, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.0470893034113187, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.14364023696713935, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.0018174065086892734, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.2648117047064466, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.1315404656980021, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'})]"
knn,0.7095 ± 0.0239,0.6200 ± 0.0462,0.5668 ± 0.0327,0.5599 ± 0.0385,0.7709 ± 0.0195,0.7422 ± 0.0210,0.7095 ± 0.0239,0.6878 ± 0.0267,0.8292 ± 0.0200,0.5350 ± 0.0139,"[OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 7, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'})]"
gaussian_nb,0.7381 ± 0.0435,0.6639 ± 0.0259,0.6621 ± 0.0356,0.6425 ± 0.0319,0.8561 ± 0.0140,0.8146 ± 0.0224,0.7381 ± 0.0435,0.7631 ± 0.0323,0.9116 ± 0.0097,0.6224 ± 0.0139,"[OrderedDict({'model__var_smoothing': 4.6458361841560854e-08}), OrderedDict({'model__var_smoothing': 4.1897529513766816e-08}), OrderedDict({'model__var_smoothing': 1.7758108213492664e-10}), OrderedDict({'model__var_smoothing': 8.752265863296145e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 2.2758477649339447e-09}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 8.603569601744384e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 5.337874111740766e-10})]"
