,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.7505 ± 0.0449,0.6442 ± 0.0298,0.6381 ± 0.0257,0.6296 ± 0.0271,0.8152 ± 0.0170,0.7858 ± 0.0225,0.7505 ± 0.0449,0.7611 ± 0.0266,0.8811 ± 0.0116,0.6538 ± 0.0188,"[OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 6}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 28, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 6}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 12, 'model__max_features': None, 'model__min_samples_leaf': 6, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 23, 'model__max_features': None, 'model__min_samples_leaf': 6, 'model__min_samples_split': 7}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 28, 'model__max_features': None, 'model__min_samples_leaf': 9, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 26, 'model__max_features': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 11}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 19, 'model__max_features': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 16}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 13, 'model__max_features': None, 'model__min_samples_leaf': 9, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 9, 'model__min_samples_split': 3}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 19, 'model__max_features': None, 'model__min_samples_leaf': 5, 'model__min_samples_split': 5})]"
random_forest,0.8407 ± 0.0209,0.7194 ± 0.0326,0.7140 ± 0.0305,0.7135 ± 0.0335,0.9059 ± 0.0141,0.8353 ± 0.0178,0.8407 ± 0.0209,0.8364 ± 0.0179,0.9456 ± 0.0081,0.7179 ± 0.0077,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 9, 'model__n_estimators': 411}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 626}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 19, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 23, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 7, 'model__n_estimators': 388}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 8, 'model__min_samples_split': 9, 'model__n_estimators': 475}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 2, 'model__n_estimators': 200})]"
extra_trees,0.8337 ± 0.0160,0.7105 ± 0.0257,0.7088 ± 0.0250,0.7079 ± 0.0253,0.9033 ± 0.0140,0.8326 ± 0.0172,0.8337 ± 0.0160,0.8319 ± 0.0158,0.9443 ± 0.0081,0.7186 ± 0.0106,"[OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__min_samples_split': 20, 'model__n_estimators': 394}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 12, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 6, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 22, 'model__max_features': 'log2', 'model__min_samples_leaf': 5, 'model__min_samples_split': 9, 'model__n_estimators': 327}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 11, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 6, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 205}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 27, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 18, 'model__n_estimators': 237}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 11, 'model__n_estimators': 800})]"
xgboost,0.8410 ± 0.0085,0.6966 ± 0.0438,0.6650 ± 0.0261,0.6607 ± 0.0342,0.8878 ± 0.0121,0.8077 ± 0.0183,0.8410 ± 0.0085,0.8166 ± 0.0130,0.9358 ± 0.0079,0.6847 ± 0.0070,"[OrderedDict({'model__colsample_bytree': 0.6014521229018973, 'model__gamma': 0.13010045328625008, 'model__learning_rate': 0.12444128798312445, 'model__max_depth': 5, 'model__min_child_weight': 6, 'model__n_estimators': 310, 'model__reg_alpha': 5.264774097844541e-06, 'model__reg_lambda': 2.125277936992143e-07, 'model__subsample': 0.9575352244210078}), OrderedDict({'model__colsample_bytree': 0.9198213766428692, 'model__gamma': 6.462532703922274e-05, 'model__learning_rate': 0.05996280567850356, 'model__max_depth': 8, 'model__min_child_weight': 9, 'model__n_estimators': 487, 'model__reg_alpha': 4.896799575388191e-05, 'model__reg_lambda': 0.0045373459717689526, 'model__subsample': 0.7412335382111885}), OrderedDict({'model__colsample_bytree': 0.7125372995456902, 'model__gamma': 4.249469765732201e-08, 'model__learning_rate': 0.019624080716876293, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__n_estimators': 421, 'model__reg_alpha': 0.020595357045644955, 'model__reg_lambda': 0.16649421573782755, 'model__subsample': 0.6644968719195373}), OrderedDict({'model__colsample_bytree': 0.8178788582279146, 'model__gamma': 2.435314467904172e-06, 'model__learning_rate': 0.2804367305249685, 'model__max_depth': 9, 'model__min_child_weight': 10, 'model__n_estimators': 215, 'model__reg_alpha': 1.4156626436521017e-05, 'model__reg_lambda': 0.0001554846838064277, 'model__subsample': 0.6200729277034679}), OrderedDict({'model__colsample_bytree': 0.6185447213348947, 'model__gamma': 1.6181203020725553e-08, 'model__learning_rate': 0.02208352967893923, 'model__max_depth': 6, 'model__min_child_weight': 10, 'model__n_estimators': 375, 'model__reg_alpha': 0.005896313623725404, 'model__reg_lambda': 0.00219710345875032, 'model__subsample': 0.8083286848628519}), OrderedDict({'model__colsample_bytree': 0.7424111347879742, 'model__gamma': 5.727857625663391e-05, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 10, 'model__min_child_weight': 4, 'model__n_estimators': 571, 'model__reg_alpha': 0.024286797078990577, 'model__reg_lambda': 0.0054809746169429225, 'model__subsample': 0.7339623979012915}), OrderedDict({'model__colsample_bytree': 0.6204166538245527, 'model__gamma': 0.0012688176074442832, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 7, 'model__min_child_weight': 4, 'model__n_estimators': 243, 'model__reg_alpha': 2.3635095216630953e-05, 'model__reg_lambda': 0.00010923845040386214, 'model__subsample': 0.7178565644686368}), OrderedDict({'model__colsample_bytree': 0.8468317434009265, 'model__gamma': 0.055573976597875704, 'model__learning_rate': 0.03390942329293072, 'model__max_depth': 9, 'model__min_child_weight': 6, 'model__n_estimators': 438, 'model__reg_alpha': 0.004402466869560395, 'model__reg_lambda': 4.6955206468267796e-05, 'model__subsample': 0.8935529941075223}), OrderedDict({'model__colsample_bytree': 0.8227412508016104, 'model__gamma': 1.549642556309284e-07, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 10, 'model__min_child_weight': 10, 'model__n_estimators': 464, 'model__reg_alpha': 3.7264134084563377e-06, 'model__reg_lambda': 2.1636450079391533e-07, 'model__subsample': 0.9574170916265796}), OrderedDict({'model__colsample_bytree': 0.6843736904018737, 'model__gamma': 0.001993124768697476, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 10, 'model__min_child_weight': 10, 'model__n_estimators': 431, 'model__reg_alpha': 3.5378592666140976e-05, 'model__reg_lambda': 4.999999999999999, 'model__subsample': 0.926590383359633})]"
adaboost,0.8092 ± 0.0205,0.6349 ± 0.0411,0.6360 ± 0.0196,0.6284 ± 0.0255,0.8306 ± 0.0167,0.7802 ± 0.0211,0.8092 ± 0.0205,0.7916 ± 0.0157,0.9121 ± 0.0084,0.6633 ± 0.0173,"[OrderedDict({'model__learning_rate': 0.9752781085252681, 'model__n_estimators': 496}), OrderedDict({'model__learning_rate': 0.6847273537998801, 'model__n_estimators': 324}), OrderedDict({'model__learning_rate': 0.995183051458114, 'model__n_estimators': 499}), OrderedDict({'model__learning_rate': 0.8146216961026963, 'model__n_estimators': 365}), OrderedDict({'model__learning_rate': 0.6563068299485895, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.4729080547055919, 'model__n_estimators': 447}), OrderedDict({'model__learning_rate': 0.9859605042562466, 'model__n_estimators': 495}), OrderedDict({'model__learning_rate': 0.9870293252838838, 'model__n_estimators': 498}), OrderedDict({'model__learning_rate': 0.99996172864634, 'model__n_estimators': 101}), OrderedDict({'model__learning_rate': 0.489256795486376, 'model__n_estimators': 410})]"
svm,0.7872 ± 0.0313,0.6732 ± 0.0296,0.6688 ± 0.0338,0.6626 ± 0.0344,0.8804 ± 0.0163,0.8084 ± 0.0190,0.7872 ± 0.0313,0.7899 ± 0.0269,0.9329 ± 0.0098,0.6814 ± 0.0121,"[OrderedDict({'model__C': 20.489601460851258, 'model__class_weight': 'balanced', 'model__gamma': 0.11095563010006695, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 136.90815839412917, 'model__class_weight': 'balanced', 'model__gamma': 0.0005247158649881983, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.8214548318355843, 'model__class_weight': 'balanced', 'model__gamma': 0.003036221966512504, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 58.35780004029416, 'model__class_weight': 'balanced', 'model__gamma': 0.07355397906059306, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1.2354831981767942, 'model__class_weight': 'balanced', 'model__gamma': 0.030178508348345144, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 280.3215563980825, 'model__class_weight': 'balanced', 'model__gamma': 0.0006052125730437139, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.29368599664058065, 'model__class_weight': 'balanced', 'model__gamma': 0.03693688894438286, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 8.890865308173092, 'model__class_weight': 'balanced', 'model__gamma': 0.006824708777689265, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 127.98056218197632, 'model__class_weight': 'balanced', 'model__gamma': 0.0013954057883005402, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.4765477820755245, 'model__class_weight': 'balanced', 'model__gamma': 0.16284037384132094, 'model__kernel': 'rbf'})]"
logistic_regression,0.7996 ± 0.0171,0.6803 ± 0.0178,0.6815 ± 0.0193,0.6761 ± 0.0184,0.8871 ± 0.0136,0.8164 ± 0.0131,0.7996 ± 0.0171,0.8032 ± 0.0140,0.9358 ± 0.0080,0.6792 ± 0.0155,"[OrderedDict({'model__C': 0.15991739864787094, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.20618314864644796, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.09877532041919783, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.15223648984106927, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.09342017370889488, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.02734839827828158, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.023963421490940565, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.3028145141708964, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.028881766539144718, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.013508581657511988, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'})]"
knn,0.7304 ± 0.0247,0.6261 ± 0.0457,0.5800 ± 0.0323,0.5746 ± 0.0384,0.7780 ± 0.0259,0.7470 ± 0.0224,0.7304 ± 0.0247,0.7083 ± 0.0272,0.8376 ± 0.0243,0.5607 ± 0.0117,"[OrderedDict({'model__n_neighbors': 6, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 4, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'})]"
gaussian_nb,0.7337 ± 0.0486,0.6622 ± 0.0247,0.6571 ± 0.0325,0.6369 ± 0.0317,0.8605 ± 0.0160,0.8156 ± 0.0215,0.7337 ± 0.0486,0.7594 ± 0.0368,0.9148 ± 0.0113,0.6241 ± 0.0221,"[OrderedDict({'model__var_smoothing': 8.632012725909886e-08}), OrderedDict({'model__var_smoothing': 1e-06}), OrderedDict({'model__var_smoothing': 1.8153752327853018e-09}), OrderedDict({'model__var_smoothing': 1e-06}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 1e-06}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 4.529335500657971e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 2.9397976202716854e-08})]"
