,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.7821 ± 0.0415,0.6456 ± 0.0389,0.6425 ± 0.0318,0.6395 ± 0.0359,0.8079 ± 0.0266,0.7865 ± 0.0227,0.7821 ± 0.0415,0.7816 ± 0.0284,0.8823 ± 0.0184,0.6660 ± 0.0187,"[OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 25, 'model__max_features': None, 'model__min_samples_leaf': 6, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 19}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 11}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 28, 'model__max_features': None, 'model__min_samples_leaf': 7, 'model__min_samples_split': 9}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 19, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 4}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 3, 'model__min_samples_split': 10}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 24, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__min_samples_split': 10}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 14, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 19}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 24, 'model__max_features': None, 'model__min_samples_leaf': 8, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 14, 'model__max_features': None, 'model__min_samples_leaf': 2, 'model__min_samples_split': 17})]"
random_forest,0.8458 ± 0.0183,0.7190 ± 0.0281,0.6995 ± 0.0156,0.7027 ± 0.0183,0.8973 ± 0.0124,0.8335 ± 0.0116,0.8458 ± 0.0183,0.8367 ± 0.0128,0.9438 ± 0.0081,0.7130 ± 0.0122,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 7, 'model__min_samples_split': 2, 'model__n_estimators': 766}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 5, 'model__n_estimators': 279}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 23, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 7, 'model__n_estimators': 388}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 25, 'model__max_features': 'log2', 'model__min_samples_leaf': 2, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 21, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 9, 'model__n_estimators': 411}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 14, 'model__n_estimators': 797}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 282}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 19, 'model__n_estimators': 329}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 4, 'model__n_estimators': 223})]"
extra_trees,0.8436 ± 0.0209,0.7113 ± 0.0303,0.6961 ± 0.0202,0.6985 ± 0.0224,0.8982 ± 0.0123,0.8313 ± 0.0146,0.8436 ± 0.0209,0.8350 ± 0.0159,0.9438 ± 0.0075,0.7137 ± 0.0076,"[OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 11, 'model__n_estimators': 257}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 6, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 13, 'model__n_estimators': 786}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 472}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 8, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 11, 'model__n_estimators': 257}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 17, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 13, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 8, 'model__n_estimators': 774}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 8, 'model__min_samples_split': 2, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 10, 'model__n_estimators': 797})]"
xgboost,0.8480 ± 0.0187,0.7111 ± 0.0747,0.6643 ± 0.0225,0.6582 ± 0.0305,0.8858 ± 0.0148,0.8146 ± 0.0297,0.8480 ± 0.0187,0.8204 ± 0.0172,0.9359 ± 0.0086,0.6792 ± 0.0168,"[OrderedDict({'model__colsample_bytree': 0.817361227076125, 'model__gamma': 1.007239304540517, 'model__learning_rate': 0.05411797281355388, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 220, 'model__reg_alpha': 0.0009229517224544347, 'model__reg_lambda': 1.6766517437995118e-08, 'model__subsample': 0.7542918363938659}), OrderedDict({'model__colsample_bytree': 0.9731932562648778, 'model__gamma': 0.18522971821536874, 'model__learning_rate': 0.06496695096840613, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__n_estimators': 468, 'model__reg_alpha': 3.0169757499809893e-05, 'model__reg_lambda': 2.6351893468173765e-06, 'model__subsample': 0.8751348714712114}), OrderedDict({'model__colsample_bytree': 0.946481277253355, 'model__gamma': 7.462815559103373e-06, 'model__learning_rate': 0.13306700899683543, 'model__max_depth': 9, 'model__min_child_weight': 5, 'model__n_estimators': 421, 'model__reg_alpha': 7.767256700690537e-08, 'model__reg_lambda': 1.764702994000893e-08, 'model__subsample': 0.9220457426840755}), OrderedDict({'model__colsample_bytree': 0.9986354711774015, 'model__gamma': 1.228336703781188e-06, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 7, 'model__min_child_weight': 2, 'model__n_estimators': 456, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 6.254898471596483e-06, 'model__subsample': 0.6103683619542732}), OrderedDict({'model__colsample_bytree': 0.9954929070736873, 'model__gamma': 0.00153851174046326, 'model__learning_rate': 0.0854752089743618, 'model__max_depth': 5, 'model__min_child_weight': 1, 'model__n_estimators': 256, 'model__reg_alpha': 1.0312660508796043, 'model__reg_lambda': 1.7709715705865547e-06, 'model__subsample': 0.6229085697588138}), OrderedDict({'model__colsample_bytree': 0.6, 'model__gamma': 0.9193276155679864, 'model__learning_rate': 0.08032442400826897, 'model__max_depth': 5, 'model__min_child_weight': 2, 'model__n_estimators': 281, 'model__reg_alpha': 8.477778046290954e-06, 'model__reg_lambda': 0.5596688969845955, 'model__subsample': 0.6912735150084955}), OrderedDict({'model__colsample_bytree': 0.6, 'model__gamma': 1e-08, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 10, 'model__min_child_weight': 10, 'model__n_estimators': 254, 'model__reg_alpha': 0.2717618158156658, 'model__reg_lambda': 4.999999999999999, 'model__subsample': 0.9684288462297391}), OrderedDict({'model__colsample_bytree': 0.677194586692325, 'model__gamma': 0.0004577371761194756, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 9, 'model__min_child_weight': 6, 'model__n_estimators': 491, 'model__reg_alpha': 4.467519719830837, 'model__reg_lambda': 1.7199401460178504e-08, 'model__subsample': 0.6}), OrderedDict({'model__colsample_bytree': 0.7103792625207893, 'model__gamma': 1.9668869349816953, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 10, 'model__min_child_weight': 9, 'model__n_estimators': 440, 'model__reg_alpha': 1.2165021057973219e-05, 'model__reg_lambda': 0.012331265793083307, 'model__subsample': 0.7757484954912968}), OrderedDict({'model__colsample_bytree': 0.9228588671826278, 'model__gamma': 0.00011746810727356084, 'model__learning_rate': 0.08682614415729056, 'model__max_depth': 4, 'model__min_child_weight': 2, 'model__n_estimators': 403, 'model__reg_alpha': 0.12405614644397273, 'model__reg_lambda': 1.7399756114973836e-08, 'model__subsample': 0.6})]"
adaboost,0.8187 ± 0.0251,0.6818 ± 0.0273,0.6724 ± 0.0160,0.6711 ± 0.0175,0.8557 ± 0.0162,0.8099 ± 0.0117,0.8187 ± 0.0251,0.8115 ± 0.0150,0.9261 ± 0.0067,0.6789 ± 0.0138,"[OrderedDict({'model__learning_rate': 0.2498090668879928, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.7273795254611592, 'model__n_estimators': 242}), OrderedDict({'model__learning_rate': 0.3448598986086256, 'model__n_estimators': 374}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.9999652817597808, 'model__n_estimators': 90}), OrderedDict({'model__learning_rate': 0.995371281203987, 'model__n_estimators': 340}), OrderedDict({'model__learning_rate': 0.18001555035765757, 'model__n_estimators': 400}), OrderedDict({'model__learning_rate': 0.5497673427371746, 'model__n_estimators': 265}), OrderedDict({'model__learning_rate': 0.8146216961026963, 'model__n_estimators': 365}), OrderedDict({'model__learning_rate': 0.6067595312079147, 'model__n_estimators': 500})]"
svm,0.7974 ± 0.0197,0.6896 ± 0.0235,0.6948 ± 0.0290,0.6842 ± 0.0262,0.8915 ± 0.0167,0.8286 ± 0.0179,0.7974 ± 0.0197,0.8061 ± 0.0187,0.9403 ± 0.0093,0.6941 ± 0.0128,"[OrderedDict({'model__C': 0.49971427492951687, 'model__class_weight': 'balanced', 'model__gamma': 0.019998649438385432, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.3667099393848702, 'model__class_weight': 'balanced', 'model__gamma': 0.015161286989977896, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.9535757863927443, 'model__class_weight': 'balanced', 'model__gamma': 0.01397515259109357, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 17.5692048252818, 'model__class_weight': 'balanced', 'model__gamma': 0.0002963561887754251, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 4.992562359218579, 'model__class_weight': 'balanced', 'model__gamma': 0.008506501424743748, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.2461733726624536, 'model__class_weight': 'balanced', 'model__gamma': 0.014359773674137297, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 2.480140306890943, 'model__class_weight': 'balanced', 'model__gamma': 0.011386975314042138, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.8162287019337509, 'model__class_weight': 'balanced', 'model__gamma': 0.013337756477729227, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.5397889613856404, 'model__class_weight': 'balanced', 'model__gamma': 0.021748041205310698, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 4.584082806378691, 'model__class_weight': 'balanced', 'model__gamma': 0.003433471328234011, 'model__kernel': 'rbf'})]"
logistic_regression,0.8015 ± 0.0310,0.6808 ± 0.0323,0.6828 ± 0.0386,0.6761 ± 0.0358,0.8895 ± 0.0167,0.8208 ± 0.0227,0.8015 ± 0.0310,0.8063 ± 0.0253,0.9393 ± 0.0093,0.6889 ± 0.0127,"[OrderedDict({'model__C': 0.002631608150299684, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.0021868239573873184, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.006646791223155447, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.01203562916556191, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.12823589104577895, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.015189069092843866, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.004613909077263438, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.00455430629937738, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.008329224050400383, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.00479752466550522, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'})]"
knn,0.8018 ± 0.0216,0.6544 ± 0.0312,0.6438 ± 0.0274,0.6410 ± 0.0304,0.8379 ± 0.0233,0.7852 ± 0.0191,0.8018 ± 0.0216,0.7864 ± 0.0218,0.9010 ± 0.0165,0.6545 ± 0.0217,"[OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 8, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 5, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'})]"
gaussian_nb,0.7348 ± 0.0331,0.6677 ± 0.0308,0.6670 ± 0.0462,0.6425 ± 0.0375,0.8514 ± 0.0166,0.8176 ± 0.0249,0.7348 ± 0.0331,0.7582 ± 0.0293,0.9097 ± 0.0127,0.6235 ± 0.0198,"[OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 1.5783879853890547e-07}), OrderedDict({'model__var_smoothing': 5.484215007573245e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 3.500689741432206e-07}), OrderedDict({'model__var_smoothing': 8.632012725909886e-08}), OrderedDict({'model__var_smoothing': 1e-06}), OrderedDict({'model__var_smoothing': 1.1239340679625092e-08}), OrderedDict({'model__var_smoothing': 1.413156423755191e-09})]"
