,Model,Feature_Selection,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
10,extra_trees,spearman_corr,0.6197 ± 0.0129,0.6255 ± 0.0225,0.8615 ± 0.0089,0.7416 ± 0.1582,0.6528 ± 0.0129,0.8926 ± 0.0129,0.8227 ± 0.0537,0.8615 ± 0.0089,0.8164 ± 0.0116,0.9406 ± 0.0085,0.8591 ± 0.0036,0.8081 ± 0.1349,0.6482 ± 0.0067,0.8928 ± 0.0047,0.8432 ± 0.0436,0.8591 ± 0.0036,0.8138 ± 0.0055,0.9392 ± 0.0026
11,extra_trees,mutual_info,0.6183 ± 0.0110,0.6283 ± 0.0166,0.8623 ± 0.0102,0.7704 ± 0.1261,0.6541 ± 0.0107,0.8864 ± 0.0129,0.8332 ± 0.0448,0.8623 ± 0.0102,0.8180 ± 0.0113,0.9381 ± 0.0086,0.8555 ± 0.0031,0.7758 ± 0.1133,0.6459 ± 0.0058,0.8923 ± 0.0074,0.8308 ± 0.0367,0.8555 ± 0.0031,0.8111 ± 0.0047,0.9391 ± 0.0035
12,extra_trees,spearman_sulov,0.6224 ± 0.0113,0.6153 ± 0.0093,0.8604 ± 0.0066,0.6911 ± 0.1556,0.6478 ± 0.0049,0.8877 ± 0.0150,0.8055 ± 0.0490,0.8604 ± 0.0066,0.8130 ± 0.0057,0.9384 ± 0.0083,0.8579 ± 0.0035,0.7896 ± 0.1045,0.6488 ± 0.0060,0.8926 ± 0.0077,0.8370 ± 0.0341,0.8579 ± 0.0035,0.8140 ± 0.0052,0.9392 ± 0.0036
13,extra_trees,chi2,0.6169 ± 0.0125,0.6192 ± 0.0125,0.8571 ± 0.0095,0.6844 ± 0.1095,0.6478 ± 0.0075,0.8897 ± 0.0101,0.8021 ± 0.0350,0.8571 ± 0.0095,0.8122 ± 0.0080,0.9388 ± 0.0070,0.8558 ± 0.0050,0.7049 ± 0.0895,0.6454 ± 0.0071,0.8923 ± 0.0061,0.8085 ± 0.0294,0.8558 ± 0.0050,0.8113 ± 0.0064,0.9392 ± 0.0028
14,extra_trees,chi2_mi_union_topk,0.6347 ± 0.0134,0.6338 ± 0.0153,0.8535 ± 0.0099,0.7153 ± 0.0793,0.6526 ± 0.0097,0.8935 ± 0.0148,0.8129 ± 0.0272,0.8535 ± 0.0099,0.8148 ± 0.0089,0.9398 ± 0.0100,0.8531 ± 0.0044,0.7108 ± 0.0478,0.6522 ± 0.0078,0.8915 ± 0.0096,0.8117 ± 0.0163,0.8531 ± 0.0044,0.8156 ± 0.0057,0.9383 ± 0.0054
15,xgboost,spearman_corr,0.6614 ± 0.0188,0.6619 ± 0.0218,0.8509 ± 0.0123,0.7277 ± 0.0554,0.6665 ± 0.0155,0.8920 ± 0.0096,0.8192 ± 0.0211,0.8509 ± 0.0123,0.8221 ± 0.0123,0.9396 ± 0.0048,0.8498 ± 0.0066,0.7200 ± 0.0367,0.6654 ± 0.0128,0.8854 ± 0.0068,0.8163 ± 0.0143,0.8498 ± 0.0066,0.8217 ± 0.0087,0.9342 ± 0.0039
16,xgboost,mutual_info,0.6621 ± 0.0225,0.6630 ± 0.0236,0.8513 ± 0.0116,0.7296 ± 0.0506,0.6677 ± 0.0162,0.8873 ± 0.0143,0.8199 ± 0.0196,0.8513 ± 0.0116,0.8226 ± 0.0119,0.9371 ± 0.0063,0.8491 ± 0.0084,0.7089 ± 0.0410,0.6659 ± 0.0158,0.8807 ± 0.0080,0.8141 ± 0.0166,0.8491 ± 0.0084,0.8223 ± 0.0108,0.9322 ± 0.0046
17,xgboost,spearman_sulov,0.6514 ± 0.0210,0.6554 ± 0.0228,0.8505 ± 0.0106,0.7291 ± 0.0667,0.6629 ± 0.0155,0.8886 ± 0.0115,0.8187 ± 0.0228,0.8505 ± 0.0106,0.8198 ± 0.0117,0.9380 ± 0.0058,0.8458 ± 0.0073,0.6984 ± 0.0471,0.6583 ± 0.0141,0.8837 ± 0.0077,0.8079 ± 0.0170,0.8458 ± 0.0073,0.8170 ± 0.0089,0.9333 ± 0.0040
18,xgboost,chi2,0.6580 ± 0.0143,0.6637 ± 0.0210,0.8513 ± 0.0124,0.7111 ± 0.0380,0.6685 ± 0.0138,0.8829 ± 0.0115,0.8158 ± 0.0151,0.8513 ± 0.0124,0.8237 ± 0.0111,0.9349 ± 0.0066,0.8450 ± 0.0040,0.7026 ± 0.0268,0.6621 ± 0.0095,0.8814 ± 0.0058,0.8100 ± 0.0088,0.8450 ± 0.0040,0.8185 ± 0.0051,0.9331 ± 0.0035
19,xgboost,chi2_mi_union_topk,0.6669 ± 0.0181,0.6789 ± 0.0159,0.8491 ± 0.0073,0.7218 ± 0.0313,0.6777 ± 0.0102,0.8765 ± 0.0079,0.8206 ± 0.0094,0.8491 ± 0.0073,0.8269 ± 0.0063,0.9303 ± 0.0045,0.8395 ± 0.0087,0.6945 ± 0.0286,0.6671 ± 0.0138,0.8657 ± 0.0116,0.8093 ± 0.0113,0.8395 ± 0.0087,0.8192 ± 0.0087,0.9232 ± 0.0059
20,adaboost,spearman_corr,0.6436 ± 0.0103,0.6504 ± 0.0340,0.8253 ± 0.0215,0.6615 ± 0.0506,0.6557 ± 0.0269,0.8513 ± 0.0164,0.7972 ± 0.0241,0.8253 ± 0.0215,0.8074 ± 0.0182,0.9220 ± 0.0064,0.8090 ± 0.0078,0.6466 ± 0.0126,0.6449 ± 0.0093,0.8401 ± 0.0057,0.7892 ± 0.0058,0.8090 ± 0.0078,0.7982 ± 0.0063,0.9147 ± 0.0031
21,adaboost,mutual_info,0.6417 ± 0.0152,0.6570 ± 0.0378,0.8278 ± 0.0206,0.6738 ± 0.0561,0.6592 ± 0.0299,0.8476 ± 0.0171,0.8003 ± 0.0258,0.8278 ± 0.0206,0.8100 ± 0.0207,0.9194 ± 0.0058,0.8104 ± 0.0123,0.6455 ± 0.0187,0.6438 ± 0.0132,0.8429 ± 0.0078,0.7888 ± 0.0101,0.8104 ± 0.0123,0.7984 ± 0.0101,0.9163 ± 0.0043
22,adaboost,spearman_sulov,0.6425 ± 0.0117,0.6487 ± 0.0332,0.8227 ± 0.0210,0.6546 ± 0.0459,0.6537 ± 0.0252,0.8511 ± 0.0119,0.7945 ± 0.0217,0.8227 ± 0.0210,0.8059 ± 0.0174,0.9220 ± 0.0059,0.8063 ± 0.0118,0.6449 ± 0.0134,0.6440 ± 0.0106,0.8415 ± 0.0090,0.7884 ± 0.0081,0.8063 ± 0.0118,0.7965 ± 0.0089,0.9153 ± 0.0052
23,adaboost,chi2,0.6388 ± 0.0155,0.6451 ± 0.0153,0.8297 ± 0.0133,0.6641 ± 0.0305,0.6514 ± 0.0112,0.8494 ± 0.0132,0.7962 ± 0.0128,0.8297 ± 0.0133,0.8078 ± 0.0094,0.9214 ± 0.0049,0.8129 ± 0.0073,0.6432 ± 0.0168,0.6420 ± 0.0134,0.8423 ± 0.0085,0.7865 ± 0.0103,0.8129 ± 0.0073,0.7981 ± 0.0087,0.9169 ± 0.0027
24,adaboost,chi2_mi_union_topk,0.6300 ± 0.0163,0.6332 ± 0.0283,0.8209 ± 0.0204,0.6495 ± 0.0471,0.6407 ± 0.0230,0.8498 ± 0.0100,0.7863 ± 0.0219,0.8209 ± 0.0204,0.7988 ± 0.0179,0.9214 ± 0.0058,0.8159 ± 0.0084,0.6348 ± 0.0200,0.6362 ± 0.0133,0.8387 ± 0.0117,0.7825 ± 0.0099,0.8159 ± 0.0084,0.7969 ± 0.0086,0.9150 ± 0.0044
25,svm,spearman_corr,0.6026 ± 0.0045,0.6088 ± 0.0080,0.8590 ± 0.0105,0.6077 ± 0.1027,0.6441 ± 0.0075,0.8758 ± 0.0159,0.7779 ± 0.0323,0.8590 ± 0.0105,0.8107 ± 0.0096,0.9322 ± 0.0090,0.8514 ± 0.0029,0.6189 ± 0.1126,0.6374 ± 0.0030,0.8757 ± 0.0076,0.7772 ± 0.0369,0.8514 ± 0.0029,0.8040 ± 0.0030,0.9294 ± 0.0038
26,svm,mutual_info,0.6063 ± 0.0086,0.6110 ± 0.0065,0.8623 ± 0.0080,0.6097 ± 0.1028,0.6466 ± 0.0055,0.8710 ± 0.0135,0.7806 ± 0.0319,0.8623 ± 0.0080,0.8136 ± 0.0072,0.9309 ± 0.0075,0.8546 ± 0.0048,0.6427 ± 0.1243,0.6404 ± 0.0055,0.8716 ± 0.0072,0.7866 ± 0.0420,0.8546 ± 0.0048,0.8071 ± 0.0058,0.9282 ± 0.0038
27,svm,spearman_sulov,0.6034 ± 0.0069,0.6133 ± 0.0070,0.8601 ± 0.0093,0.6416 ± 0.1114,0.6466 ± 0.0052,0.8727 ± 0.0150,0.7896 ± 0.0319,0.8601 ± 0.0093,0.8126 ± 0.0074,0.9307 ± 0.0087,0.8514 ± 0.0039,0.6189 ± 0.1131,0.6377 ± 0.0042,0.8753 ± 0.0077,0.7773 ± 0.0376,0.8514 ± 0.0039,0.8043 ± 0.0042,0.9294 ± 0.0039
28,svm,chi2,0.6073 ± 0.0088,0.6082 ± 0.0070,0.8612 ± 0.0097,0.5756 ± 0.0069,0.6450 ± 0.0073,0.8742 ± 0.0128,0.7685 ± 0.0093,0.8612 ± 0.0097,0.8120 ± 0.0093,0.9326 ± 0.0073,0.8547 ± 0.0045,0.6428 ± 0.1236,0.6409 ± 0.0052,0.8738 ± 0.0068,0.7868 ± 0.0410,0.8547 ± 0.0045,0.8075 ± 0.0050,0.9296 ± 0.0038
29,svm,chi2_mi_union_topk,0.6077 ± 0.0050,0.6108 ± 0.0103,0.8593 ± 0.0099,0.6190 ± 0.1066,0.6452 ± 0.0079,0.8655 ± 0.0115,0.7818 ± 0.0353,0.8593 ± 0.0099,0.8114 ± 0.0094,0.9285 ± 0.0073,0.8538 ± 0.0046,0.6981 ± 0.1307,0.6406 ± 0.0037,0.8635 ± 0.0085,0.8043 ± 0.0423,0.8538 ± 0.0046,0.8071 ± 0.0044,0.9248 ± 0.0043
30,logistic_regression,spearman_corr,0.6536 ± 0.0172,0.6611 ± 0.0184,0.7901 ± 0.0140,0.6626 ± 0.0187,0.6652 ± 0.0215,0.8563 ± 0.0143,0.8074 ± 0.0136,0.7901 ± 0.0140,0.7967 ± 0.0117,0.9187 ± 0.0063,0.7803 ± 0.0131,0.6552 ± 0.0156,0.6563 ± 0.0186,0.8547 ± 0.0099,0.8015 ± 0.0106,0.7803 ± 0.0131,0.7896 ± 0.0115,0.9152 ± 0.0044
31,logistic_regression,mutual_info,0.6532 ± 0.0113,0.6543 ± 0.0232,0.7817 ± 0.0188,0.6577 ± 0.0220,0.6580 ± 0.0255,0.8531 ± 0.0158,0.8057 ± 0.0144,0.7817 ± 0.0188,0.7911 ± 0.0157,0.9165 ± 0.0072,0.7775 ± 0.0104,0.6552 ± 0.0098,0.6563 ± 0.0116,0.8508 ± 0.0135,0.8014 ± 0.0059,0.7775 ± 0.0104,0.7880 ± 0.0079,0.9133 ± 0.0066
32,logistic_regression,spearman_sulov,0.6499 ± 0.0188,0.6551 ± 0.0131,0.7846 ± 0.0103,0.6572 ± 0.0137,0.6594 ± 0.0159,0.8543 ± 0.0128,0.8037 ± 0.0091,0.7846 ± 0.0103,0.7918 ± 0.0069,0.9176 ± 0.0061,0.7758 ± 0.0115,0.6521 ± 0.0172,0.6529 ± 0.0215,0.8535 ± 0.0111,0.7997 ± 0.0109,0.7758 ± 0.0115,0.7863 ± 0.0105,0.9142 ± 0.0053
33,logistic_regression,chi2,0.6564 ± 0.0124,0.6485 ± 0.0234,0.7740 ± 0.0204,0.6537 ± 0.0206,0.6523 ± 0.0259,0.8512 ± 0.0176,0.8038 ± 0.0116,0.7740 ± 0.0204,0.7856 ± 0.0159,0.9163 ± 0.0088,0.7791 ± 0.0104,0.6584 ± 0.0108,0.6604 ± 0.0136,0.8519 ± 0.0163,0.8040 ± 0.0075,0.7791 ± 0.0104,0.7898 ± 0.0082,0.9145 ± 0.0082
34,logistic_regression,chi2_mi_union_topk,0.6497 ± 0.0150,0.6639 ± 0.0174,0.7766 ± 0.0126,0.6720 ± 0.0176,0.6734 ± 0.0240,0.8664 ± 0.0106,0.8217 ± 0.0134,0.7766 ± 0.0126,0.7934 ± 0.0101,0.9271 ± 0.0048,0.7673 ± 0.0124,0.6577 ± 0.0125,0.6555 ± 0.0177,0.8584 ± 0.0144,0.8109 ± 0.0080,0.7673 ± 0.0124,0.7849 ± 0.0097,0.9206 ± 0.0070
35,knn,spearman_corr,0.5971 ± 0.0178,0.6049 ± 0.0206,0.7890 ± 0.0225,0.6414 ± 0.0348,0.6140 ± 0.0180,0.8266 ± 0.0204,0.7657 ± 0.0153,0.7890 ± 0.0225,0.7621 ± 0.0206,0.8929 ± 0.0155,0.7843 ± 0.0112,0.6198 ± 0.0241,0.6077 ± 0.0142,0.8221 ± 0.0071,0.7577 ± 0.0121,0.7843 ± 0.0112,0.7580 ± 0.0104,0.8903 ± 0.0029
36,knn,mutual_info,0.5974 ± 0.0118,0.5981 ± 0.0377,0.7886 ± 0.0283,0.6107 ± 0.0505,0.6096 ± 0.0315,0.8276 ± 0.0179,0.7596 ± 0.0270,0.7886 ± 0.0283,0.7639 ± 0.0279,0.8955 ± 0.0130,0.7923 ± 0.0091,0.6118 ± 0.0187,0.6101 ± 0.0077,0.8318 ± 0.0066,0.7586 ± 0.0083,0.7923 ± 0.0091,0.7653 ± 0.0069,0.8978 ± 0.0029
37,knn,spearman_sulov,0.5984 ± 0.0201,0.5973 ± 0.0270,0.7821 ± 0.0227,0.6225 ± 0.0310,0.6080 ± 0.0225,0.8286 ± 0.0178,0.7589 ± 0.0173,0.7821 ± 0.0227,0.7561 ± 0.0225,0.8929 ± 0.0125,0.7819 ± 0.0117,0.6245 ± 0.0324,0.6077 ± 0.0148,0.8248 ± 0.0075,0.7588 ± 0.0144,0.7819 ± 0.0117,0.7564 ± 0.0109,0.8910 ± 0.0035
38,knn,chi2,0.5934 ± 0.0168,0.6039 ± 0.0310,0.7912 ± 0.0251,0.6294 ± 0.0446,0.6140 ± 0.0260,0.8301 ± 0.0189,0.7634 ± 0.0228,0.7912 ± 0.0251,0.7647 ± 0.0245,0.8949 ± 0.0149,0.7871 ± 0.0072,0.6109 ± 0.0254,0.6062 ± 0.0121,0.8320 ± 0.0093,0.7542 ± 0.0111,0.7871 ± 0.0072,0.7594 ± 0.0078,0.8956 ± 0.0054
39,knn,chi2_mi_union_topk,0.6378 ± 0.0215,0.6304 ± 0.0334,0.8223 ± 0.0249,0.6491 ± 0.0436,0.6400 ± 0.0275,0.8402 ± 0.0239,0.7857 ± 0.0242,0.8223 ± 0.0249,0.7961 ± 0.0240,0.9060 ± 0.0179,0.8195 ± 0.0069,0.6563 ± 0.0247,0.6437 ± 0.0163,0.8414 ± 0.0096,0.7880 ± 0.0127,0.8195 ± 0.0069,0.7966 ± 0.0094,0.9060 ± 0.0053
40,gaussian_nb,spearman_corr,0.6015 ± 0.0223,0.6244 ± 0.0416,0.7114 ± 0.0473,0.6612 ± 0.0262,0.6503 ± 0.0425,0.8376 ± 0.0229,0.8145 ± 0.0209,0.7114 ± 0.0473,0.7395 ± 0.0400,0.9015 ± 0.0150,0.6857 ± 0.0291,0.6416 ± 0.0108,0.6261 ± 0.0201,0.8224 ± 0.0111,0.7975 ± 0.0092,0.6857 ± 0.0291,0.7186 ± 0.0256,0.8893 ± 0.0063
41,gaussian_nb,mutual_info,0.6150 ± 0.0246,0.6325 ± 0.0344,0.7282 ± 0.0351,0.6596 ± 0.0288,0.6504 ± 0.0408,0.8434 ± 0.0221,0.8144 ± 0.0228,0.7282 ± 0.0351,0.7553 ± 0.0290,0.9053 ± 0.0149,0.7077 ± 0.0328,0.6447 ± 0.0144,0.6333 ± 0.0233,0.8311 ± 0.0114,0.8002 ± 0.0113,0.7077 ± 0.0328,0.7376 ± 0.0277,0.8955 ± 0.0065
42,gaussian_nb,spearman_sulov,0.5973 ± 0.0226,0.6209 ± 0.0367,0.7062 ± 0.0416,0.6625 ± 0.0241,0.6489 ± 0.0388,0.8409 ± 0.0240,0.8178 ± 0.0210,0.7062 ± 0.0416,0.7357 ± 0.0359,0.9036 ± 0.0152,0.6802 ± 0.0294,0.6419 ± 0.0121,0.6245 ± 0.0209,0.8256 ± 0.0121,0.7986 ± 0.0107,0.6802 ± 0.0294,0.7133 ± 0.0267,0.8910 ± 0.0069
43,gaussian_nb,chi2,0.6088 ± 0.0224,0.6235 ± 0.0421,0.7183 ± 0.0546,0.6575 ± 0.0268,0.6438 ± 0.0416,0.8447 ± 0.0243,0.8126 ± 0.0213,0.7183 ± 0.0546,0.7447 ± 0.0442,0.9060 ± 0.0153,0.6970 ± 0.0335,0.6454 ± 0.0100,0.6317 ± 0.0165,0.8346 ± 0.0104,0.8017 ± 0.0090,0.6970 ± 0.0335,0.7284 ± 0.0295,0.8965 ± 0.0058
44,gaussian_nb,chi2_mi_union_topk,0.6489 ± 0.0118,0.6589 ± 0.0259,0.7597 ± 0.0269,0.6764 ± 0.0205,0.6733 ± 0.0308,0.8684 ± 0.0161,0.8300 ± 0.0157,0.7597 ± 0.0269,0.7844 ± 0.0215,0.9261 ± 0.0108,0.7459 ± 0.0102,0.6682 ± 0.0098,0.6629 ± 0.0153,0.8632 ± 0.0088,0.8245 ± 0.0076,0.7459 ± 0.0102,0.7754 ± 0.0083,0.9199 ± 0.0049
