,Model,Feature_Selection,Sampler,F1_macro_CV,F1_macro_Testing,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
10,extra_trees,spearman_corr,SMOTE,0.6748 ± 0.0448,0.6822 ± 0.0411,0.9033 ± 0.0112,0.8687 ± 0.1397,0.6594 ± 0.0245,0.9526 ± 0.0103,0.9007 ± 0.0148,0.9033 ± 0.0112,0.8953 ± 0.0106,0.9610 ± 0.0051,0.8964 ± 0.0059,0.8642 ± 0.1399,0.6538 ± 0.0267,0.9584 ± 0.0077,0.8933 ± 0.0124,0.8964 ± 0.0059,0.8876 ± 0.0067,0.9607 ± 0.0032
11,extra_trees,mutual_info,SMOTE,0.6752 ± 0.0384,0.6804 ± 0.0424,0.9007 ± 0.0120,0.8670 ± 0.1416,0.6578 ± 0.0258,0.9533 ± 0.0107,0.8983 ± 0.0172,0.9007 ± 0.0120,0.8928 ± 0.0118,0.9607 ± 0.0070,0.8959 ± 0.0071,0.8972 ± 0.1026,0.6534 ± 0.0233,0.9557 ± 0.0074,0.8957 ± 0.0075,0.8959 ± 0.0071,0.8871 ± 0.0071,0.9596 ± 0.0039
12,extra_trees,spearman_sulov,SMOTE,0.6748 ± 0.0448,0.6822 ± 0.0411,0.9033 ± 0.0112,0.8687 ± 0.1397,0.6594 ± 0.0245,0.9526 ± 0.0103,0.9007 ± 0.0148,0.9033 ± 0.0112,0.8953 ± 0.0106,0.9610 ± 0.0051,0.8964 ± 0.0059,0.8642 ± 0.1399,0.6538 ± 0.0267,0.9584 ± 0.0077,0.8933 ± 0.0124,0.8964 ± 0.0059,0.8876 ± 0.0067,0.9607 ± 0.0032
13,extra_trees,chi2,SMOTE,0.7150 ± 0.0444,0.6805 ± 0.0457,0.8971 ± 0.0076,0.8043 ± 0.1288,0.6601 ± 0.0301,0.9498 ± 0.0091,0.8916 ± 0.0106,0.8971 ± 0.0076,0.8898 ± 0.0075,0.9516 ± 0.0075,0.8936 ± 0.0056,0.8733 ± 0.0581,0.6814 ± 0.0318,0.9574 ± 0.0057,0.8922 ± 0.0062,0.8936 ± 0.0056,0.8874 ± 0.0067,0.9536 ± 0.0045
14,extra_trees,chi2_mi_union_topk,SMOTE,0.6794 ± 0.0348,0.6873 ± 0.0512,0.9015 ± 0.0120,0.8674 ± 0.1431,0.6630 ± 0.0332,0.9541 ± 0.0081,0.8992 ± 0.0186,0.9015 ± 0.0120,0.8938 ± 0.0127,0.9592 ± 0.0073,0.8948 ± 0.0064,0.8816 ± 0.1018,0.6562 ± 0.0210,0.9578 ± 0.0049,0.8936 ± 0.0065,0.8948 ± 0.0064,0.8864 ± 0.0060,0.9592 ± 0.0032
15,xgboost,spearman_corr,SMOTE,0.7285 ± 0.0436,0.7375 ± 0.0260,0.8938 ± 0.0137,0.8176 ± 0.0703,0.7113 ± 0.0266,0.9444 ± 0.0130,0.8924 ± 0.0120,0.8938 ± 0.0137,0.8907 ± 0.0128,0.9574 ± 0.0062,0.8879 ± 0.0095,0.8018 ± 0.0626,0.6982 ± 0.0335,0.9417 ± 0.0080,0.8837 ± 0.0102,0.8879 ± 0.0095,0.8839 ± 0.0097,0.9518 ± 0.0063
16,xgboost,mutual_info,SMOTE,0.7168 ± 0.0361,0.7199 ± 0.0351,0.8938 ± 0.0171,0.7978 ± 0.0826,0.6979 ± 0.0318,0.9441 ± 0.0137,0.8916 ± 0.0156,0.8938 ± 0.0171,0.8902 ± 0.0162,0.9564 ± 0.0083,0.8868 ± 0.0110,0.8050 ± 0.0677,0.6870 ± 0.0279,0.9402 ± 0.0090,0.8826 ± 0.0131,0.8868 ± 0.0110,0.8821 ± 0.0109,0.9511 ± 0.0070
17,xgboost,spearman_sulov,SMOTE,0.7285 ± 0.0436,0.7375 ± 0.0260,0.8938 ± 0.0137,0.8176 ± 0.0703,0.7113 ± 0.0266,0.9444 ± 0.0130,0.8924 ± 0.0120,0.8938 ± 0.0137,0.8907 ± 0.0128,0.9574 ± 0.0062,0.8879 ± 0.0095,0.8018 ± 0.0626,0.6982 ± 0.0335,0.9417 ± 0.0080,0.8837 ± 0.0102,0.8879 ± 0.0095,0.8839 ± 0.0097,0.9518 ± 0.0063
18,xgboost,chi2,SMOTE,0.7263 ± 0.0459,0.7194 ± 0.0612,0.8853 ± 0.0158,0.7592 ± 0.0816,0.7019 ± 0.0513,0.9371 ± 0.0140,0.8819 ± 0.0183,0.8853 ± 0.0158,0.8821 ± 0.0162,0.9442 ± 0.0072,0.8824 ± 0.0074,0.7773 ± 0.0577,0.7022 ± 0.0379,0.9403 ± 0.0094,0.8780 ± 0.0091,0.8824 ± 0.0074,0.8789 ± 0.0080,0.9412 ± 0.0063
19,xgboost,chi2_mi_union_topk,SMOTE,0.7284 ± 0.0425,0.7113 ± 0.0400,0.8927 ± 0.0104,0.8180 ± 0.0921,0.6882 ± 0.0393,0.9417 ± 0.0170,0.8912 ± 0.0126,0.8927 ± 0.0104,0.8883 ± 0.0110,0.9554 ± 0.0061,0.8884 ± 0.0102,0.8115 ± 0.0629,0.6969 ± 0.0334,0.9350 ± 0.0086,0.8844 ± 0.0116,0.8884 ± 0.0102,0.8841 ± 0.0105,0.9496 ± 0.0054
20,adaboost,spearman_corr,SMOTE,0.7461 ± 0.0230,0.7377 ± 0.0395,0.8755 ± 0.0177,0.7437 ± 0.0450,0.7442 ± 0.0540,0.9068 ± 0.0151,0.8776 ± 0.0179,0.8755 ± 0.0177,0.8757 ± 0.0175,0.8938 ± 0.0176,0.8700 ± 0.0090,0.7786 ± 0.0367,0.7257 ± 0.0192,0.9104 ± 0.0086,0.8682 ± 0.0089,0.8700 ± 0.0090,0.8684 ± 0.0088,0.8986 ± 0.0134
21,adaboost,mutual_info,SMOTE,0.7483 ± 0.0267,0.7145 ± 0.0431,0.8659 ± 0.0157,0.7269 ± 0.0600,0.7148 ± 0.0502,0.9103 ± 0.0180,0.8684 ± 0.0170,0.8659 ± 0.0157,0.8658 ± 0.0157,0.8990 ± 0.0227,0.8689 ± 0.0080,0.7677 ± 0.0348,0.7354 ± 0.0279,0.9128 ± 0.0087,0.8677 ± 0.0083,0.8689 ± 0.0080,0.8679 ± 0.0082,0.9011 ± 0.0131
22,adaboost,spearman_sulov,SMOTE,0.7461 ± 0.0230,0.7377 ± 0.0395,0.8755 ± 0.0177,0.7437 ± 0.0450,0.7442 ± 0.0540,0.9068 ± 0.0151,0.8776 ± 0.0179,0.8755 ± 0.0177,0.8757 ± 0.0175,0.8938 ± 0.0176,0.8700 ± 0.0090,0.7786 ± 0.0367,0.7257 ± 0.0192,0.9104 ± 0.0086,0.8682 ± 0.0089,0.8700 ± 0.0090,0.8684 ± 0.0088,0.8986 ± 0.0134
23,adaboost,chi2,SMOTE,0.7580 ± 0.0306,0.7447 ± 0.0402,0.8795 ± 0.0127,0.7428 ± 0.0554,0.7566 ± 0.0408,0.9173 ± 0.0160,0.8838 ± 0.0112,0.8795 ± 0.0127,0.8804 ± 0.0118,0.9078 ± 0.0206,0.8726 ± 0.0071,0.7585 ± 0.0368,0.7615 ± 0.0351,0.9158 ± 0.0091,0.8735 ± 0.0077,0.8726 ± 0.0071,0.8728 ± 0.0073,0.9031 ± 0.0145
24,adaboost,chi2_mi_union_topk,SMOTE,0.7479 ± 0.0330,0.7199 ± 0.0435,0.8696 ± 0.0162,0.7249 ± 0.0587,0.7275 ± 0.0425,0.9100 ± 0.0118,0.8744 ± 0.0133,0.8696 ± 0.0162,0.8704 ± 0.0143,0.9033 ± 0.0130,0.8708 ± 0.0109,0.7637 ± 0.0364,0.7368 ± 0.0325,0.9115 ± 0.0089,0.8697 ± 0.0115,0.8708 ± 0.0109,0.8698 ± 0.0113,0.8995 ± 0.0125
25,svm,spearman_corr,SMOTE,0.6853 ± 0.0368,0.6731 ± 0.0356,0.8993 ± 0.0081,0.8662 ± 0.1412,0.6536 ± 0.0205,0.9449 ± 0.0125,0.8986 ± 0.0145,0.8993 ± 0.0081,0.8908 ± 0.0084,0.9568 ± 0.0066,0.8995 ± 0.0065,0.8861 ± 0.1023,0.6624 ± 0.0231,0.9472 ± 0.0088,0.8991 ± 0.0084,0.8995 ± 0.0065,0.8911 ± 0.0069,0.9565 ± 0.0029
26,svm,mutual_info,SMOTE,0.6907 ± 0.0426,0.7026 ± 0.0248,0.9000 ± 0.0062,0.9333 ± 0.0046,0.6723 ± 0.0171,0.9454 ± 0.0116,0.9047 ± 0.0072,0.9000 ± 0.0062,0.8930 ± 0.0055,0.9569 ± 0.0060,0.8991 ± 0.0063,0.8571 ± 0.0978,0.6673 ± 0.0286,0.9467 ± 0.0088,0.8967 ± 0.0071,0.8991 ± 0.0063,0.8911 ± 0.0072,0.9561 ± 0.0028
27,svm,spearman_sulov,SMOTE,0.6853 ± 0.0368,0.6731 ± 0.0356,0.8993 ± 0.0081,0.8662 ± 0.1412,0.6536 ± 0.0205,0.9449 ± 0.0125,0.8986 ± 0.0145,0.8993 ± 0.0081,0.8908 ± 0.0084,0.9568 ± 0.0066,0.8995 ± 0.0065,0.8861 ± 0.1023,0.6624 ± 0.0231,0.9472 ± 0.0088,0.8991 ± 0.0084,0.8995 ± 0.0065,0.8911 ± 0.0069,0.9565 ± 0.0029
28,svm,chi2,SMOTE,0.6903 ± 0.0269,0.6971 ± 0.0517,0.8908 ± 0.0096,0.8693 ± 0.1151,0.6704 ± 0.0384,0.9520 ± 0.0089,0.8917 ± 0.0159,0.8908 ± 0.0096,0.8842 ± 0.0101,0.9544 ± 0.0084,0.8907 ± 0.0047,0.8832 ± 0.0503,0.6632 ± 0.0173,0.9545 ± 0.0063,0.8910 ± 0.0074,0.8907 ± 0.0047,0.8832 ± 0.0046,0.9553 ± 0.0044
29,svm,chi2_mi_union_topk,SMOTE,0.7000 ± 0.0460,0.7018 ± 0.0340,0.8974 ± 0.0071,0.8744 ± 0.0767,0.6751 ± 0.0282,0.9472 ± 0.0101,0.8994 ± 0.0070,0.8974 ± 0.0071,0.8909 ± 0.0064,0.9561 ± 0.0070,0.8986 ± 0.0053,0.8552 ± 0.0996,0.6740 ± 0.0307,0.9479 ± 0.0093,0.8963 ± 0.0076,0.8986 ± 0.0053,0.8912 ± 0.0063,0.9564 ± 0.0027
30,logistic_regression,spearman_corr,SMOTE,0.7543 ± 0.0340,0.7378 ± 0.0369,0.8839 ± 0.0158,0.7264 ± 0.0357,0.7707 ± 0.0496,0.9426 ± 0.0083,0.8968 ± 0.0095,0.8839 ± 0.0158,0.8861 ± 0.0127,0.9534 ± 0.0059,0.8843 ± 0.0084,0.7432 ± 0.0344,0.7735 ± 0.0389,0.9436 ± 0.0090,0.8904 ± 0.0068,0.8843 ± 0.0084,0.8852 ± 0.0079,0.9513 ± 0.0025
31,logistic_regression,mutual_info,SMOTE,0.7516 ± 0.0335,0.7494 ± 0.0320,0.8857 ± 0.0139,0.7321 ± 0.0305,0.7899 ± 0.0480,0.9434 ± 0.0091,0.8985 ± 0.0099,0.8857 ± 0.0139,0.8880 ± 0.0120,0.9535 ± 0.0068,0.8822 ± 0.0101,0.7370 ± 0.0322,0.7757 ± 0.0371,0.9443 ± 0.0083,0.8897 ± 0.0083,0.8822 ± 0.0101,0.8836 ± 0.0094,0.9513 ± 0.0024
32,logistic_regression,spearman_sulov,SMOTE,0.7543 ± 0.0340,0.7378 ± 0.0369,0.8839 ± 0.0158,0.7264 ± 0.0357,0.7707 ± 0.0496,0.9426 ± 0.0083,0.8968 ± 0.0095,0.8839 ± 0.0158,0.8861 ± 0.0127,0.9534 ± 0.0059,0.8843 ± 0.0084,0.7432 ± 0.0344,0.7735 ± 0.0389,0.9436 ± 0.0090,0.8904 ± 0.0068,0.8843 ± 0.0084,0.8852 ± 0.0079,0.9513 ± 0.0025
33,logistic_regression,chi2,SMOTE,0.7451 ± 0.0203,0.7197 ± 0.0212,0.8667 ± 0.0202,0.6994 ± 0.0188,0.7913 ± 0.0486,0.9450 ± 0.0083,0.8920 ± 0.0102,0.8667 ± 0.0202,0.8724 ± 0.0174,0.9477 ± 0.0060,0.8744 ± 0.0069,0.7200 ± 0.0171,0.7987 ± 0.0244,0.9511 ± 0.0072,0.8897 ± 0.0061,0.8744 ± 0.0069,0.8782 ± 0.0064,0.9513 ± 0.0028
34,logistic_regression,chi2_mi_union_topk,SMOTE,0.7510 ± 0.0249,0.7404 ± 0.0339,0.8842 ± 0.0182,0.7263 ± 0.0316,0.7801 ± 0.0449,0.9453 ± 0.0081,0.8989 ± 0.0088,0.8842 ± 0.0182,0.8871 ± 0.0144,0.9531 ± 0.0060,0.8838 ± 0.0094,0.7349 ± 0.0274,0.7786 ± 0.0249,0.9462 ± 0.0090,0.8921 ± 0.0076,0.8838 ± 0.0094,0.8855 ± 0.0088,0.9517 ± 0.0026
35,knn,spearman_corr,SMOTE,0.6187 ± 0.0310,0.6092 ± 0.0329,0.7443 ± 0.0202,0.6289 ± 0.0250,0.6786 ± 0.0471,0.8480 ± 0.0159,0.8167 ± 0.0164,0.7443 ± 0.0202,0.7369 ± 0.0230,0.8685 ± 0.0108,0.7436 ± 0.0157,0.6344 ± 0.0244,0.6858 ± 0.0365,0.8654 ± 0.0189,0.8122 ± 0.0100,0.7436 ± 0.0157,0.7357 ± 0.0173,0.8773 ± 0.0078
36,knn,mutual_info,SMOTE,0.6297 ± 0.0286,0.6303 ± 0.0235,0.7590 ± 0.0167,0.6415 ± 0.0174,0.7059 ± 0.0326,0.8613 ± 0.0148,0.8258 ± 0.0134,0.7590 ± 0.0167,0.7540 ± 0.0190,0.8807 ± 0.0131,0.7569 ± 0.0156,0.6406 ± 0.0220,0.6978 ± 0.0352,0.8730 ± 0.0188,0.8214 ± 0.0104,0.7569 ± 0.0156,0.7515 ± 0.0172,0.8838 ± 0.0103
37,knn,spearman_sulov,SMOTE,0.6187 ± 0.0310,0.6092 ± 0.0329,0.7443 ± 0.0202,0.6289 ± 0.0250,0.6786 ± 0.0471,0.8480 ± 0.0159,0.8167 ± 0.0164,0.7443 ± 0.0202,0.7369 ± 0.0230,0.8685 ± 0.0108,0.7436 ± 0.0157,0.6344 ± 0.0244,0.6858 ± 0.0365,0.8654 ± 0.0189,0.8122 ± 0.0100,0.7436 ± 0.0157,0.7357 ± 0.0173,0.8773 ± 0.0078
38,knn,chi2,SMOTE,0.7226 ± 0.0166,0.7087 ± 0.0254,0.8601 ± 0.0131,0.7041 ± 0.0254,0.7426 ± 0.0428,0.8905 ± 0.0270,0.8797 ± 0.0054,0.8601 ± 0.0131,0.8613 ± 0.0098,0.9210 ± 0.0120,0.8624 ± 0.0117,0.7098 ± 0.0187,0.7554 ± 0.0199,0.9022 ± 0.0181,0.8784 ± 0.0082,0.8624 ± 0.0117,0.8636 ± 0.0108,0.9228 ± 0.0071
39,knn,chi2_mi_union_topk,SMOTE,0.6521 ± 0.0234,0.6304 ± 0.0383,0.7733 ± 0.0227,0.6393 ± 0.0289,0.6970 ± 0.0530,0.8596 ± 0.0174,0.8332 ± 0.0175,0.7733 ± 0.0227,0.7700 ± 0.0247,0.8795 ± 0.0092,0.7825 ± 0.0086,0.6554 ± 0.0191,0.7106 ± 0.0357,0.8759 ± 0.0163,0.8340 ± 0.0067,0.7825 ± 0.0086,0.7795 ± 0.0093,0.8889 ± 0.0098
40,gaussian_nb,spearman_corr,SMOTE,0.6775 ± 0.0190,0.6576 ± 0.0412,0.8491 ± 0.0315,0.6506 ± 0.0304,0.7013 ± 0.0724,0.8683 ± 0.0688,0.8759 ± 0.0214,0.8491 ± 0.0315,0.8589 ± 0.0254,0.9226 ± 0.0174,0.8439 ± 0.0112,0.6618 ± 0.0152,0.7243 ± 0.0211,0.8763 ± 0.0143,0.8667 ± 0.0082,0.8439 ± 0.0112,0.8531 ± 0.0088,0.9205 ± 0.0036
41,gaussian_nb,mutual_info,SMOTE,0.6985 ± 0.0150,0.6565 ± 0.0370,0.8462 ± 0.0265,0.6499 ± 0.0301,0.6988 ± 0.0641,0.8720 ± 0.0717,0.8732 ± 0.0166,0.8462 ± 0.0265,0.8567 ± 0.0206,0.9232 ± 0.0184,0.8536 ± 0.0062,0.6792 ± 0.0120,0.7441 ± 0.0190,0.8900 ± 0.0209,0.8706 ± 0.0061,0.8536 ± 0.0062,0.8607 ± 0.0055,0.9220 ± 0.0039
42,gaussian_nb,spearman_sulov,SMOTE,0.6775 ± 0.0190,0.6576 ± 0.0412,0.8491 ± 0.0315,0.6506 ± 0.0304,0.7013 ± 0.0724,0.8683 ± 0.0688,0.8759 ± 0.0214,0.8491 ± 0.0315,0.8589 ± 0.0254,0.9226 ± 0.0174,0.8439 ± 0.0112,0.6618 ± 0.0152,0.7243 ± 0.0211,0.8763 ± 0.0143,0.8667 ± 0.0082,0.8439 ± 0.0112,0.8531 ± 0.0088,0.9205 ± 0.0036
43,gaussian_nb,chi2,SMOTE,0.6875 ± 0.0110,0.6645 ± 0.0344,0.8190 ± 0.0319,0.6557 ± 0.0240,0.7776 ± 0.0476,0.9194 ± 0.0242,0.8747 ± 0.0140,0.8190 ± 0.0319,0.8366 ± 0.0249,0.9322 ± 0.0090,0.8269 ± 0.0120,0.6680 ± 0.0074,0.8035 ± 0.0215,0.9252 ± 0.0110,0.8713 ± 0.0048,0.8269 ± 0.0120,0.8416 ± 0.0093,0.9294 ± 0.0034
44,gaussian_nb,chi2_mi_union_topk,SMOTE,0.6939 ± 0.0203,0.6621 ± 0.0384,0.8454 ± 0.0291,0.6521 ± 0.0285,0.7207 ± 0.0733,0.8959 ± 0.0444,0.8753 ± 0.0188,0.8454 ± 0.0291,0.8570 ± 0.0230,0.9288 ± 0.0128,0.8464 ± 0.0135,0.6741 ± 0.0174,0.7567 ± 0.0235,0.9067 ± 0.0164,0.8710 ± 0.0098,0.8464 ± 0.0135,0.8564 ± 0.0115,0.9254 ± 0.0053
