,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4927 ± 0.0267,0.3461 ± 0.0334,0.3508 ± 0.0531,0.3463 ± 0.0393,0.5118 ± 0.0352,0.4987 ± 0.0269,0.4927 ± 0.0267,0.4944 ± 0.0272,0.5148 ± 0.0287,0.4877 ± 0.0233,0.3483 ± 0.0233,0.3514 ± 0.0272,0.3489 ± 0.0245,0.5104 ± 0.0195,0.4922 ± 0.0236,0.4877 ± 0.0233,0.4895 ± 0.0235,0.5100 ± 0.0238
random_forest,0.5579 ± 0.0111,0.3713 ± 0.0084,0.3755 ± 0.0085,0.3688 ± 0.0102,0.6043 ± 0.0292,0.5433 ± 0.0120,0.5579 ± 0.0111,0.5439 ± 0.0137,0.5798 ± 0.0151,0.5343 ± 0.0189,0.3531 ± 0.0138,0.3592 ± 0.0130,0.3513 ± 0.0131,0.6042 ± 0.0238,0.5159 ± 0.0196,0.5343 ± 0.0189,0.5180 ± 0.0189,0.5565 ± 0.0206
extra_trees,0.5535 ± 0.0089,0.3669 ± 0.0061,0.3733 ± 0.0053,0.3670 ± 0.0050,0.6014 ± 0.0298,0.5375 ± 0.0085,0.5535 ± 0.0089,0.5410 ± 0.0073,0.5689 ± 0.0201,0.5233 ± 0.0149,0.3456 ± 0.0109,0.3526 ± 0.0100,0.3458 ± 0.0099,0.5907 ± 0.0270,0.5054 ± 0.0154,0.5233 ± 0.0149,0.5095 ± 0.0143,0.5447 ± 0.0186
xgboost,0.5630 ± 0.0227,0.3759 ± 0.0167,0.3829 ± 0.0156,0.3788 ± 0.0160,0.6083 ± 0.0314,0.5509 ± 0.0241,0.5630 ± 0.0227,0.5561 ± 0.0231,0.5914 ± 0.0260,0.5269 ± 0.0179,0.3716 ± 0.0605,0.3639 ± 0.0182,0.3633 ± 0.0264,0.6018 ± 0.0293,0.5162 ± 0.0175,0.5269 ± 0.0179,0.5206 ± 0.0177,0.5572 ± 0.0200
adaboost,0.5436 ± 0.0354,0.3809 ± 0.0278,0.3828 ± 0.0326,0.3760 ± 0.0368,0.6090 ± 0.0261,0.5431 ± 0.0336,0.5436 ± 0.0354,0.5355 ± 0.0440,0.5422 ± 0.0173,0.5355 ± 0.0250,0.3775 ± 0.0199,0.3779 ± 0.0170,0.3773 ± 0.0181,0.6052 ± 0.0166,0.5312 ± 0.0245,0.5355 ± 0.0250,0.5330 ± 0.0248,0.5401 ± 0.0127
svm,0.5652 ± 0.0188,0.3766 ± 0.0124,0.3849 ± 0.0125,0.3800 ± 0.0124,0.6194 ± 0.0197,0.5518 ± 0.0178,0.5652 ± 0.0188,0.5573 ± 0.0182,0.5979 ± 0.0196,0.5520 ± 0.0126,0.3666 ± 0.0088,0.3767 ± 0.0093,0.3714 ± 0.0092,0.6244 ± 0.0202,0.5359 ± 0.0127,0.5520 ± 0.0126,0.5435 ± 0.0128,0.5816 ± 0.0124
logistic_regression,0.4832 ± 0.0215,0.3845 ± 0.0195,0.4051 ± 0.0509,0.3656 ± 0.0194,0.5846 ± 0.0373,0.5441 ± 0.0269,0.4832 ± 0.0215,0.4972 ± 0.0216,0.5619 ± 0.0208,0.4904 ± 0.0160,0.3901 ± 0.0134,0.4161 ± 0.0319,0.3759 ± 0.0169,0.5907 ± 0.0271,0.5461 ± 0.0145,0.4904 ± 0.0160,0.5040 ± 0.0150,0.5705 ± 0.0190
knn,0.4912 ± 0.0169,0.3499 ± 0.0130,0.3479 ± 0.0208,0.3454 ± 0.0167,0.5485 ± 0.0281,0.5067 ± 0.0142,0.4912 ± 0.0169,0.4949 ± 0.0170,0.5431 ± 0.0174,0.4854 ± 0.0233,0.3548 ± 0.0222,0.3569 ± 0.0305,0.3518 ± 0.0258,0.5416 ± 0.0192,0.5021 ± 0.0202,0.4854 ± 0.0233,0.4899 ± 0.0221,0.5343 ± 0.0154
gaussian_nb,0.2509 ± 0.1770,0.3589 ± 0.0609,0.3656 ± 0.0992,0.1928 ± 0.1166,0.5447 ± 0.0567,0.5085 ± 0.0867,0.2509 ± 0.1770,0.2406 ± 0.1495,0.5368 ± 0.0316,0.2478 ± 0.1477,0.3541 ± 0.0282,0.3636 ± 0.0624,0.1990 ± 0.0956,0.5350 ± 0.0341,0.4998 ± 0.0431,0.2478 ± 0.1477,0.2489 ± 0.1261,0.5303 ± 0.0184
