,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.5172 ± 0.0208,0.3722 ± 0.0294,0.3751 ± 0.0269,0.3722 ± 0.0270,0.5302 ± 0.0198,0.5193 ± 0.0229,0.5172 ± 0.0208,0.5175 ± 0.0210,0.5336 ± 0.0240,0.4953 ± 0.0244,0.3566 ± 0.0240,0.3562 ± 0.0245,0.3561 ± 0.0242,0.5137 ± 0.0209,0.4973 ± 0.0240,0.4953 ± 0.0244,0.4961 ± 0.0242,0.5138 ± 0.0260
random_forest,0.5667 ± 0.0219,0.3768 ± 0.0157,0.3816 ± 0.0148,0.3748 ± 0.0147,0.6174 ± 0.0341,0.5513 ± 0.0226,0.5667 ± 0.0219,0.5526 ± 0.0213,0.5896 ± 0.0243,0.5583 ± 0.0186,0.3705 ± 0.0131,0.3769 ± 0.0130,0.3703 ± 0.0132,0.6164 ± 0.0319,0.5409 ± 0.0188,0.5583 ± 0.0186,0.5445 ± 0.0188,0.5754 ± 0.0229
extra_trees,0.5557 ± 0.0126,0.3686 ± 0.0088,0.3755 ± 0.0086,0.3695 ± 0.0088,0.6146 ± 0.0337,0.5398 ± 0.0127,0.5557 ± 0.0126,0.5440 ± 0.0125,0.5861 ± 0.0208,0.5399 ± 0.0135,0.3572 ± 0.0095,0.3655 ± 0.0094,0.3596 ± 0.0094,0.6066 ± 0.0274,0.5221 ± 0.0136,0.5399 ± 0.0135,0.5284 ± 0.0135,0.5667 ± 0.0185
xgboost,0.5407 ± 0.0297,0.3607 ± 0.0186,0.3667 ± 0.0203,0.3626 ± 0.0195,0.5880 ± 0.0218,0.5287 ± 0.0270,0.5407 ± 0.0297,0.5331 ± 0.0283,0.5776 ± 0.0218,0.5384 ± 0.0214,0.3911 ± 0.0544,0.3750 ± 0.0220,0.3759 ± 0.0280,0.5962 ± 0.0313,0.5273 ± 0.0225,0.5384 ± 0.0214,0.5316 ± 0.0211,0.5667 ± 0.0248
adaboost,0.5553 ± 0.0317,0.3751 ± 0.0226,0.3776 ± 0.0251,0.3726 ± 0.0249,0.5973 ± 0.0315,0.5498 ± 0.0335,0.5553 ± 0.0317,0.5471 ± 0.0339,0.5399 ± 0.0226,0.5357 ± 0.0128,0.3820 ± 0.0195,0.3758 ± 0.0097,0.3757 ± 0.0116,0.6095 ± 0.0130,0.5273 ± 0.0124,0.5357 ± 0.0128,0.5300 ± 0.0130,0.5369 ± 0.0091
svm,0.5641 ± 0.0198,0.3743 ± 0.0139,0.3824 ± 0.0139,0.3772 ± 0.0140,0.6505 ± 0.0324,0.5482 ± 0.0200,0.5641 ± 0.0198,0.5545 ± 0.0201,0.6190 ± 0.0173,0.5524 ± 0.0135,0.3662 ± 0.0092,0.3755 ± 0.0090,0.3701 ± 0.0090,0.6225 ± 0.0190,0.5352 ± 0.0131,0.5524 ± 0.0135,0.5426 ± 0.0131,0.5831 ± 0.0131
logistic_regression,0.4755 ± 0.0171,0.3851 ± 0.0128,0.3950 ± 0.0317,0.3608 ± 0.0124,0.6075 ± 0.0225,0.5486 ± 0.0208,0.4755 ± 0.0171,0.4957 ± 0.0171,0.5825 ± 0.0167,0.4792 ± 0.0105,0.3905 ± 0.0109,0.4296 ± 0.0246,0.3735 ± 0.0115,0.6088 ± 0.0143,0.5442 ± 0.0135,0.4792 ± 0.0105,0.4947 ± 0.0114,0.5718 ± 0.0084
knn,0.5396 ± 0.0316,0.3600 ± 0.0207,0.3697 ± 0.0214,0.3636 ± 0.0214,0.5490 ± 0.0327,0.5285 ± 0.0304,0.5396 ± 0.0316,0.5322 ± 0.0316,0.5671 ± 0.0358,0.5146 ± 0.0161,0.3429 ± 0.0106,0.3532 ± 0.0109,0.3474 ± 0.0109,0.5394 ± 0.0174,0.5022 ± 0.0154,0.5146 ± 0.0161,0.5076 ± 0.0159,0.5473 ± 0.0161
gaussian_nb,0.4121 ± 0.0093,0.3553 ± 0.0955,0.4921 ± 0.0544,0.2693 ± 0.0153,0.6364 ± 0.0456,0.4839 ± 0.1466,0.4121 ± 0.0093,0.3097 ± 0.0213,0.5903 ± 0.0355,0.4113 ± 0.0116,0.4128 ± 0.0418,0.4932 ± 0.0259,0.2769 ± 0.0165,0.6163 ± 0.0300,0.5684 ± 0.0629,0.4113 ± 0.0116,0.3129 ± 0.0223,0.5684 ± 0.0169
