,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7780 ± 0.0229,0.6079 ± 0.0656,0.6158 ± 0.0666,0.6086 ± 0.0637,0.7182 ± 0.0414,0.7817 ± 0.0215,0.7780 ± 0.0229,0.7774 ± 0.0222,0.7631 ± 0.0284,0.7827 ± 0.0086,0.6153 ± 0.0296,0.6032 ± 0.0312,0.6069 ± 0.0300,0.7146 ± 0.0203,0.7809 ± 0.0084,0.7827 ± 0.0086,0.7807 ± 0.0085,0.7685 ± 0.0131
random_forest,0.8432 ± 0.0162,0.5635 ± 0.0105,0.5758 ± 0.0116,0.5692 ± 0.0112,0.8846 ± 0.0204,0.8225 ± 0.0155,0.8432 ± 0.0162,0.8322 ± 0.0161,0.9050 ± 0.0114,0.8272 ± 0.0102,0.5540 ± 0.0063,0.5658 ± 0.0073,0.5592 ± 0.0070,0.8891 ± 0.0139,0.8057 ± 0.0093,0.8272 ± 0.0102,0.8153 ± 0.0100,0.8985 ± 0.0096
extra_trees,0.8392 ± 0.0181,0.6942 ± 0.1781,0.5909 ± 0.0317,0.5991 ± 0.0497,0.8796 ± 0.0341,0.8288 ± 0.0263,0.8392 ± 0.0181,0.8299 ± 0.0193,0.8962 ± 0.0161,0.8264 ± 0.0125,0.5652 ± 0.0383,0.5668 ± 0.0113,0.5619 ± 0.0145,0.8842 ± 0.0177,0.8066 ± 0.0133,0.8264 ± 0.0125,0.8149 ± 0.0127,0.8877 ± 0.0138
xgboost,0.8374 ± 0.0181,0.6197 ± 0.1138,0.6047 ± 0.0644,0.6048 ± 0.0708,0.8751 ± 0.0254,0.8254 ± 0.0212,0.8374 ± 0.0181,0.8304 ± 0.0187,0.8984 ± 0.0124,0.8187 ± 0.0112,0.6136 ± 0.0547,0.5772 ± 0.0141,0.5808 ± 0.0222,0.8785 ± 0.0172,0.8061 ± 0.0108,0.8187 ± 0.0112,0.8109 ± 0.0110,0.8890 ± 0.0107
adaboost,0.8154 ± 0.0216,0.6358 ± 0.0650,0.6313 ± 0.0600,0.6302 ± 0.0591,0.8217 ± 0.0330,0.8134 ± 0.0179,0.8154 ± 0.0216,0.8130 ± 0.0194,0.8117 ± 0.0477,0.8058 ± 0.0094,0.6536 ± 0.0412,0.6266 ± 0.0312,0.6361 ± 0.0338,0.8196 ± 0.0186,0.8025 ± 0.0096,0.8058 ± 0.0094,0.8036 ± 0.0096,0.7933 ± 0.0351
svm,0.8476 ± 0.0158,0.5651 ± 0.0103,0.5806 ± 0.0117,0.5725 ± 0.0108,0.8976 ± 0.0225,0.8265 ± 0.0158,0.8476 ± 0.0158,0.8365 ± 0.0155,0.9123 ± 0.0109,0.8401 ± 0.0097,0.5601 ± 0.0064,0.5766 ± 0.0069,0.5682 ± 0.0066,0.8932 ± 0.0117,0.8164 ± 0.0094,0.8401 ± 0.0097,0.8280 ± 0.0095,0.9003 ± 0.0068
logistic_regression,0.7799 ± 0.0190,0.6128 ± 0.0175,0.6973 ± 0.0623,0.6142 ± 0.0218,0.8835 ± 0.0218,0.8342 ± 0.0172,0.7799 ± 0.0190,0.7946 ± 0.0172,0.8906 ± 0.0145,0.7750 ± 0.0170,0.6114 ± 0.0177,0.6875 ± 0.0331,0.6171 ± 0.0240,0.8731 ± 0.0181,0.8222 ± 0.0136,0.7750 ± 0.0170,0.7888 ± 0.0149,0.8738 ± 0.0097
knn,0.7912 ± 0.0099,0.5647 ± 0.1050,0.5502 ± 0.0150,0.5423 ± 0.0259,0.8017 ± 0.0382,0.7833 ± 0.0120,0.7912 ± 0.0099,0.7801 ± 0.0099,0.8580 ± 0.0174,0.7794 ± 0.0113,0.5233 ± 0.0073,0.5393 ± 0.0075,0.5271 ± 0.0078,0.7823 ± 0.0182,0.7667 ± 0.0106,0.7794 ± 0.0113,0.7670 ± 0.0114,0.8475 ± 0.0128
gaussian_nb,0.7048 ± 0.0138,0.5689 ± 0.0209,0.6570 ± 0.0700,0.5655 ± 0.0277,0.8598 ± 0.0222,0.7639 ± 0.0145,0.7048 ± 0.0138,0.7117 ± 0.0178,0.8504 ± 0.0148,0.7157 ± 0.0096,0.5826 ± 0.0096,0.6781 ± 0.0248,0.5898 ± 0.0143,0.8640 ± 0.0106,0.7632 ± 0.0073,0.7157 ± 0.0096,0.7214 ± 0.0101,0.8468 ± 0.0064
