,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7842 ± 0.0148,0.5974 ± 0.0283,0.6206 ± 0.0473,0.6028 ± 0.0344,0.7246 ± 0.0259,0.7954 ± 0.0083,0.7842 ± 0.0148,0.7868 ± 0.0122,0.7746 ± 0.0180,0.7794 ± 0.0120,0.6093 ± 0.0446,0.6207 ± 0.0522,0.6132 ± 0.0475,0.7229 ± 0.0299,0.7828 ± 0.0113,0.7794 ± 0.0120,0.7796 ± 0.0118,0.7680 ± 0.0129
random_forest,0.8557 ± 0.0116,0.7272 ± 0.1728,0.6208 ± 0.0474,0.6364 ± 0.0711,0.8874 ± 0.0283,0.8467 ± 0.0221,0.8557 ± 0.0116,0.8478 ± 0.0139,0.9087 ± 0.0087,0.8398 ± 0.0072,0.6526 ± 0.0865,0.5944 ± 0.0232,0.6010 ± 0.0364,0.8903 ± 0.0151,0.8264 ± 0.0120,0.8398 ± 0.0072,0.8307 ± 0.0082,0.8989 ± 0.0080
extra_trees,0.8487 ± 0.0145,0.7996 ± 0.1645,0.6386 ± 0.0520,0.6670 ± 0.0765,0.8797 ± 0.0317,0.8451 ± 0.0216,0.8487 ± 0.0145,0.8423 ± 0.0158,0.8938 ± 0.0145,0.8387 ± 0.0104,0.8269 ± 0.1452,0.6125 ± 0.0294,0.6355 ± 0.0466,0.8805 ± 0.0166,0.8379 ± 0.0199,0.8387 ± 0.0104,0.8305 ± 0.0120,0.8873 ± 0.0087
xgboost,0.8458 ± 0.0114,0.7004 ± 0.0536,0.6472 ± 0.0326,0.6620 ± 0.0350,0.8644 ± 0.0317,0.8417 ± 0.0115,0.8458 ± 0.0114,0.8423 ± 0.0115,0.9009 ± 0.0133,0.8244 ± 0.0116,0.6565 ± 0.0652,0.6111 ± 0.0353,0.6222 ± 0.0431,0.8597 ± 0.0193,0.8156 ± 0.0145,0.8244 ± 0.0116,0.8189 ± 0.0127,0.8839 ± 0.0092
adaboost,0.8194 ± 0.0184,0.6177 ± 0.0329,0.6344 ± 0.0640,0.6192 ± 0.0371,0.8387 ± 0.0192,0.8284 ± 0.0146,0.8194 ± 0.0184,0.8210 ± 0.0185,0.8291 ± 0.0266,0.8047 ± 0.0143,0.6295 ± 0.0354,0.6450 ± 0.0378,0.6345 ± 0.0348,0.8321 ± 0.0115,0.8108 ± 0.0128,0.8047 ± 0.0143,0.8073 ± 0.0133,0.8142 ± 0.0165
svm,0.8623 ± 0.0134,0.8080 ± 0.1663,0.6220 ± 0.0282,0.6397 ± 0.0454,0.8928 ± 0.0265,0.8583 ± 0.0224,0.8623 ± 0.0134,0.8541 ± 0.0146,0.9154 ± 0.0117,0.8484 ± 0.0106,0.6661 ± 0.1643,0.5889 ± 0.0156,0.5873 ± 0.0258,0.8893 ± 0.0210,0.8331 ± 0.0205,0.8484 ± 0.0106,0.8371 ± 0.0109,0.9044 ± 0.0069
logistic_regression,0.8132 ± 0.0159,0.6327 ± 0.0221,0.7098 ± 0.0657,0.6406 ± 0.0303,0.8785 ± 0.0239,0.8540 ± 0.0116,0.8132 ± 0.0159,0.8257 ± 0.0134,0.8963 ± 0.0107,0.8090 ± 0.0125,0.6370 ± 0.0224,0.7110 ± 0.0483,0.6509 ± 0.0308,0.8738 ± 0.0188,0.8408 ± 0.0095,0.8090 ± 0.0125,0.8191 ± 0.0104,0.8852 ± 0.0080
knn,0.8066 ± 0.0155,0.6333 ± 0.0360,0.6417 ± 0.0605,0.6267 ± 0.0401,0.8193 ± 0.0404,0.8158 ± 0.0180,0.8066 ± 0.0155,0.8051 ± 0.0170,0.8753 ± 0.0190,0.8024 ± 0.0120,0.6198 ± 0.0271,0.6238 ± 0.0259,0.6195 ± 0.0269,0.8133 ± 0.0230,0.8074 ± 0.0106,0.8024 ± 0.0120,0.8016 ± 0.0119,0.8700 ± 0.0147
gaussian_nb,0.6802 ± 0.0209,0.5737 ± 0.0155,0.7016 ± 0.0469,0.5575 ± 0.0222,0.8466 ± 0.0408,0.7669 ± 0.0170,0.6802 ± 0.0209,0.6830 ± 0.0249,0.8448 ± 0.0142,0.6858 ± 0.0128,0.5818 ± 0.0064,0.7147 ± 0.0128,0.5739 ± 0.0157,0.8560 ± 0.0147,0.7640 ± 0.0120,0.6858 ± 0.0128,0.6883 ± 0.0119,0.8382 ± 0.0073
