,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7799 ± 0.0151,0.5918 ± 0.0405,0.5990 ± 0.0396,0.5929 ± 0.0395,0.7114 ± 0.0257,0.7841 ± 0.0145,0.7799 ± 0.0151,0.7797 ± 0.0143,0.7668 ± 0.0201,0.7770 ± 0.0142,0.5943 ± 0.0482,0.5959 ± 0.0512,0.5937 ± 0.0494,0.7097 ± 0.0328,0.7780 ± 0.0127,0.7770 ± 0.0142,0.7764 ± 0.0135,0.7649 ± 0.0187
random_forest,0.8432 ± 0.0159,0.6470 ± 0.1469,0.5893 ± 0.0311,0.5929 ± 0.0465,0.8898 ± 0.0274,0.8291 ± 0.0231,0.8432 ± 0.0159,0.8336 ± 0.0175,0.9067 ± 0.0127,0.8258 ± 0.0109,0.6063 ± 0.0763,0.5719 ± 0.0139,0.5712 ± 0.0209,0.8866 ± 0.0174,0.8095 ± 0.0148,0.8258 ± 0.0109,0.8152 ± 0.0115,0.8969 ± 0.0087
extra_trees,0.8370 ± 0.0176,0.6927 ± 0.1785,0.5894 ± 0.0316,0.5976 ± 0.0498,0.8873 ± 0.0262,0.8267 ± 0.0264,0.8370 ± 0.0176,0.8277 ± 0.0188,0.8963 ± 0.0171,0.8237 ± 0.0143,0.6188 ± 0.1458,0.5666 ± 0.0154,0.5636 ± 0.0216,0.8862 ± 0.0172,0.8085 ± 0.0224,0.8237 ± 0.0143,0.8123 ± 0.0146,0.8888 ± 0.0137
xgboost,0.8392 ± 0.0131,0.6671 ± 0.1070,0.6152 ± 0.0448,0.6242 ± 0.0548,0.8768 ± 0.0226,0.8311 ± 0.0129,0.8392 ± 0.0131,0.8335 ± 0.0129,0.8984 ± 0.0141,0.8186 ± 0.0142,0.6255 ± 0.0522,0.5859 ± 0.0238,0.5929 ± 0.0312,0.8754 ± 0.0169,0.8078 ± 0.0148,0.8186 ± 0.0142,0.8120 ± 0.0143,0.8872 ± 0.0101
adaboost,0.8128 ± 0.0223,0.6318 ± 0.0622,0.6471 ± 0.0729,0.6343 ± 0.0590,0.8126 ± 0.0354,0.8158 ± 0.0226,0.8128 ± 0.0223,0.8128 ± 0.0217,0.7923 ± 0.0499,0.7947 ± 0.0179,0.6306 ± 0.0359,0.6364 ± 0.0286,0.6321 ± 0.0319,0.8118 ± 0.0168,0.7975 ± 0.0152,0.7947 ± 0.0179,0.7957 ± 0.0165,0.7821 ± 0.0318
svm,0.8491 ± 0.0157,0.7136 ± 0.1478,0.6224 ± 0.0427,0.6349 ± 0.0594,0.8936 ± 0.0214,0.8408 ± 0.0212,0.8491 ± 0.0157,0.8418 ± 0.0163,0.9119 ± 0.0107,0.8365 ± 0.0106,0.5878 ± 0.0472,0.5796 ± 0.0121,0.5761 ± 0.0174,0.8843 ± 0.0184,0.8186 ± 0.0109,0.8365 ± 0.0106,0.8267 ± 0.0102,0.8986 ± 0.0070
logistic_regression,0.7883 ± 0.0194,0.6182 ± 0.0164,0.7028 ± 0.0604,0.6222 ± 0.0202,0.8834 ± 0.0214,0.8378 ± 0.0173,0.7883 ± 0.0194,0.8017 ± 0.0177,0.8922 ± 0.0158,0.7761 ± 0.0190,0.6110 ± 0.0208,0.6811 ± 0.0385,0.6170 ± 0.0291,0.8720 ± 0.0188,0.8210 ± 0.0133,0.7761 ± 0.0190,0.7894 ± 0.0157,0.8741 ± 0.0087
knn,0.7864 ± 0.0145,0.6631 ± 0.1210,0.6061 ± 0.0484,0.6074 ± 0.0503,0.8019 ± 0.0393,0.7955 ± 0.0184,0.7864 ± 0.0145,0.7817 ± 0.0152,0.8582 ± 0.0189,0.7676 ± 0.0108,0.5867 ± 0.0272,0.5738 ± 0.0193,0.5733 ± 0.0223,0.7806 ± 0.0175,0.7741 ± 0.0110,0.7676 ± 0.0108,0.7632 ± 0.0113,0.8453 ± 0.0138
gaussian_nb,0.7055 ± 0.0135,0.5725 ± 0.0193,0.6665 ± 0.0614,0.5696 ± 0.0264,0.8606 ± 0.0220,0.7664 ± 0.0136,0.7055 ± 0.0135,0.7127 ± 0.0173,0.8507 ± 0.0148,0.7116 ± 0.0118,0.5803 ± 0.0100,0.6808 ± 0.0230,0.5859 ± 0.0146,0.8634 ± 0.0108,0.7629 ± 0.0086,0.7116 ± 0.0118,0.7180 ± 0.0121,0.8464 ± 0.0064
