,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7941 ± 0.0191,0.6048 ± 0.0516,0.6312 ± 0.0791,0.6133 ± 0.0596,0.7339 ± 0.0403,0.7978 ± 0.0176,0.7941 ± 0.0191,0.7940 ± 0.0176,0.7832 ± 0.0210,0.7844 ± 0.0186,0.6237 ± 0.0449,0.6362 ± 0.0424,0.6282 ± 0.0439,0.7337 ± 0.0281,0.7897 ± 0.0170,0.7844 ± 0.0186,0.7856 ± 0.0180,0.7752 ± 0.0191
random_forest,0.8542 ± 0.0116,0.6038 ± 0.1100,0.5883 ± 0.0208,0.5850 ± 0.0316,0.8856 ± 0.0257,0.8356 ± 0.0173,0.8542 ± 0.0116,0.8435 ± 0.0124,0.9094 ± 0.0097,0.8414 ± 0.0083,0.6290 ± 0.1403,0.5796 ± 0.0090,0.5757 ± 0.0153,0.8894 ± 0.0179,0.8240 ± 0.0139,0.8414 ± 0.0083,0.8297 ± 0.0082,0.8982 ± 0.0085
extra_trees,0.8487 ± 0.0174,0.7830 ± 0.1636,0.6387 ± 0.0533,0.6662 ± 0.0782,0.8777 ± 0.0307,0.8439 ± 0.0249,0.8487 ± 0.0174,0.8424 ± 0.0189,0.8947 ± 0.0143,0.8381 ± 0.0106,0.8292 ± 0.1223,0.6191 ± 0.0310,0.6452 ± 0.0484,0.8849 ± 0.0188,0.8377 ± 0.0174,0.8381 ± 0.0106,0.8306 ± 0.0117,0.8871 ± 0.0100
xgboost,0.8396 ± 0.0109,0.6697 ± 0.1044,0.6204 ± 0.0394,0.6312 ± 0.0533,0.8645 ± 0.0310,0.8333 ± 0.0139,0.8396 ± 0.0109,0.8349 ± 0.0113,0.8990 ± 0.0137,0.8228 ± 0.0139,0.6305 ± 0.0704,0.5941 ± 0.0314,0.6010 ± 0.0413,0.8603 ± 0.0226,0.8111 ± 0.0165,0.8228 ± 0.0139,0.8159 ± 0.0144,0.8846 ± 0.0104
adaboost,0.8176 ± 0.0239,0.6010 ± 0.0573,0.6012 ± 0.0473,0.5940 ± 0.0363,0.8370 ± 0.0242,0.8181 ± 0.0180,0.8176 ± 0.0239,0.8154 ± 0.0212,0.8283 ± 0.0280,0.8050 ± 0.0192,0.6339 ± 0.0448,0.6247 ± 0.0401,0.6283 ± 0.0420,0.8333 ± 0.0151,0.8034 ± 0.0186,0.8050 ± 0.0192,0.8038 ± 0.0189,0.8148 ± 0.0215
svm,0.8546 ± 0.0132,0.5698 ± 0.0089,0.5851 ± 0.0089,0.5772 ± 0.0089,0.8978 ± 0.0257,0.8329 ± 0.0127,0.8546 ± 0.0132,0.8435 ± 0.0130,0.9149 ± 0.0129,0.8458 ± 0.0086,0.5646 ± 0.0056,0.5798 ± 0.0061,0.5720 ± 0.0059,0.8929 ± 0.0178,0.8221 ± 0.0082,0.8458 ± 0.0086,0.8336 ± 0.0085,0.9049 ± 0.0076
logistic_regression,0.8029 ± 0.0139,0.6107 ± 0.0239,0.6527 ± 0.0464,0.6155 ± 0.0302,0.8314 ± 0.0282,0.8335 ± 0.0126,0.8029 ± 0.0139,0.8126 ± 0.0132,0.8746 ± 0.0164,0.7976 ± 0.0121,0.6181 ± 0.0143,0.6658 ± 0.0217,0.6293 ± 0.0181,0.8258 ± 0.0325,0.8203 ± 0.0081,0.7976 ± 0.0121,0.8055 ± 0.0099,0.8642 ± 0.0098
knn,0.8136 ± 0.0248,0.7279 ± 0.1568,0.5870 ± 0.0201,0.5977 ± 0.0353,0.8196 ± 0.0481,0.8133 ± 0.0179,0.8136 ± 0.0248,0.8049 ± 0.0237,0.8768 ± 0.0198,0.8083 ± 0.0110,0.7234 ± 0.1634,0.5749 ± 0.0227,0.5787 ± 0.0367,0.8159 ± 0.0175,0.8053 ± 0.0192,0.8083 ± 0.0110,0.7986 ± 0.0111,0.8705 ± 0.0124
gaussian_nb,0.6824 ± 0.0236,0.5740 ± 0.0171,0.6940 ± 0.0457,0.5580 ± 0.0249,0.8469 ± 0.0407,0.7671 ± 0.0172,0.6824 ± 0.0236,0.6847 ± 0.0268,0.8454 ± 0.0143,0.6862 ± 0.0136,0.5818 ± 0.0061,0.7131 ± 0.0177,0.5740 ± 0.0168,0.8561 ± 0.0153,0.7639 ± 0.0108,0.6862 ± 0.0136,0.6885 ± 0.0125,0.8386 ± 0.0071
