,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.5000 ± 0.0282,0.3567 ± 0.0264,0.3549 ± 0.0276,0.3553 ± 0.0266,0.5158 ± 0.0206,0.5050 ± 0.0294,0.5000 ± 0.0282,0.5018 ± 0.0289,0.5203 ± 0.0282,0.4811 ± 0.0122,0.3402 ± 0.0140,0.3412 ± 0.0163,0.3403 ± 0.0146,0.5024 ± 0.0112,0.4836 ± 0.0120,0.4811 ± 0.0122,0.4823 ± 0.0119,0.5013 ± 0.0131
random_forest,0.5502 ± 0.0174,0.3648 ± 0.0124,0.3699 ± 0.0124,0.3624 ± 0.0137,0.6094 ± 0.0292,0.5342 ± 0.0177,0.5502 ± 0.0174,0.5350 ± 0.0191,0.5746 ± 0.0158,0.5277 ± 0.0171,0.3488 ± 0.0124,0.3544 ± 0.0118,0.3462 ± 0.0119,0.5914 ± 0.0260,0.5098 ± 0.0176,0.5277 ± 0.0171,0.5109 ± 0.0171,0.5479 ± 0.0199
extra_trees,0.5480 ± 0.0185,0.3634 ± 0.0130,0.3696 ± 0.0116,0.3636 ± 0.0107,0.6057 ± 0.0356,0.5323 ± 0.0184,0.5480 ± 0.0185,0.5359 ± 0.0161,0.5729 ± 0.0204,0.5256 ± 0.0162,0.3473 ± 0.0117,0.3541 ± 0.0112,0.3472 ± 0.0114,0.5990 ± 0.0253,0.5078 ± 0.0166,0.5256 ± 0.0162,0.5115 ± 0.0163,0.5486 ± 0.0185
xgboost,0.5593 ± 0.0224,0.4125 ± 0.1053,0.3898 ± 0.0269,0.3899 ± 0.0337,0.6101 ± 0.0272,0.5525 ± 0.0245,0.5593 ± 0.0224,0.5544 ± 0.0228,0.5961 ± 0.0267,0.5242 ± 0.0149,0.3575 ± 0.0223,0.3586 ± 0.0114,0.3564 ± 0.0129,0.5955 ± 0.0303,0.5139 ± 0.0147,0.5242 ± 0.0149,0.5184 ± 0.0147,0.5575 ± 0.0206
adaboost,0.5359 ± 0.0212,0.3752 ± 0.0232,0.3756 ± 0.0246,0.3734 ± 0.0226,0.5968 ± 0.0227,0.5388 ± 0.0208,0.5359 ± 0.0212,0.5346 ± 0.0200,0.5387 ± 0.0154,0.5297 ± 0.0144,0.3756 ± 0.0163,0.3762 ± 0.0190,0.3753 ± 0.0169,0.5969 ± 0.0247,0.5308 ± 0.0143,0.5297 ± 0.0144,0.5296 ± 0.0139,0.5405 ± 0.0131
svm,0.5670 ± 0.0197,0.3771 ± 0.0130,0.3862 ± 0.0132,0.3808 ± 0.0132,0.6389 ± 0.0307,0.5525 ± 0.0187,0.5670 ± 0.0197,0.5586 ± 0.0193,0.6085 ± 0.0196,0.5522 ± 0.0121,0.3668 ± 0.0083,0.3769 ± 0.0089,0.3716 ± 0.0087,0.6288 ± 0.0219,0.5361 ± 0.0120,0.5522 ± 0.0121,0.5438 ± 0.0122,0.5845 ± 0.0119
logistic_regression,0.4832 ± 0.0242,0.3825 ± 0.0210,0.4049 ± 0.0565,0.3654 ± 0.0225,0.5878 ± 0.0337,0.5408 ± 0.0276,0.4832 ± 0.0242,0.4966 ± 0.0252,0.5613 ± 0.0216,0.4892 ± 0.0144,0.3888 ± 0.0121,0.4187 ± 0.0244,0.3764 ± 0.0146,0.5905 ± 0.0271,0.5422 ± 0.0158,0.4892 ± 0.0144,0.5021 ± 0.0149,0.5686 ± 0.0199
knn,0.5172 ± 0.0153,0.3590 ± 0.0250,0.3645 ± 0.0358,0.3593 ± 0.0288,0.5424 ± 0.0248,0.5196 ± 0.0156,0.5172 ± 0.0153,0.5158 ± 0.0158,0.5509 ± 0.0190,0.4983 ± 0.0245,0.3549 ± 0.0212,0.3558 ± 0.0228,0.3538 ± 0.0221,0.5266 ± 0.0200,0.5041 ± 0.0230,0.4983 ± 0.0245,0.4992 ± 0.0241,0.5348 ± 0.0179
gaussian_nb,0.2758 ± 0.1850,0.3842 ± 0.0613,0.4151 ± 0.0929,0.2117 ± 0.1269,0.5778 ± 0.0379,0.5429 ± 0.0918,0.2758 ± 0.1850,0.2576 ± 0.1607,0.5409 ± 0.0312,0.2568 ± 0.1483,0.3535 ± 0.0374,0.3845 ± 0.0528,0.2024 ± 0.0965,0.5508 ± 0.0319,0.4966 ± 0.0577,0.2568 ± 0.1483,0.2493 ± 0.1271,0.5302 ± 0.0165
