,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.5059 ± 0.0344,0.3556 ± 0.0170,0.3582 ± 0.0187,0.3554 ± 0.0171,0.5184 ± 0.0169,0.5112 ± 0.0321,0.5059 ± 0.0344,0.5078 ± 0.0333,0.5250 ± 0.0309,0.4832 ± 0.0175,0.3511 ± 0.0194,0.3551 ± 0.0257,0.3522 ± 0.0211,0.5094 ± 0.0144,0.4868 ± 0.0180,0.4832 ± 0.0175,0.4846 ± 0.0178,0.5031 ± 0.0183
random_forest,0.5615 ± 0.0181,0.3730 ± 0.0129,0.3779 ± 0.0126,0.3709 ± 0.0129,0.6150 ± 0.0243,0.5459 ± 0.0185,0.5615 ± 0.0181,0.5470 ± 0.0184,0.5875 ± 0.0203,0.5461 ± 0.0176,0.3626 ± 0.0131,0.3681 ± 0.0119,0.3614 ± 0.0119,0.6188 ± 0.0307,0.5296 ± 0.0186,0.5461 ± 0.0176,0.5320 ± 0.0172,0.5735 ± 0.0201
extra_trees,0.5634 ± 0.0184,0.3745 ± 0.0125,0.3804 ± 0.0131,0.3744 ± 0.0137,0.6173 ± 0.0348,0.5481 ± 0.0181,0.5634 ± 0.0184,0.5513 ± 0.0193,0.5869 ± 0.0216,0.5434 ± 0.0123,0.3599 ± 0.0091,0.3675 ± 0.0089,0.3615 ± 0.0092,0.6130 ± 0.0227,0.5260 ± 0.0128,0.5434 ± 0.0123,0.5315 ± 0.0129,0.5668 ± 0.0191
xgboost,0.5432 ± 0.0209,0.3843 ± 0.0443,0.3774 ± 0.0205,0.3773 ± 0.0272,0.5962 ± 0.0246,0.5325 ± 0.0186,0.5432 ± 0.0209,0.5362 ± 0.0196,0.5767 ± 0.0233,0.5343 ± 0.0227,0.3868 ± 0.0555,0.3723 ± 0.0217,0.3728 ± 0.0275,0.6029 ± 0.0310,0.5237 ± 0.0220,0.5343 ± 0.0227,0.5278 ± 0.0218,0.5635 ± 0.0249
adaboost,0.5366 ± 0.0271,0.3843 ± 0.0370,0.3777 ± 0.0301,0.3737 ± 0.0360,0.5909 ± 0.0240,0.5371 ± 0.0278,0.5366 ± 0.0271,0.5284 ± 0.0355,0.5316 ± 0.0143,0.5360 ± 0.0165,0.3944 ± 0.0219,0.3914 ± 0.0226,0.3916 ± 0.0216,0.6090 ± 0.0128,0.5338 ± 0.0168,0.5360 ± 0.0165,0.5345 ± 0.0165,0.5383 ± 0.0108
svm,0.5630 ± 0.0204,0.3740 ± 0.0142,0.3818 ± 0.0142,0.3769 ± 0.0142,0.6238 ± 0.0239,0.5478 ± 0.0203,0.5630 ± 0.0204,0.5539 ± 0.0203,0.6057 ± 0.0159,0.5509 ± 0.0140,0.3660 ± 0.0098,0.3747 ± 0.0094,0.3697 ± 0.0095,0.6106 ± 0.0202,0.5350 ± 0.0141,0.5509 ± 0.0140,0.5419 ± 0.0138,0.5722 ± 0.0167
logistic_regression,0.4799 ± 0.0254,0.3879 ± 0.0177,0.4068 ± 0.0255,0.3661 ± 0.0172,0.6031 ± 0.0242,0.5501 ± 0.0274,0.4799 ± 0.0254,0.4993 ± 0.0251,0.5807 ± 0.0156,0.4791 ± 0.0114,0.3877 ± 0.0123,0.4173 ± 0.0240,0.3697 ± 0.0112,0.6003 ± 0.0125,0.5433 ± 0.0153,0.4791 ± 0.0114,0.4949 ± 0.0115,0.5695 ± 0.0073
knn,0.5117 ± 0.0291,0.3677 ± 0.0266,0.3741 ± 0.0376,0.3660 ± 0.0286,0.5466 ± 0.0361,0.5263 ± 0.0308,0.5117 ± 0.0291,0.5165 ± 0.0305,0.5579 ± 0.0331,0.4860 ± 0.0165,0.3534 ± 0.0134,0.3570 ± 0.0172,0.3525 ± 0.0147,0.5518 ± 0.0190,0.5002 ± 0.0152,0.4860 ± 0.0165,0.4918 ± 0.0162,0.5420 ± 0.0177
gaussian_nb,0.4106 ± 0.0111,0.3463 ± 0.0822,0.4634 ± 0.0439,0.2687 ± 0.0150,0.6208 ± 0.0364,0.4758 ± 0.1270,0.4106 ± 0.0111,0.3196 ± 0.0261,0.5895 ± 0.0347,0.4097 ± 0.0115,0.3945 ± 0.0466,0.4551 ± 0.0329,0.2720 ± 0.0174,0.6019 ± 0.0352,0.5477 ± 0.0686,0.4097 ± 0.0115,0.3194 ± 0.0218,0.5693 ± 0.0172
