,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.8396 ± 0.0206,0.6925 ± 0.0558,0.6923 ± 0.0622,0.6848 ± 0.0500,0.7963 ± 0.0324,0.8426 ± 0.0189,0.8396 ± 0.0206,0.8394 ± 0.0194,0.8505 ± 0.0191,0.8322 ± 0.0133,0.6668 ± 0.0367,0.6675 ± 0.0367,0.6667 ± 0.0365,0.7819 ± 0.0195,0.8327 ± 0.0129,0.8322 ± 0.0133,0.8323 ± 0.0130,0.8443 ± 0.0136
random_forest,0.9015 ± 0.0119,0.6345 ± 0.1046,0.6219 ± 0.0157,0.6173 ± 0.0262,0.9479 ± 0.0087,0.8811 ± 0.0132,0.9015 ± 0.0119,0.8901 ± 0.0116,0.9581 ± 0.0080,0.8967 ± 0.0083,0.5984 ± 0.0055,0.6154 ± 0.0058,0.6068 ± 0.0056,0.9553 ± 0.0052,0.8714 ± 0.0080,0.8967 ± 0.0083,0.8838 ± 0.0081,0.9594 ± 0.0034
extra_trees,0.9018 ± 0.0129,0.7014 ± 0.1617,0.6312 ± 0.0246,0.6339 ± 0.0413,0.9514 ± 0.0141,0.8867 ± 0.0183,0.9018 ± 0.0129,0.8914 ± 0.0131,0.9619 ± 0.0067,0.8953 ± 0.0039,0.7640 ± 0.1754,0.6284 ± 0.0162,0.6323 ± 0.0301,0.9582 ± 0.0058,0.8841 ± 0.0152,0.8953 ± 0.0039,0.8841 ± 0.0041,0.9606 ± 0.0036
xgboost,0.8982 ± 0.0166,0.8199 ± 0.1232,0.6788 ± 0.0451,0.7026 ± 0.0574,0.9341 ± 0.0164,0.8950 ± 0.0209,0.8982 ± 0.0166,0.8923 ± 0.0177,0.9562 ± 0.0095,0.8961 ± 0.0086,0.8476 ± 0.0321,0.6833 ± 0.0229,0.7153 ± 0.0297,0.9378 ± 0.0109,0.8931 ± 0.0094,0.8961 ± 0.0086,0.8902 ± 0.0089,0.9543 ± 0.0067
adaboost,0.8696 ± 0.0171,0.7596 ± 0.0519,0.7262 ± 0.0355,0.7364 ± 0.0329,0.9082 ± 0.0148,0.8699 ± 0.0165,0.8696 ± 0.0171,0.8686 ± 0.0172,0.8983 ± 0.0156,0.8695 ± 0.0093,0.7679 ± 0.0532,0.7149 ± 0.0316,0.7341 ± 0.0340,0.9117 ± 0.0100,0.8675 ± 0.0102,0.8695 ± 0.0093,0.8677 ± 0.0097,0.9038 ± 0.0130
svm,0.8806 ± 0.0104,0.5873 ± 0.0066,0.6032 ± 0.0076,0.5949 ± 0.0071,0.9466 ± 0.0064,0.8585 ± 0.0100,0.8806 ± 0.0104,0.8691 ± 0.0102,0.9538 ± 0.0046,0.8783 ± 0.0055,0.5859 ± 0.0036,0.6029 ± 0.0039,0.5942 ± 0.0037,0.9468 ± 0.0048,0.8535 ± 0.0053,0.8783 ± 0.0055,0.8657 ± 0.0054,0.9531 ± 0.0029
logistic_regression,0.8634 ± 0.0197,0.7293 ± 0.0556,0.7186 ± 0.0315,0.7179 ± 0.0325,0.9038 ± 0.0177,0.8663 ± 0.0196,0.8634 ± 0.0197,0.8635 ± 0.0197,0.9286 ± 0.0124,0.8552 ± 0.0103,0.7056 ± 0.0271,0.7030 ± 0.0263,0.7037 ± 0.0261,0.8967 ± 0.0233,0.8551 ± 0.0106,0.8552 ± 0.0103,0.8548 ± 0.0105,0.9227 ± 0.0108
knn,0.5689 ± 0.0193,0.4555 ± 0.0162,0.4083 ± 0.0124,0.3491 ± 0.0192,0.7145 ± 0.0391,0.6774 ± 0.0248,0.5689 ± 0.0193,0.4984 ± 0.0294,0.7335 ± 0.0254,0.5634 ± 0.0085,0.4494 ± 0.0060,0.4065 ± 0.0054,0.3451 ± 0.0085,0.7110 ± 0.0231,0.6667 ± 0.0092,0.5634 ± 0.0085,0.4905 ± 0.0131,0.7329 ± 0.0119
gaussian_nb,0.8238 ± 0.0384,0.6545 ± 0.0361,0.7488 ± 0.0822,0.6602 ± 0.0527,0.8690 ± 0.0660,0.8797 ± 0.0223,0.8238 ± 0.0384,0.8437 ± 0.0304,0.9234 ± 0.0160,0.8127 ± 0.0181,0.6488 ± 0.0092,0.7538 ± 0.0275,0.6565 ± 0.0160,0.8644 ± 0.0241,0.8682 ± 0.0086,0.8127 ± 0.0181,0.8328 ± 0.0125,0.9176 ± 0.0034
