,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.5007 ± 0.0330,0.3514 ± 0.0250,0.3508 ± 0.0259,0.3494 ± 0.0245,0.5156 ± 0.0239,0.5094 ± 0.0357,0.5007 ± 0.0330,0.5039 ± 0.0341,0.5251 ± 0.0362,0.5066 ± 0.0262,0.3721 ± 0.0285,0.3727 ± 0.0280,0.3721 ± 0.0279,0.5254 ± 0.0221,0.5076 ± 0.0266,0.5066 ± 0.0262,0.5069 ± 0.0263,0.5237 ± 0.0265
random_forest,0.5791 ± 0.0208,0.3862 ± 0.0158,0.3893 ± 0.0140,0.3820 ± 0.0139,0.6279 ± 0.0258,0.5647 ± 0.0222,0.5791 ± 0.0208,0.5636 ± 0.0201,0.6085 ± 0.0234,0.5590 ± 0.0121,0.3711 ± 0.0094,0.3759 ± 0.0083,0.3677 ± 0.0086,0.6076 ± 0.0299,0.5416 ± 0.0132,0.5590 ± 0.0121,0.5418 ± 0.0123,0.5812 ± 0.0161
extra_trees,0.5656 ± 0.0259,0.3759 ± 0.0199,0.3808 ± 0.0175,0.3738 ± 0.0180,0.6260 ± 0.0321,0.5502 ± 0.0282,0.5656 ± 0.0259,0.5513 ± 0.0258,0.6041 ± 0.0250,0.5580 ± 0.0168,0.3697 ± 0.0125,0.3767 ± 0.0113,0.3699 ± 0.0113,0.6150 ± 0.0269,0.5400 ± 0.0176,0.5580 ± 0.0168,0.5441 ± 0.0163,0.5738 ± 0.0234
xgboost,0.5553 ± 0.0259,0.3710 ± 0.0180,0.3770 ± 0.0178,0.3731 ± 0.0178,0.6100 ± 0.0291,0.5438 ± 0.0258,0.5553 ± 0.0259,0.5483 ± 0.0257,0.5920 ± 0.0270,0.5352 ± 0.0170,0.3569 ± 0.0116,0.3643 ± 0.0114,0.3601 ± 0.0114,0.5966 ± 0.0214,0.5221 ± 0.0167,0.5352 ± 0.0170,0.5280 ± 0.0166,0.5576 ± 0.0154
adaboost,0.5403 ± 0.0246,0.3681 ± 0.0171,0.3667 ± 0.0216,0.3613 ± 0.0257,0.5847 ± 0.0405,0.5394 ± 0.0258,0.5403 ± 0.0246,0.5312 ± 0.0335,0.5405 ± 0.0230,0.5329 ± 0.0157,0.3739 ± 0.0134,0.3723 ± 0.0100,0.3718 ± 0.0110,0.5906 ± 0.0186,0.5285 ± 0.0149,0.5329 ± 0.0157,0.5295 ± 0.0164,0.5360 ± 0.0080
svm,0.5912 ± 0.0162,0.3938 ± 0.0110,0.4033 ± 0.0115,0.3979 ± 0.0115,0.6643 ± 0.0159,0.5769 ± 0.0161,0.5912 ± 0.0162,0.5831 ± 0.0165,0.6377 ± 0.0114,0.5715 ± 0.0115,0.3801 ± 0.0076,0.3911 ± 0.0079,0.3855 ± 0.0078,0.6517 ± 0.0153,0.5557 ± 0.0109,0.5715 ± 0.0115,0.5634 ± 0.0112,0.6141 ± 0.0109
logistic_regression,0.4905 ± 0.0199,0.4003 ± 0.0222,0.4557 ± 0.0635,0.3834 ± 0.0289,0.5987 ± 0.0470,0.5555 ± 0.0200,0.4905 ± 0.0199,0.5024 ± 0.0207,0.5757 ± 0.0183,0.5003 ± 0.0126,0.4035 ± 0.0127,0.4559 ± 0.0305,0.3945 ± 0.0153,0.6111 ± 0.0228,0.5537 ± 0.0130,0.5003 ± 0.0126,0.5118 ± 0.0115,0.5744 ± 0.0132
knn,0.5458 ± 0.0218,0.3776 ± 0.0275,0.3792 ± 0.0220,0.3767 ± 0.0245,0.5583 ± 0.0306,0.5451 ± 0.0229,0.5458 ± 0.0218,0.5431 ± 0.0217,0.5810 ± 0.0232,0.5119 ± 0.0196,0.3646 ± 0.0338,0.3614 ± 0.0228,0.3609 ± 0.0258,0.5464 ± 0.0184,0.5146 ± 0.0190,0.5119 ± 0.0196,0.5115 ± 0.0188,0.5559 ± 0.0229
gaussian_nb,0.4630 ± 0.0329,0.3924 ± 0.0248,0.4595 ± 0.0599,0.3558 ± 0.0333,0.6172 ± 0.0414,0.5418 ± 0.0291,0.4630 ± 0.0329,0.4534 ± 0.0348,0.5839 ± 0.0244,0.4451 ± 0.0327,0.3891 ± 0.0152,0.4538 ± 0.0488,0.3457 ± 0.0295,0.6039 ± 0.0398,0.5366 ± 0.0144,0.4451 ± 0.0327,0.4372 ± 0.0287,0.5668 ± 0.0151
