,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7835 ± 0.0299,0.5947 ± 0.0524,0.6105 ± 0.0555,0.5983 ± 0.0526,0.7197 ± 0.0341,0.7924 ± 0.0242,0.7835 ± 0.0299,0.7858 ± 0.0265,0.7737 ± 0.0259,0.7838 ± 0.0150,0.6078 ± 0.0271,0.6198 ± 0.0287,0.6122 ± 0.0275,0.7236 ± 0.0152,0.7886 ± 0.0143,0.7838 ± 0.0150,0.7853 ± 0.0148,0.7721 ± 0.0166
random_forest,0.8377 ± 0.0123,0.5892 ± 0.0607,0.5817 ± 0.0221,0.5806 ± 0.0314,0.8903 ± 0.0220,0.8220 ± 0.0128,0.8377 ± 0.0123,0.8292 ± 0.0126,0.9079 ± 0.0060,0.8296 ± 0.0067,0.6547 ± 0.0978,0.5926 ± 0.0259,0.6020 ± 0.0407,0.8845 ± 0.0116,0.8181 ± 0.0100,0.8296 ± 0.0067,0.8215 ± 0.0072,0.8986 ± 0.0055
extra_trees,0.8253 ± 0.0142,0.6221 ± 0.1137,0.5824 ± 0.0302,0.5861 ± 0.0425,0.8763 ± 0.0256,0.8127 ± 0.0187,0.8253 ± 0.0142,0.8173 ± 0.0154,0.8898 ± 0.0104,0.8200 ± 0.0098,0.6291 ± 0.0782,0.5807 ± 0.0219,0.5868 ± 0.0336,0.8795 ± 0.0146,0.8075 ± 0.0107,0.8200 ± 0.0098,0.8117 ± 0.0104,0.8825 ± 0.0096
xgboost,0.8333 ± 0.0149,0.6085 ± 0.0795,0.5980 ± 0.0433,0.5997 ± 0.0542,0.8771 ± 0.0249,0.8229 ± 0.0173,0.8333 ± 0.0149,0.8274 ± 0.0152,0.8989 ± 0.0122,0.8220 ± 0.0074,0.6409 ± 0.0700,0.6043 ± 0.0370,0.6138 ± 0.0483,0.8573 ± 0.0159,0.8126 ± 0.0105,0.8220 ± 0.0074,0.8165 ± 0.0084,0.8824 ± 0.0087
adaboost,0.8421 ± 0.0175,0.6672 ± 0.1011,0.6446 ± 0.0610,0.6418 ± 0.0496,0.8547 ± 0.0280,0.8414 ± 0.0167,0.8421 ± 0.0175,0.8405 ± 0.0153,0.8499 ± 0.0290,0.8259 ± 0.0249,0.6623 ± 0.0487,0.6562 ± 0.0441,0.6554 ± 0.0416,0.8484 ± 0.0083,0.8265 ± 0.0220,0.8259 ± 0.0249,0.8256 ± 0.0235,0.8399 ± 0.0136
svm,0.8524 ± 0.0167,0.5690 ± 0.0111,0.5848 ± 0.0118,0.5762 ± 0.0113,0.8947 ± 0.0183,0.8330 ± 0.0165,0.8524 ± 0.0167,0.8417 ± 0.0164,0.9156 ± 0.0099,0.8410 ± 0.0076,0.5977 ± 0.0637,0.5831 ± 0.0120,0.5789 ± 0.0182,0.8895 ± 0.0178,0.8221 ± 0.0110,0.8410 ± 0.0076,0.8303 ± 0.0081,0.9045 ± 0.0061
logistic_regression,0.7875 ± 0.0237,0.6143 ± 0.0240,0.6845 ± 0.0605,0.6124 ± 0.0298,0.8721 ± 0.0200,0.8439 ± 0.0201,0.7875 ± 0.0237,0.8041 ± 0.0210,0.8891 ± 0.0116,0.7920 ± 0.0144,0.6285 ± 0.0177,0.7175 ± 0.0373,0.6399 ± 0.0258,0.8643 ± 0.0100,0.8343 ± 0.0085,0.7920 ± 0.0144,0.8051 ± 0.0117,0.8797 ± 0.0059
knn,0.7813 ± 0.0223,0.5860 ± 0.0315,0.6111 ± 0.0567,0.5882 ± 0.0380,0.8130 ± 0.0499,0.8042 ± 0.0165,0.7813 ± 0.0223,0.7873 ± 0.0197,0.8694 ± 0.0234,0.7742 ± 0.0126,0.5951 ± 0.0203,0.6329 ± 0.0317,0.6032 ± 0.0254,0.8245 ± 0.0237,0.7960 ± 0.0089,0.7742 ± 0.0126,0.7809 ± 0.0110,0.8629 ± 0.0110
gaussian_nb,0.6795 ± 0.0172,0.5633 ± 0.0143,0.6736 ± 0.0572,0.5465 ± 0.0177,0.8360 ± 0.0198,0.7618 ± 0.0156,0.6795 ± 0.0172,0.6851 ± 0.0162,0.8410 ± 0.0098,0.6813 ± 0.0197,0.5738 ± 0.0124,0.7043 ± 0.0252,0.5682 ± 0.0218,0.8443 ± 0.0133,0.7541 ± 0.0117,0.6813 ± 0.0197,0.6842 ± 0.0197,0.8367 ± 0.0080
