,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7949 ± 0.0193,0.6482 ± 0.0912,0.6405 ± 0.0509,0.6301 ± 0.0462,0.7403 ± 0.0241,0.8007 ± 0.0160,0.7949 ± 0.0193,0.7954 ± 0.0166,0.7858 ± 0.0170,0.7772 ± 0.0180,0.6022 ± 0.0430,0.6174 ± 0.0515,0.6073 ± 0.0464,0.7206 ± 0.0309,0.7832 ± 0.0164,0.7772 ± 0.0180,0.7787 ± 0.0175,0.7667 ± 0.0181
random_forest,0.8579 ± 0.0121,0.7068 ± 0.1742,0.6134 ± 0.0419,0.6250 ± 0.0652,0.8877 ± 0.0256,0.8476 ± 0.0194,0.8579 ± 0.0121,0.8495 ± 0.0131,0.9087 ± 0.0085,0.8437 ± 0.0074,0.6534 ± 0.0975,0.5882 ± 0.0151,0.5901 ± 0.0249,0.8894 ± 0.0159,0.8290 ± 0.0130,0.8437 ± 0.0074,0.8332 ± 0.0080,0.8984 ± 0.0087
extra_trees,0.8502 ± 0.0147,0.8005 ± 0.1657,0.6395 ± 0.0574,0.6667 ± 0.0815,0.8767 ± 0.0315,0.8464 ± 0.0228,0.8502 ± 0.0147,0.8436 ± 0.0165,0.8934 ± 0.0136,0.8352 ± 0.0104,0.8129 ± 0.1236,0.6136 ± 0.0292,0.6371 ± 0.0447,0.8829 ± 0.0176,0.8344 ± 0.0172,0.8352 ± 0.0104,0.8277 ± 0.0116,0.8866 ± 0.0093
xgboost,0.8454 ± 0.0127,0.6964 ± 0.1026,0.6376 ± 0.0468,0.6512 ± 0.0568,0.8675 ± 0.0314,0.8400 ± 0.0157,0.8454 ± 0.0127,0.8411 ± 0.0135,0.9004 ± 0.0118,0.8219 ± 0.0090,0.6175 ± 0.0532,0.5972 ± 0.0335,0.6019 ± 0.0407,0.8633 ± 0.0211,0.8106 ± 0.0117,0.8219 ± 0.0090,0.8157 ± 0.0100,0.8849 ± 0.0098
adaboost,0.8238 ± 0.0235,0.6176 ± 0.0258,0.6277 ± 0.0506,0.6178 ± 0.0268,0.8418 ± 0.0208,0.8263 ± 0.0149,0.8238 ± 0.0235,0.8231 ± 0.0215,0.8348 ± 0.0238,0.8038 ± 0.0108,0.6310 ± 0.0372,0.6306 ± 0.0344,0.6294 ± 0.0333,0.8344 ± 0.0126,0.8046 ± 0.0115,0.8038 ± 0.0108,0.8039 ± 0.0110,0.8171 ± 0.0175
svm,0.8593 ± 0.0116,0.6065 ± 0.1082,0.5929 ± 0.0190,0.5887 ± 0.0298,0.8901 ± 0.0212,0.8406 ± 0.0158,0.8593 ± 0.0116,0.8487 ± 0.0119,0.9137 ± 0.0116,0.8481 ± 0.0094,0.6992 ± 0.1708,0.5886 ± 0.0097,0.5874 ± 0.0173,0.8874 ± 0.0197,0.8356 ± 0.0152,0.8481 ± 0.0094,0.8368 ± 0.0091,0.9036 ± 0.0072
logistic_regression,0.8121 ± 0.0154,0.6309 ± 0.0224,0.7046 ± 0.0644,0.6380 ± 0.0307,0.8730 ± 0.0248,0.8529 ± 0.0104,0.8121 ± 0.0154,0.8247 ± 0.0115,0.8941 ± 0.0105,0.8101 ± 0.0118,0.6399 ± 0.0218,0.7169 ± 0.0429,0.6548 ± 0.0293,0.8734 ± 0.0161,0.8416 ± 0.0074,0.8101 ± 0.0118,0.8201 ± 0.0095,0.8860 ± 0.0074
knn,0.7890 ± 0.0177,0.6055 ± 0.0335,0.6351 ± 0.0520,0.6064 ± 0.0343,0.8203 ± 0.0344,0.8129 ± 0.0175,0.7890 ± 0.0177,0.7929 ± 0.0190,0.8691 ± 0.0193,0.7885 ± 0.0125,0.6091 ± 0.0180,0.6412 ± 0.0271,0.6173 ± 0.0212,0.8372 ± 0.0159,0.8051 ± 0.0124,0.7885 ± 0.0125,0.7919 ± 0.0128,0.8686 ± 0.0160
gaussian_nb,0.6788 ± 0.0200,0.5745 ± 0.0144,0.7052 ± 0.0459,0.5572 ± 0.0205,0.8482 ± 0.0441,0.7672 ± 0.0159,0.6788 ± 0.0200,0.6814 ± 0.0238,0.8456 ± 0.0150,0.6865 ± 0.0069,0.5794 ± 0.0102,0.7081 ± 0.0386,0.5728 ± 0.0179,0.8530 ± 0.0168,0.7614 ± 0.0099,0.6865 ± 0.0069,0.6887 ± 0.0062,0.8384 ± 0.0067
