,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7802 ± 0.0244,0.5994 ± 0.0477,0.6129 ± 0.0540,0.5974 ± 0.0423,0.7197 ± 0.0350,0.7921 ± 0.0239,0.7802 ± 0.0244,0.7837 ± 0.0235,0.7710 ± 0.0258,0.7923 ± 0.0127,0.6215 ± 0.0375,0.6219 ± 0.0396,0.6200 ± 0.0381,0.7283 ± 0.0243,0.7938 ± 0.0125,0.7923 ± 0.0127,0.7921 ± 0.0124,0.7805 ± 0.0154
random_forest,0.8377 ± 0.0102,0.5931 ± 0.1045,0.5770 ± 0.0156,0.5741 ± 0.0262,0.8838 ± 0.0218,0.8201 ± 0.0122,0.8377 ± 0.0102,0.8277 ± 0.0106,0.9080 ± 0.0062,0.8316 ± 0.0088,0.5557 ± 0.0059,0.5695 ± 0.0062,0.5622 ± 0.0061,0.8863 ± 0.0128,0.8088 ± 0.0086,0.8316 ± 0.0088,0.8196 ± 0.0087,0.8992 ± 0.0046
extra_trees,0.8260 ± 0.0154,0.6276 ± 0.1417,0.5829 ± 0.0380,0.5872 ± 0.0557,0.8771 ± 0.0252,0.8132 ± 0.0212,0.8260 ± 0.0154,0.8178 ± 0.0166,0.8902 ± 0.0095,0.8173 ± 0.0121,0.6199 ± 0.0908,0.5719 ± 0.0178,0.5749 ± 0.0279,0.8810 ± 0.0160,0.8033 ± 0.0152,0.8173 ± 0.0121,0.8080 ± 0.0127,0.8841 ± 0.0093
xgboost,0.8341 ± 0.0161,0.6018 ± 0.0638,0.5941 ± 0.0372,0.5952 ± 0.0469,0.8731 ± 0.0266,0.8224 ± 0.0173,0.8341 ± 0.0161,0.8277 ± 0.0162,0.8980 ± 0.0118,0.8214 ± 0.0071,0.6421 ± 0.0936,0.5916 ± 0.0305,0.6010 ± 0.0456,0.8555 ± 0.0162,0.8111 ± 0.0092,0.8214 ± 0.0071,0.8148 ± 0.0071,0.8818 ± 0.0094
adaboost,0.8300 ± 0.0207,0.6064 ± 0.0465,0.6146 ± 0.0613,0.6067 ± 0.0469,0.8468 ± 0.0235,0.8256 ± 0.0204,0.8300 ± 0.0207,0.8263 ± 0.0210,0.8388 ± 0.0246,0.8178 ± 0.0255,0.6450 ± 0.0458,0.6315 ± 0.0407,0.6349 ± 0.0402,0.8439 ± 0.0086,0.8160 ± 0.0231,0.8178 ± 0.0255,0.8162 ± 0.0247,0.8367 ± 0.0150
svm,0.8473 ± 0.0175,0.5648 ± 0.0116,0.5810 ± 0.0125,0.5723 ± 0.0119,0.8981 ± 0.0212,0.8267 ± 0.0173,0.8473 ± 0.0175,0.8361 ± 0.0172,0.9143 ± 0.0103,0.8379 ± 0.0082,0.5585 ± 0.0054,0.5754 ± 0.0060,0.5667 ± 0.0056,0.8936 ± 0.0157,0.8143 ± 0.0081,0.8379 ± 0.0082,0.8258 ± 0.0081,0.9047 ± 0.0064
logistic_regression,0.7949 ± 0.0152,0.6006 ± 0.0198,0.6388 ± 0.0452,0.6007 ± 0.0223,0.8323 ± 0.0280,0.8339 ± 0.0199,0.7949 ± 0.0152,0.8072 ± 0.0155,0.8731 ± 0.0131,0.7847 ± 0.0140,0.5995 ± 0.0182,0.6397 ± 0.0362,0.6052 ± 0.0245,0.8110 ± 0.0198,0.8158 ± 0.0100,0.7847 ± 0.0140,0.7964 ± 0.0115,0.8614 ± 0.0071
knn,0.8110 ± 0.0153,0.5751 ± 0.1052,0.5620 ± 0.0173,0.5562 ± 0.0275,0.7919 ± 0.0380,0.7970 ± 0.0164,0.8110 ± 0.0153,0.8008 ± 0.0152,0.8719 ± 0.0164,0.8044 ± 0.0095,0.6311 ± 0.1386,0.5609 ± 0.0114,0.5576 ± 0.0189,0.8079 ± 0.0186,0.7920 ± 0.0147,0.8044 ± 0.0095,0.7937 ± 0.0096,0.8669 ± 0.0118
gaussian_nb,0.6802 ± 0.0182,0.5667 ± 0.0137,0.6831 ± 0.0526,0.5507 ± 0.0173,0.8436 ± 0.0133,0.7634 ± 0.0153,0.6802 ± 0.0182,0.6857 ± 0.0172,0.8428 ± 0.0097,0.6766 ± 0.0252,0.5725 ± 0.0126,0.7048 ± 0.0232,0.5631 ± 0.0251,0.8471 ± 0.0124,0.7552 ± 0.0118,0.6766 ± 0.0252,0.6798 ± 0.0249,0.8377 ± 0.0078
