,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.5022 ± 0.0211,0.3698 ± 0.0402,0.3607 ± 0.0288,0.3633 ± 0.0310,0.5176 ± 0.0160,0.5067 ± 0.0200,0.5022 ± 0.0211,0.5037 ± 0.0202,0.5194 ± 0.0165,0.4980 ± 0.0202,0.3591 ± 0.0241,0.3606 ± 0.0252,0.3593 ± 0.0246,0.5172 ± 0.0172,0.5012 ± 0.0187,0.4980 ± 0.0202,0.4990 ± 0.0194,0.5177 ± 0.0202
random_forest,0.5648 ± 0.0254,0.3777 ± 0.0186,0.3798 ± 0.0167,0.3733 ± 0.0163,0.6185 ± 0.0333,0.5523 ± 0.0265,0.5648 ± 0.0254,0.5508 ± 0.0238,0.5903 ± 0.0247,0.5448 ± 0.0137,0.3625 ± 0.0099,0.3671 ± 0.0091,0.3606 ± 0.0089,0.6142 ± 0.0358,0.5292 ± 0.0141,0.5448 ± 0.0137,0.5309 ± 0.0131,0.5727 ± 0.0217
extra_trees,0.5670 ± 0.0121,0.3770 ± 0.0080,0.3837 ± 0.0089,0.3782 ± 0.0089,0.6150 ± 0.0297,0.5520 ± 0.0116,0.5670 ± 0.0121,0.5563 ± 0.0124,0.5921 ± 0.0158,0.5437 ± 0.0144,0.3599 ± 0.0101,0.3677 ± 0.0103,0.3616 ± 0.0105,0.6088 ± 0.0278,0.5260 ± 0.0143,0.5437 ± 0.0144,0.5316 ± 0.0147,0.5685 ± 0.0188
xgboost,0.5447 ± 0.0288,0.3755 ± 0.0397,0.3739 ± 0.0250,0.3726 ± 0.0288,0.5918 ± 0.0192,0.5349 ± 0.0274,0.5447 ± 0.0288,0.5384 ± 0.0283,0.5814 ± 0.0196,0.5366 ± 0.0191,0.3771 ± 0.0374,0.3707 ± 0.0178,0.3700 ± 0.0214,0.5984 ± 0.0314,0.5267 ± 0.0192,0.5366 ± 0.0191,0.5308 ± 0.0186,0.5650 ± 0.0201
adaboost,0.5337 ± 0.0216,0.3804 ± 0.0272,0.3829 ± 0.0310,0.3777 ± 0.0281,0.5989 ± 0.0331,0.5396 ± 0.0229,0.5337 ± 0.0216,0.5321 ± 0.0214,0.5412 ± 0.0253,0.5379 ± 0.0193,0.3952 ± 0.0216,0.3940 ± 0.0191,0.3937 ± 0.0195,0.6061 ± 0.0157,0.5384 ± 0.0185,0.5379 ± 0.0193,0.5374 ± 0.0187,0.5389 ± 0.0140
svm,0.5645 ± 0.0194,0.3746 ± 0.0135,0.3829 ± 0.0133,0.3778 ± 0.0133,0.6386 ± 0.0288,0.5487 ± 0.0193,0.5645 ± 0.0194,0.5552 ± 0.0192,0.6121 ± 0.0156,0.5517 ± 0.0149,0.3661 ± 0.0102,0.3752 ± 0.0100,0.3699 ± 0.0099,0.6192 ± 0.0203,0.5350 ± 0.0145,0.5517 ± 0.0149,0.5423 ± 0.0145,0.5767 ± 0.0160
logistic_regression,0.4791 ± 0.0211,0.3874 ± 0.0154,0.4017 ± 0.0352,0.3647 ± 0.0160,0.6053 ± 0.0236,0.5507 ± 0.0228,0.4791 ± 0.0211,0.4993 ± 0.0210,0.5840 ± 0.0183,0.4846 ± 0.0130,0.3911 ± 0.0110,0.4209 ± 0.0169,0.3740 ± 0.0110,0.6061 ± 0.0151,0.5476 ± 0.0144,0.4846 ± 0.0130,0.5001 ± 0.0130,0.5722 ± 0.0082
knn,0.5286 ± 0.0275,0.3650 ± 0.0255,0.3711 ± 0.0344,0.3660 ± 0.0279,0.5457 ± 0.0304,0.5294 ± 0.0275,0.5286 ± 0.0275,0.5273 ± 0.0279,0.5620 ± 0.0319,0.4954 ± 0.0168,0.3509 ± 0.0135,0.3505 ± 0.0146,0.3500 ± 0.0141,0.5362 ± 0.0176,0.5028 ± 0.0159,0.4954 ± 0.0168,0.4985 ± 0.0166,0.5425 ± 0.0167
gaussian_nb,0.4125 ± 0.0117,0.3686 ± 0.1056,0.4741 ± 0.0510,0.2689 ± 0.0204,0.6353 ± 0.0448,0.5074 ± 0.1598,0.4125 ± 0.0117,0.3138 ± 0.0252,0.5900 ± 0.0363,0.4113 ± 0.0126,0.4168 ± 0.0532,0.4826 ± 0.0315,0.2760 ± 0.0184,0.6115 ± 0.0338,0.5772 ± 0.0809,0.4113 ± 0.0126,0.3160 ± 0.0243,0.5684 ± 0.0169
