,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.8212 ± 0.0226,0.6801 ± 0.0719,0.6657 ± 0.0559,0.6662 ± 0.0545,0.7767 ± 0.0296,0.8227 ± 0.0185,0.8212 ± 0.0226,0.8209 ± 0.0208,0.8315 ± 0.0190,0.8154 ± 0.0097,0.6438 ± 0.0422,0.6382 ± 0.0300,0.6395 ± 0.0337,0.7618 ± 0.0164,0.8164 ± 0.0102,0.8154 ± 0.0097,0.8157 ± 0.0097,0.8281 ± 0.0095
random_forest,0.8949 ± 0.0120,0.5971 ± 0.0079,0.6126 ± 0.0085,0.6046 ± 0.0081,0.9429 ± 0.0167,0.8722 ± 0.0117,0.8949 ± 0.0120,0.8832 ± 0.0118,0.9564 ± 0.0066,0.8898 ± 0.0055,0.5942 ± 0.0036,0.6103 ± 0.0038,0.6020 ± 0.0037,0.9510 ± 0.0091,0.8649 ± 0.0053,0.8898 ± 0.0055,0.8771 ± 0.0054,0.9576 ± 0.0035
extra_trees,0.8996 ± 0.0117,0.6003 ± 0.0075,0.6160 ± 0.0085,0.6078 ± 0.0080,0.9448 ± 0.0173,0.8772 ± 0.0112,0.8996 ± 0.0117,0.8879 ± 0.0116,0.9583 ± 0.0072,0.8912 ± 0.0071,0.5952 ± 0.0048,0.6112 ± 0.0049,0.6030 ± 0.0048,0.9560 ± 0.0052,0.8664 ± 0.0069,0.8912 ± 0.0071,0.8785 ± 0.0070,0.9597 ± 0.0031
xgboost,0.8967 ± 0.0124,0.8456 ± 0.1412,0.6825 ± 0.0538,0.7103 ± 0.0731,0.9321 ± 0.0235,0.8944 ± 0.0191,0.8967 ± 0.0124,0.8908 ± 0.0141,0.9553 ± 0.0076,0.8995 ± 0.0068,0.8613 ± 0.1005,0.6824 ± 0.0370,0.7126 ± 0.0525,0.9409 ± 0.0071,0.8967 ± 0.0093,0.8995 ± 0.0068,0.8929 ± 0.0076,0.9563 ± 0.0040
adaboost,0.8663 ± 0.0199,0.7359 ± 0.0747,0.7012 ± 0.0477,0.7069 ± 0.0433,0.9078 ± 0.0213,0.8670 ± 0.0187,0.8663 ± 0.0199,0.8653 ± 0.0196,0.9004 ± 0.0210,0.8686 ± 0.0097,0.7801 ± 0.0625,0.7020 ± 0.0278,0.7244 ± 0.0245,0.9159 ± 0.0110,0.8668 ± 0.0104,0.8686 ± 0.0097,0.8661 ± 0.0096,0.9058 ± 0.0118
svm,0.8835 ± 0.0129,0.5898 ± 0.0083,0.6073 ± 0.0086,0.5968 ± 0.0088,0.9412 ± 0.0151,0.8644 ± 0.0119,0.8835 ± 0.0129,0.8715 ± 0.0128,0.9505 ± 0.0073,0.8851 ± 0.0066,0.5900 ± 0.0044,0.6095 ± 0.0045,0.5988 ± 0.0045,0.9500 ± 0.0068,0.8616 ± 0.0063,0.8851 ± 0.0066,0.8720 ± 0.0065,0.9540 ± 0.0028
logistic_regression,0.8707 ± 0.0167,0.7448 ± 0.0773,0.7020 ± 0.0409,0.7124 ± 0.0418,0.9210 ± 0.0143,0.8726 ± 0.0173,0.8707 ± 0.0167,0.8688 ± 0.0166,0.9391 ± 0.0081,0.8714 ± 0.0114,0.7398 ± 0.0402,0.6923 ± 0.0199,0.7078 ± 0.0232,0.9318 ± 0.0093,0.8691 ± 0.0115,0.8714 ± 0.0114,0.8686 ± 0.0115,0.9439 ± 0.0065
knn,0.6388 ± 0.0160,0.4852 ± 0.0076,0.4528 ± 0.0101,0.4138 ± 0.0143,0.7281 ± 0.0196,0.7206 ± 0.0113,0.6388 ± 0.0160,0.5971 ± 0.0219,0.7938 ± 0.0208,0.6390 ± 0.0185,0.4808 ± 0.0108,0.4544 ± 0.0118,0.4156 ± 0.0162,0.7220 ± 0.0123,0.7121 ± 0.0161,0.6390 ± 0.0185,0.5981 ± 0.0247,0.7938 ± 0.0127
gaussian_nb,0.5762 ± 0.0508,0.5718 ± 0.0201,0.5148 ± 0.0574,0.4665 ± 0.0314,0.7200 ± 0.0377,0.8210 ± 0.0323,0.5762 ± 0.0508,0.6465 ± 0.0567,0.8474 ± 0.0150,0.6017 ± 0.0346,0.5716 ± 0.0115,0.4917 ± 0.0314,0.4831 ± 0.0189,0.7012 ± 0.0224,0.8208 ± 0.0156,0.6017 ± 0.0346,0.6757 ± 0.0305,0.8381 ± 0.0173
