,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.8352 ± 0.0129,0.6625 ± 0.0456,0.6673 ± 0.0737,0.6583 ± 0.0491,0.7825 ± 0.0376,0.8353 ± 0.0118,0.8352 ± 0.0129,0.8341 ± 0.0118,0.8467 ± 0.0113,0.8333 ± 0.0116,0.6661 ± 0.0265,0.6700 ± 0.0274,0.6671 ± 0.0254,0.7836 ± 0.0142,0.8345 ± 0.0108,0.8333 ± 0.0116,0.8338 ± 0.0112,0.8458 ± 0.0114
random_forest,0.9011 ± 0.0145,0.7342 ± 0.1767,0.6353 ± 0.0298,0.6416 ± 0.0479,0.9484 ± 0.0078,0.8885 ± 0.0236,0.9011 ± 0.0145,0.8911 ± 0.0156,0.9583 ± 0.0070,0.8943 ± 0.0073,0.6635 ± 0.1369,0.6172 ± 0.0052,0.6120 ± 0.0115,0.9539 ± 0.0067,0.8748 ± 0.0083,0.8943 ± 0.0073,0.8819 ± 0.0065,0.9585 ± 0.0039
extra_trees,0.8996 ± 0.0131,0.7998 ± 0.1685,0.6433 ± 0.0217,0.6570 ± 0.0396,0.9506 ± 0.0094,0.8922 ± 0.0141,0.8996 ± 0.0131,0.8905 ± 0.0121,0.9602 ± 0.0060,0.8928 ± 0.0052,0.8289 ± 0.1605,0.6284 ± 0.0134,0.6344 ± 0.0245,0.9569 ± 0.0063,0.8872 ± 0.0139,0.8928 ± 0.0052,0.8818 ± 0.0053,0.9608 ± 0.0025
xgboost,0.8930 ± 0.0114,0.8658 ± 0.0732,0.6840 ± 0.0310,0.7143 ± 0.0361,0.9402 ± 0.0175,0.8928 ± 0.0127,0.8930 ± 0.0114,0.8878 ± 0.0111,0.9568 ± 0.0082,0.8972 ± 0.0086,0.8642 ± 0.0377,0.6945 ± 0.0250,0.7305 ± 0.0322,0.9381 ± 0.0089,0.8952 ± 0.0094,0.8972 ± 0.0086,0.8919 ± 0.0086,0.9532 ± 0.0059
adaboost,0.8685 ± 0.0219,0.7494 ± 0.0496,0.7208 ± 0.0343,0.7294 ± 0.0319,0.9067 ± 0.0226,0.8688 ± 0.0208,0.8685 ± 0.0219,0.8677 ± 0.0217,0.8980 ± 0.0238,0.8662 ± 0.0084,0.7620 ± 0.0396,0.7160 ± 0.0254,0.7328 ± 0.0244,0.9057 ± 0.0072,0.8646 ± 0.0083,0.8662 ± 0.0084,0.8647 ± 0.0084,0.8955 ± 0.0099
svm,0.8780 ± 0.0115,0.5855 ± 0.0075,0.6015 ± 0.0080,0.5932 ± 0.0078,0.9451 ± 0.0059,0.8560 ± 0.0109,0.8780 ± 0.0115,0.8665 ± 0.0113,0.9526 ± 0.0054,0.8774 ± 0.0070,0.5853 ± 0.0047,0.6022 ± 0.0048,0.5936 ± 0.0048,0.9454 ± 0.0048,0.8526 ± 0.0068,0.8774 ± 0.0070,0.8648 ± 0.0069,0.9513 ± 0.0033
logistic_regression,0.8568 ± 0.0196,0.7395 ± 0.0697,0.7227 ± 0.0432,0.7232 ± 0.0378,0.9031 ± 0.0192,0.8588 ± 0.0194,0.8568 ± 0.0196,0.8566 ± 0.0195,0.9242 ± 0.0154,0.8481 ± 0.0132,0.7014 ± 0.0308,0.6964 ± 0.0236,0.6978 ± 0.0247,0.8907 ± 0.0216,0.8484 ± 0.0134,0.8481 ± 0.0132,0.8478 ± 0.0134,0.9155 ± 0.0117
knn,0.5725 ± 0.0159,0.4951 ± 0.1045,0.4153 ± 0.0118,0.3606 ± 0.0199,0.7149 ± 0.0385,0.6899 ± 0.0209,0.5725 ± 0.0159,0.5039 ± 0.0226,0.7276 ± 0.0314,0.5632 ± 0.0123,0.4821 ± 0.1054,0.4081 ± 0.0097,0.3484 ± 0.0168,0.7053 ± 0.0198,0.6685 ± 0.0137,0.5632 ± 0.0123,0.4906 ± 0.0192,0.7285 ± 0.0123
gaussian_nb,0.8377 ± 0.0361,0.6624 ± 0.0369,0.7528 ± 0.0794,0.6748 ± 0.0512,0.8609 ± 0.0709,0.8798 ± 0.0218,0.8377 ± 0.0361,0.8529 ± 0.0288,0.9219 ± 0.0160,0.8300 ± 0.0118,0.6611 ± 0.0105,0.7683 ± 0.0308,0.6759 ± 0.0141,0.8692 ± 0.0277,0.8736 ± 0.0098,0.8300 ± 0.0118,0.8460 ± 0.0093,0.9200 ± 0.0032
