,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.5608 ± 0.0250,0.3983 ± 0.0196,0.4010 ± 0.0312,0.3973 ± 0.0226,0.5628 ± 0.0197,0.5690 ± 0.0253,0.5608 ± 0.0250,0.5633 ± 0.0251,0.5868 ± 0.0245,0.5569 ± 0.0263,0.4078 ± 0.0302,0.4071 ± 0.0319,0.4065 ± 0.0305,0.5636 ± 0.0227,0.5598 ± 0.0231,0.5569 ± 0.0263,0.5581 ± 0.0246,0.5803 ± 0.0222
random_forest,0.6546 ± 0.0296,0.4403 ± 0.0214,0.4426 ± 0.0194,0.4366 ± 0.0197,0.7419 ± 0.0372,0.6423 ± 0.0303,0.6546 ± 0.0296,0.6415 ± 0.0289,0.7312 ± 0.0250,0.6544 ± 0.0100,0.4413 ± 0.0070,0.4423 ± 0.0071,0.4358 ± 0.0074,0.7350 ± 0.0118,0.6413 ± 0.0100,0.6544 ± 0.0100,0.6392 ± 0.0105,0.7251 ± 0.0123
extra_trees,0.6597 ± 0.0283,0.4422 ± 0.0195,0.4469 ± 0.0194,0.4412 ± 0.0195,0.7367 ± 0.0290,0.6455 ± 0.0281,0.6597 ± 0.0283,0.6477 ± 0.0283,0.7285 ± 0.0263,0.6568 ± 0.0148,0.4397 ± 0.0110,0.4459 ± 0.0098,0.4401 ± 0.0098,0.7439 ± 0.0241,0.6401 ± 0.0156,0.6568 ± 0.0148,0.6444 ± 0.0143,0.7311 ± 0.0188
xgboost,0.6828 ± 0.0313,0.4635 ± 0.0301,0.4702 ± 0.0247,0.4653 ± 0.0273,0.7561 ± 0.0294,0.6685 ± 0.0303,0.6828 ± 0.0313,0.6736 ± 0.0309,0.7515 ± 0.0282,0.6687 ± 0.0119,0.4465 ± 0.0084,0.4569 ± 0.0084,0.4513 ± 0.0084,0.7399 ± 0.0083,0.6510 ± 0.0121,0.6687 ± 0.0119,0.6593 ± 0.0121,0.7455 ± 0.0093
adaboost,0.6388 ± 0.0385,0.4869 ± 0.1112,0.4619 ± 0.0499,0.4657 ± 0.0629,0.6993 ± 0.0284,0.6312 ± 0.0396,0.6388 ± 0.0385,0.6323 ± 0.0381,0.6484 ± 0.0274,0.6119 ± 0.0200,0.4419 ± 0.0393,0.4303 ± 0.0225,0.4314 ± 0.0267,0.6818 ± 0.0108,0.6016 ± 0.0209,0.6119 ± 0.0200,0.6059 ± 0.0207,0.6247 ± 0.0174
svm,0.6538 ± 0.0246,0.4370 ± 0.0172,0.4440 ± 0.0162,0.4383 ± 0.0164,0.7391 ± 0.0333,0.6386 ± 0.0243,0.6538 ± 0.0246,0.6431 ± 0.0240,0.7138 ± 0.0288,0.6387 ± 0.0144,0.4266 ± 0.0100,0.4345 ± 0.0102,0.4291 ± 0.0102,0.7320 ± 0.0231,0.6217 ± 0.0145,0.6387 ± 0.0144,0.6280 ± 0.0147,0.7024 ± 0.0147
logistic_regression,0.6443 ± 0.0278,0.4780 ± 0.0465,0.4859 ± 0.0529,0.4801 ± 0.0479,0.7158 ± 0.0458,0.6465 ± 0.0284,0.6443 ± 0.0278,0.6444 ± 0.0284,0.7131 ± 0.0277,0.6253 ± 0.0168,0.4770 ± 0.0159,0.4744 ± 0.0153,0.4752 ± 0.0151,0.7143 ± 0.0347,0.6250 ± 0.0161,0.6253 ± 0.0168,0.6249 ± 0.0163,0.6962 ± 0.0222
knn,0.4802 ± 0.0259,0.3905 ± 0.0195,0.4610 ± 0.0369,0.3819 ± 0.0218,0.6168 ± 0.0277,0.5335 ± 0.0258,0.4802 ± 0.0259,0.4889 ± 0.0241,0.5678 ± 0.0272,0.4649 ± 0.0271,0.3843 ± 0.0233,0.4552 ± 0.0453,0.3758 ± 0.0275,0.6144 ± 0.0334,0.5224 ± 0.0259,0.4649 ± 0.0271,0.4777 ± 0.0255,0.5638 ± 0.0191
gaussian_nb,0.3484 ± 0.1192,0.3960 ± 0.0258,0.3714 ± 0.0946,0.2922 ± 0.0738,0.5443 ± 0.0547,0.5669 ± 0.0340,0.3484 ± 0.1192,0.3986 ± 0.0984,0.5577 ± 0.0243,0.3708 ± 0.1035,0.3911 ± 0.0251,0.3910 ± 0.0926,0.3094 ± 0.0681,0.5504 ± 0.0593,0.5526 ± 0.0281,0.3708 ± 0.1035,0.4123 ± 0.0844,0.5539 ± 0.0293
