,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.8300 ± 0.0241,0.6189 ± 0.0347,0.6460 ± 0.0740,0.6262 ± 0.0426,0.7713 ± 0.0354,0.8330 ± 0.0163,0.8300 ± 0.0241,0.8306 ± 0.0203,0.8450 ± 0.0198,0.8373 ± 0.0142,0.6919 ± 0.0428,0.6829 ± 0.0436,0.6864 ± 0.0419,0.7906 ± 0.0236,0.8362 ± 0.0143,0.8373 ± 0.0142,0.8365 ± 0.0142,0.8474 ± 0.0146
random_forest,0.8956 ± 0.0117,0.6473 ± 0.1130,0.6233 ± 0.0212,0.6207 ± 0.0344,0.9417 ± 0.0172,0.8777 ± 0.0148,0.8956 ± 0.0117,0.8847 ± 0.0119,0.9591 ± 0.0080,0.8945 ± 0.0054,0.6299 ± 0.1059,0.6162 ± 0.0069,0.6088 ± 0.0119,0.9527 ± 0.0099,0.8721 ± 0.0108,0.8945 ± 0.0054,0.8819 ± 0.0054,0.9604 ± 0.0030
extra_trees,0.8963 ± 0.0125,0.7307 ± 0.1760,0.6327 ± 0.0285,0.6384 ± 0.0467,0.9486 ± 0.0107,0.8842 ± 0.0218,0.8963 ± 0.0125,0.8863 ± 0.0135,0.9607 ± 0.0081,0.8986 ± 0.0057,0.8685 ± 0.1068,0.6487 ± 0.0172,0.6654 ± 0.0288,0.9571 ± 0.0083,0.8962 ± 0.0110,0.8986 ± 0.0057,0.8893 ± 0.0062,0.9624 ± 0.0031
xgboost,0.8974 ± 0.0133,0.8026 ± 0.1272,0.6786 ± 0.0441,0.6987 ± 0.0584,0.9410 ± 0.0197,0.8933 ± 0.0151,0.8974 ± 0.0133,0.8913 ± 0.0130,0.9562 ± 0.0059,0.8931 ± 0.0061,0.7958 ± 0.0766,0.6693 ± 0.0237,0.6937 ± 0.0357,0.9472 ± 0.0092,0.8875 ± 0.0072,0.8931 ± 0.0061,0.8868 ± 0.0060,0.9580 ± 0.0035
adaboost,0.8733 ± 0.0163,0.7322 ± 0.0563,0.7290 ± 0.0425,0.7254 ± 0.0389,0.9167 ± 0.0187,0.8754 ± 0.0149,0.8733 ± 0.0163,0.8735 ± 0.0147,0.9172 ± 0.0172,0.8737 ± 0.0096,0.7528 ± 0.0550,0.7018 ± 0.0205,0.7190 ± 0.0254,0.9236 ± 0.0081,0.8721 ± 0.0087,0.8737 ± 0.0096,0.8719 ± 0.0090,0.9249 ± 0.0092
svm,0.9018 ± 0.0128,0.6013 ± 0.0084,0.6191 ± 0.0086,0.6093 ± 0.0087,0.9484 ± 0.0100,0.8802 ± 0.0121,0.9018 ± 0.0128,0.8898 ± 0.0126,0.9579 ± 0.0069,0.9006 ± 0.0070,0.6003 ± 0.0047,0.6193 ± 0.0049,0.6094 ± 0.0048,0.9518 ± 0.0058,0.8755 ± 0.0068,0.9006 ± 0.0070,0.8875 ± 0.0069,0.9578 ± 0.0034
logistic_regression,0.8901 ± 0.0125,0.7181 ± 0.0390,0.7472 ± 0.0776,0.7254 ± 0.0507,0.9382 ± 0.0130,0.8957 ± 0.0123,0.8901 ± 0.0125,0.8903 ± 0.0119,0.9509 ± 0.0055,0.8915 ± 0.0078,0.7441 ± 0.0372,0.7533 ± 0.0231,0.7468 ± 0.0288,0.9327 ± 0.0124,0.8944 ± 0.0067,0.8915 ± 0.0078,0.8919 ± 0.0072,0.9439 ± 0.0053
knn,0.8480 ± 0.0134,0.6240 ± 0.1098,0.5996 ± 0.0264,0.5941 ± 0.0440,0.8234 ± 0.0286,0.8487 ± 0.0093,0.8480 ± 0.0134,0.8363 ± 0.0122,0.9121 ± 0.0132,0.8582 ± 0.0073,0.7335 ± 0.1674,0.6064 ± 0.0151,0.6034 ± 0.0269,0.8349 ± 0.0130,0.8608 ± 0.0156,0.8582 ± 0.0073,0.8460 ± 0.0077,0.9136 ± 0.0059
gaussian_nb,0.8209 ± 0.0359,0.6488 ± 0.0302,0.7379 ± 0.0588,0.6522 ± 0.0436,0.8312 ± 0.0544,0.8783 ± 0.0196,0.8209 ± 0.0359,0.8411 ± 0.0287,0.9146 ± 0.0153,0.8119 ± 0.0201,0.6433 ± 0.0123,0.7291 ± 0.0353,0.6456 ± 0.0208,0.8349 ± 0.0183,0.8720 ± 0.0064,0.8119 ± 0.0201,0.8346 ± 0.0146,0.9126 ± 0.0051
