,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.8286 ± 0.0158,0.6508 ± 0.0266,0.6675 ± 0.0355,0.6553 ± 0.0249,0.7815 ± 0.0163,0.8333 ± 0.0123,0.8286 ± 0.0158,0.8300 ± 0.0142,0.8431 ± 0.0131,0.8302 ± 0.0162,0.6662 ± 0.0312,0.6679 ± 0.0317,0.6662 ± 0.0308,0.7815 ± 0.0197,0.8317 ± 0.0159,0.8302 ± 0.0162,0.8307 ± 0.0159,0.8428 ± 0.0158
random_forest,0.8982 ± 0.0112,0.7656 ± 0.1782,0.6378 ± 0.0275,0.6478 ± 0.0463,0.9440 ± 0.0125,0.8882 ± 0.0201,0.8982 ± 0.0112,0.8886 ± 0.0120,0.9578 ± 0.0071,0.8964 ± 0.0071,0.8313 ± 0.1632,0.6326 ± 0.0187,0.6397 ± 0.0317,0.9546 ± 0.0063,0.8908 ± 0.0180,0.8964 ± 0.0071,0.8856 ± 0.0078,0.9588 ± 0.0037
extra_trees,0.9004 ± 0.0131,0.8336 ± 0.1588,0.6529 ± 0.0304,0.6720 ± 0.0488,0.9558 ± 0.0099,0.8956 ± 0.0153,0.9004 ± 0.0131,0.8920 ± 0.0131,0.9612 ± 0.0069,0.8929 ± 0.0053,0.8622 ± 0.1390,0.6373 ± 0.0214,0.6495 ± 0.0358,0.9587 ± 0.0058,0.8901 ± 0.0108,0.8929 ± 0.0053,0.8828 ± 0.0058,0.9612 ± 0.0032
xgboost,0.8941 ± 0.0107,0.8372 ± 0.1060,0.6805 ± 0.0423,0.7070 ± 0.0519,0.9341 ± 0.0207,0.8927 ± 0.0141,0.8941 ± 0.0107,0.8889 ± 0.0113,0.9553 ± 0.0086,0.8972 ± 0.0093,0.8417 ± 0.0470,0.7051 ± 0.0220,0.7401 ± 0.0280,0.9407 ± 0.0104,0.8944 ± 0.0105,0.8972 ± 0.0093,0.8928 ± 0.0094,0.9547 ± 0.0064
adaboost,0.8722 ± 0.0121,0.7514 ± 0.0453,0.7370 ± 0.0562,0.7366 ± 0.0421,0.9068 ± 0.0181,0.8729 ± 0.0123,0.8722 ± 0.0121,0.8714 ± 0.0122,0.8977 ± 0.0134,0.8698 ± 0.0067,0.7716 ± 0.0441,0.7270 ± 0.0206,0.7435 ± 0.0212,0.9104 ± 0.0093,0.8689 ± 0.0076,0.8698 ± 0.0067,0.8686 ± 0.0074,0.9001 ± 0.0130
svm,0.9007 ± 0.0074,0.8672 ± 0.1429,0.6593 ± 0.0282,0.6804 ± 0.0454,0.9409 ± 0.0174,0.9004 ± 0.0155,0.9007 ± 0.0074,0.8925 ± 0.0087,0.9555 ± 0.0071,0.9017 ± 0.0069,0.8675 ± 0.1388,0.6484 ± 0.0191,0.6619 ± 0.0336,0.9483 ± 0.0102,0.8995 ± 0.0113,0.9017 ± 0.0069,0.8917 ± 0.0070,0.9567 ± 0.0042
logistic_regression,0.8857 ± 0.0145,0.7394 ± 0.0466,0.7808 ± 0.0609,0.7506 ± 0.0457,0.9391 ± 0.0117,0.8969 ± 0.0114,0.8857 ± 0.0145,0.8873 ± 0.0132,0.9505 ± 0.0073,0.8895 ± 0.0099,0.7587 ± 0.0374,0.7768 ± 0.0384,0.7650 ± 0.0355,0.9425 ± 0.0108,0.8936 ± 0.0087,0.8895 ± 0.0099,0.8897 ± 0.0094,0.9487 ± 0.0045
knn,0.7205 ± 0.0143,0.6206 ± 0.0128,0.6816 ± 0.0308,0.5928 ± 0.0116,0.8468 ± 0.0245,0.8083 ± 0.0102,0.7205 ± 0.0143,0.7095 ± 0.0185,0.8607 ± 0.0080,0.7286 ± 0.0185,0.6369 ± 0.0218,0.6990 ± 0.0372,0.6175 ± 0.0301,0.8647 ± 0.0175,0.8067 ± 0.0120,0.7286 ± 0.0185,0.7180 ± 0.0207,0.8688 ± 0.0082
gaussian_nb,0.8557 ± 0.0292,0.6693 ± 0.0337,0.7280 ± 0.0602,0.6819 ± 0.0420,0.8578 ± 0.0693,0.8800 ± 0.0207,0.8557 ± 0.0292,0.8649 ± 0.0243,0.9221 ± 0.0171,0.8495 ± 0.0063,0.6688 ± 0.0076,0.7331 ± 0.0264,0.6857 ± 0.0105,0.8608 ± 0.0285,0.8699 ± 0.0062,0.8495 ± 0.0063,0.8577 ± 0.0052,0.9197 ± 0.0025
