,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.8242 ± 0.0230,0.6139 ± 0.0371,0.6283 ± 0.0488,0.6153 ± 0.0335,0.7607 ± 0.0230,0.8280 ± 0.0150,0.8242 ± 0.0230,0.8252 ± 0.0191,0.8396 ± 0.0171,0.8272 ± 0.0145,0.6600 ± 0.0323,0.6547 ± 0.0349,0.6557 ± 0.0314,0.7734 ± 0.0192,0.8264 ± 0.0136,0.8272 ± 0.0145,0.8266 ± 0.0138,0.8381 ± 0.0128
random_forest,0.9011 ± 0.0121,0.6341 ± 0.1038,0.6220 ± 0.0151,0.6170 ± 0.0255,0.9415 ± 0.0167,0.8809 ± 0.0126,0.9011 ± 0.0121,0.8897 ± 0.0117,0.9591 ± 0.0054,0.8978 ± 0.0053,0.7323 ± 0.1725,0.6267 ± 0.0150,0.6275 ± 0.0279,0.9534 ± 0.0053,0.8837 ± 0.0160,0.8978 ± 0.0053,0.8861 ± 0.0055,0.9606 ± 0.0031
extra_trees,0.9004 ± 0.0108,0.6006 ± 0.0070,0.6170 ± 0.0076,0.6085 ± 0.0073,0.9478 ± 0.0180,0.8780 ± 0.0103,0.9004 ± 0.0108,0.8887 ± 0.0106,0.9599 ± 0.0077,0.8973 ± 0.0061,0.5991 ± 0.0041,0.6161 ± 0.0043,0.6075 ± 0.0042,0.9573 ± 0.0061,0.8726 ± 0.0060,0.8973 ± 0.0061,0.8848 ± 0.0060,0.9614 ± 0.0031
xgboost,0.8967 ± 0.0159,0.7716 ± 0.1407,0.6651 ± 0.0451,0.6835 ± 0.0649,0.9344 ± 0.0193,0.8907 ± 0.0206,0.8967 ± 0.0159,0.8899 ± 0.0170,0.9575 ± 0.0084,0.8954 ± 0.0052,0.7871 ± 0.0552,0.6783 ± 0.0310,0.7017 ± 0.0392,0.9418 ± 0.0114,0.8895 ± 0.0069,0.8954 ± 0.0052,0.8895 ± 0.0059,0.9563 ± 0.0035
adaboost,0.8725 ± 0.0165,0.7260 ± 0.0847,0.7014 ± 0.0453,0.7011 ± 0.0399,0.9090 ± 0.0114,0.8761 ± 0.0113,0.8725 ± 0.0165,0.8730 ± 0.0132,0.9181 ± 0.0104,0.8675 ± 0.0093,0.7306 ± 0.0318,0.7208 ± 0.0221,0.7245 ± 0.0247,0.9140 ± 0.0116,0.8677 ± 0.0102,0.8675 ± 0.0093,0.8673 ± 0.0097,0.9173 ± 0.0092
svm,0.8993 ± 0.0083,0.7000 ± 0.1590,0.6357 ± 0.0302,0.6386 ± 0.0509,0.9383 ± 0.0197,0.8864 ± 0.0118,0.8993 ± 0.0083,0.8890 ± 0.0075,0.9547 ± 0.0095,0.9013 ± 0.0057,0.7399 ± 0.1546,0.6324 ± 0.0137,0.6330 ± 0.0256,0.9434 ± 0.0102,0.8890 ± 0.0132,0.9013 ± 0.0057,0.8898 ± 0.0053,0.9561 ± 0.0035
logistic_regression,0.8733 ± 0.0116,0.7006 ± 0.0696,0.6892 ± 0.0567,0.6922 ± 0.0611,0.9131 ± 0.0192,0.8709 ± 0.0103,0.8733 ± 0.0116,0.8708 ± 0.0111,0.9363 ± 0.0081,0.8796 ± 0.0092,0.7326 ± 0.0360,0.7043 ± 0.0285,0.7156 ± 0.0313,0.9236 ± 0.0121,0.8766 ± 0.0092,0.8796 ± 0.0092,0.8775 ± 0.0090,0.9399 ± 0.0082
knn,0.7410 ± 0.0207,0.6114 ± 0.1001,0.5489 ± 0.0292,0.5419 ± 0.0386,0.7812 ± 0.0255,0.7843 ± 0.0170,0.7410 ± 0.0207,0.7272 ± 0.0244,0.8568 ± 0.0218,0.7428 ± 0.0137,0.6319 ± 0.0352,0.5892 ± 0.0192,0.5869 ± 0.0239,0.7887 ± 0.0068,0.7788 ± 0.0113,0.7428 ± 0.0137,0.7322 ± 0.0143,0.8573 ± 0.0108
gaussian_nb,0.7059 ± 0.0853,0.6005 ± 0.0164,0.6141 ± 0.0709,0.5493 ± 0.0561,0.7781 ± 0.0421,0.8513 ± 0.0158,0.7059 ± 0.0853,0.7503 ± 0.0740,0.8811 ± 0.0103,0.7142 ± 0.0718,0.6009 ± 0.0192,0.6186 ± 0.0620,0.5607 ± 0.0497,0.7794 ± 0.0344,0.8448 ± 0.0172,0.7142 ± 0.0718,0.7596 ± 0.0573,0.8764 ± 0.0106
