,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.8300 ± 0.0236,0.6190 ± 0.0351,0.6460 ± 0.0742,0.6262 ± 0.0429,0.7713 ± 0.0356,0.8330 ± 0.0160,0.8300 ± 0.0236,0.8306 ± 0.0199,0.8449 ± 0.0193,0.8365 ± 0.0143,0.6904 ± 0.0470,0.6806 ± 0.0439,0.6842 ± 0.0432,0.7892 ± 0.0239,0.8356 ± 0.0144,0.8365 ± 0.0143,0.8358 ± 0.0143,0.8467 ± 0.0146
random_forest,0.8949 ± 0.0115,0.6468 ± 0.1132,0.6228 ± 0.0214,0.6202 ± 0.0346,0.9417 ± 0.0174,0.8770 ± 0.0148,0.8949 ± 0.0115,0.8840 ± 0.0117,0.9591 ± 0.0079,0.8940 ± 0.0047,0.6295 ± 0.1045,0.6158 ± 0.0053,0.6084 ± 0.0103,0.9529 ± 0.0099,0.8717 ± 0.0086,0.8940 ± 0.0047,0.8814 ± 0.0044,0.9605 ± 0.0030
extra_trees,0.8963 ± 0.0125,0.7307 ± 0.1760,0.6327 ± 0.0285,0.6384 ± 0.0467,0.9486 ± 0.0107,0.8842 ± 0.0218,0.8963 ± 0.0125,0.8863 ± 0.0135,0.9607 ± 0.0081,0.8986 ± 0.0057,0.8685 ± 0.1068,0.6487 ± 0.0172,0.6654 ± 0.0288,0.9571 ± 0.0083,0.8962 ± 0.0110,0.8986 ± 0.0057,0.8893 ± 0.0062,0.9624 ± 0.0031
xgboost,0.8974 ± 0.0133,0.8026 ± 0.1272,0.6786 ± 0.0441,0.6987 ± 0.0584,0.9410 ± 0.0197,0.8933 ± 0.0151,0.8974 ± 0.0133,0.8913 ± 0.0130,0.9562 ± 0.0059,0.8931 ± 0.0061,0.7958 ± 0.0766,0.6693 ± 0.0237,0.6937 ± 0.0357,0.9472 ± 0.0092,0.8875 ± 0.0072,0.8931 ± 0.0061,0.8868 ± 0.0060,0.9580 ± 0.0035
adaboost,0.8733 ± 0.0163,0.7322 ± 0.0563,0.7290 ± 0.0425,0.7254 ± 0.0389,0.9167 ± 0.0187,0.8754 ± 0.0149,0.8733 ± 0.0163,0.8735 ± 0.0147,0.9172 ± 0.0172,0.8737 ± 0.0096,0.7528 ± 0.0550,0.7018 ± 0.0205,0.7190 ± 0.0254,0.9236 ± 0.0081,0.8721 ± 0.0087,0.8737 ± 0.0096,0.8719 ± 0.0090,0.9249 ± 0.0092
svm,0.8949 ± 0.0122,0.5965 ± 0.0081,0.6140 ± 0.0082,0.6046 ± 0.0083,0.9469 ± 0.0097,0.8729 ± 0.0116,0.8949 ± 0.0122,0.8830 ± 0.0121,0.9555 ± 0.0060,0.8928 ± 0.0065,0.5952 ± 0.0043,0.6133 ± 0.0045,0.6041 ± 0.0044,0.9485 ± 0.0065,0.8675 ± 0.0062,0.8928 ± 0.0065,0.8799 ± 0.0064,0.9550 ± 0.0038
logistic_regression,0.8546 ± 0.0218,0.6754 ± 0.0628,0.6853 ± 0.0802,0.6752 ± 0.0637,0.8953 ± 0.0296,0.8540 ± 0.0192,0.8546 ± 0.0218,0.8533 ± 0.0202,0.9183 ± 0.0122,0.8480 ± 0.0120,0.6922 ± 0.0280,0.6960 ± 0.0232,0.6932 ± 0.0242,0.8877 ± 0.0195,0.8492 ± 0.0121,0.8480 ± 0.0120,0.8484 ± 0.0119,0.9127 ± 0.0106
knn,0.8282 ± 0.0206,0.5815 ± 0.0505,0.5780 ± 0.0153,0.5660 ± 0.0222,0.8355 ± 0.0180,0.8335 ± 0.0126,0.8282 ± 0.0206,0.8154 ± 0.0208,0.9023 ± 0.0123,0.8351 ± 0.0076,0.7381 ± 0.1584,0.5916 ± 0.0100,0.5875 ± 0.0195,0.8446 ± 0.0167,0.8456 ± 0.0148,0.8351 ± 0.0076,0.8223 ± 0.0071,0.9070 ± 0.0052
gaussian_nb,0.8132 ± 0.0384,0.6448 ± 0.0312,0.7331 ± 0.0582,0.6449 ± 0.0453,0.8310 ± 0.0544,0.8763 ± 0.0196,0.8132 ± 0.0384,0.8350 ± 0.0307,0.9150 ± 0.0150,0.8035 ± 0.0241,0.6410 ± 0.0132,0.7274 ± 0.0335,0.6387 ± 0.0233,0.8342 ± 0.0181,0.8730 ± 0.0067,0.8035 ± 0.0241,0.8289 ± 0.0171,0.9126 ± 0.0050
