epoch,train_loss,val_loss,val_acc,val_f1,val_balanced_acc
1,0.3707919491303934,0.20528965825970108,0.918918918918919,0.9230769230769231,0.9220563847429519
2,0.193391590907767,0.17560682828361923,0.9324324324324325,0.9358974358974359,0.9356919108162889
3,0.1664508732690199,0.17435428631064054,0.9324324324324325,0.9358974358974359,0.9356919108162889
4,0.13820970853840983,0.1809090041630977,0.9324324324324325,0.9367088607594937,0.9344020637552976
5,0.1099330727514383,0.19419441782441493,0.9324324324324325,0.9358974358974359,0.9356919108162889
6,0.1050879407069973,0.18150489117849516,0.9391891891891891,0.9426751592356688,0.9418647503224618
7,0.07992326410336269,0.19584832778452216,0.9324324324324325,0.9367088607594937,0.9344020637552976
8,0.07443180909329974,0.18608629401471163,0.9391891891891891,0.9426751592356688,0.9418647503224618
9,0.05835528406817969,0.19291215285507812,0.9459459459459459,0.9493670886075949,0.9480375898286346
10,0.053978049536109775,0.19435315299779177,0.9459459459459459,0.95,0.9467477427676432
11,0.02903551549172482,0.28762637027004434,0.9324324324324325,0.9375,0.9331122166943062
12,0.038442538526519576,0.2518996142253682,0.9391891891891891,0.9440993788819876,0.9392850562004791
13,0.02070364831770594,0.29702372744528427,0.9256756756756757,0.9325153374233128,0.9243596830661507
