exp_id,test_acc_mean,test_acc_std,test_acc_min,test_acc_max,test_balanced_acc_mean,test_balanced_acc_std,test_balanced_acc_min,test_balanced_acc_max,test_f1_macro_mean,test_f1_macro_std,test_f1_macro_min,test_f1_macro_max,test_f1_weighted_mean,test_f1_weighted_std,test_f1_weighted_min,test_f1_weighted_max,test_recall_0_mean,test_recall_0_std,test_recall_0_min,test_recall_0_max,test_recall_1_mean,test_recall_1_std,test_recall_1_min,test_recall_1_max,test_recall_2_mean,test_recall_2_std,test_recall_2_min,test_recall_2_max
E15_kfold_transfer,0.8194805194805195,0.07271209672394777,0.6818181818181818,0.9545454545454546,0.8220238095238095,0.07017473153013325,0.7023809523809524,0.9583333333333334,0.8120147087174951,0.08020340627842812,0.6549707602339181,0.9555555555555556,0.8109067870241526,0.0820974361785811,0.6433811802232854,0.9545454545454546,0.9464285714285714,0.06941609398625352,0.8571428571428571,1.0,0.7053571428571428,0.15999619113947156,0.42857142857142855,0.875,0.8142857142857143,0.24152294576982394,0.25,1.0
