exp_id,seed,reserved_per_class,hidden_dims,dropout,bin_lr,head_lr,ft_lr,weight_decay,scaler_strategy,use_transfer,transfer_mode,phase1_freeze,phase2_finetune,use_class_weights,multiclass_weights,save_model_pt,test_loss,test_acc,test_balanced_acc,test_f1_macro,test_f1_weighted,test_precision_macro,test_recall_0,test_recall_1,test_recall_2,test_precision_0,test_precision_1,test_precision_2,bin_val_loss,bin_val_acc,bin_val_f1,bin_val_balanced_acc,fold
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.7020222219553861,0.8181818181818182,0.8154761904761904,0.8078431372549021,0.8085561497326204,0.8175925925925926,0.875,0.5714285714285714,1.0,0.7777777777777778,0.8,0.875,0.1564291272866162,0.9391891891891891,0.9433962264150944,0.9405749032614704,1
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.4325657378543507,0.7727272727272727,0.7678571428571429,0.769385026737968,0.7741857073407875,0.8250000000000001,0.875,0.8571428571428571,0.5714285714285714,0.875,0.6,1.0,0.1564291272866162,0.9391891891891891,0.9433962264150944,0.9405749032614704,2
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.4538545391776345,0.8636363636363636,0.8690476190476191,0.8634920634920634,0.8606060606060606,0.8630952380952381,0.8571428571428571,0.75,1.0,0.8571428571428571,0.8571428571428571,0.875,0.1564291272866162,0.9391891891891891,0.9433962264150944,0.9405749032614704,3
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.34364604679020966,0.9545454545454546,0.9583333333333334,0.9555555555555556,0.9545454545454546,0.9583333333333334,1.0,0.875,1.0,1.0,1.0,0.875,0.1564291272866162,0.9391891891891891,0.9433962264150944,0.9405749032614704,4
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.5044807087291371,0.8181818181818182,0.8214285714285715,0.8243589743589744,0.8232517482517483,0.8412698412698413,0.8571428571428571,0.8571428571428571,0.75,1.0,0.6666666666666666,0.8571428571428571,0.1564291272866162,0.9391891891891891,0.9433962264150944,0.9405749032614704,5
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.6831254850734364,0.6818181818181818,0.7023809523809524,0.6549707602339181,0.6433811802232854,0.7916666666666666,1.0,0.8571428571428571,0.25,0.875,0.5,1.0,0.1564291272866162,0.9391891891891891,0.9433962264150944,0.9405749032614704,6
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.5749822074458713,0.7619047619047619,0.7619047619047619,0.7429292929292929,0.7429292929292929,0.7638888888888888,1.0,0.42857142857142855,0.8571428571428571,0.875,0.75,0.6666666666666666,0.1564291272866162,0.9391891891891891,0.9433962264150944,0.9405749032614704,7
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.6362130897385734,0.8095238095238095,0.8095238095238094,0.8000000000000002,0.8,0.8083333333333332,1.0,0.5714285714285714,0.8571428571428571,0.875,0.8,0.75,0.1564291272866162,0.9391891891891891,0.9433962264150944,0.9405749032614704,8
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.46750255141939434,0.8571428571428571,0.8571428571428572,0.8564102564102564,0.8564102564102564,0.8611111111111112,1.0,0.7142857142857143,0.8571428571428571,1.0,0.8333333333333334,0.75,0.1564291272866162,0.9391891891891891,0.9433962264150944,0.9405749032614704,9
E15_kfold_transfer,42,72,"(128, 64)",0.3,0.001,0.001,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",False,0.3725800734190714,0.8571428571428571,0.8571428571428571,0.8452020202020202,0.8452020202020203,0.8842592592592592,1.0,0.5714285714285714,1.0,0.7777777777777778,1.0,0.875,0.1564291272866162,0.9391891891891891,0.9433962264150944,0.9405749032614704,10
