exp_id,test_acc_mean,test_acc_std,test_balanced_acc_mean,test_balanced_acc_std,test_f1_macro_mean,test_f1_macro_std,test_f1_weighted_mean,test_f1_weighted_std,test_recall_0_mean,test_recall_0_std,test_recall_1_mean,test_recall_1_std,test_recall_2_mean,test_recall_2_std
E8_arch_128_64,0.8,,0.8030303030303031,,0.7970971466270823,,0.7956122254786283,,1.0,,0.6818181818181818,,0.7272727272727273,
E8_arch_256_128,0.8615384615384616,,0.8636363636363636,,0.8570543787935092,,0.856193008032473,,1.0,,0.6818181818181818,,0.9090909090909091,
E8_arch_32_16,0.5846153846153846,,0.5901875901875901,,0.5046329294369208,,0.4990185865453149,,0.9523809523809523,,0.7727272727272727,,0.045454545454545456,
E8_arch_64_32,0.7846153846153846,,0.7878787878787877,,0.7802571642737703,,0.7785131664737269,,1.0,,0.6363636363636364,,0.7272727272727273,
