exp_id,test_acc_mean,test_acc_std,test_balanced_acc_mean,test_balanced_acc_std,test_f1_macro_mean,test_f1_macro_std,test_f1_weighted_mean,test_f1_weighted_std,test_recall_0_mean,test_recall_0_std,test_recall_1_mean,test_recall_1_std,test_recall_2_mean,test_recall_2_std
E11_wd_0p0,0.8307692307692308,,0.8333333333333334,,0.8274890651642078,,0.8264717119932481,,1.0,,0.6818181818181818,,0.8181818181818182,
E11_wd_0p0001,0.8,,0.8030303030303031,,0.7970971466270823,,0.7956122254786283,,1.0,,0.6818181818181818,,0.7272727272727273,
E11_wd_0p001,0.8461538461538461,,0.8484848484848485,,0.8445235212230542,,0.8437682366068457,,1.0,,0.7272727272727273,,0.8181818181818182,
E11_wd_1e-05,0.8307692307692308,,0.8333333333333334,,0.8274890651642078,,0.8264717119932481,,1.0,,0.6818181818181818,,0.8181818181818182,
