epoch,train_loss,val_loss,val_acc,val_f1,val_balanced_acc
1,0.5129925342830451,0.3011243939399719,0.8986486486486487,0.9019607843137255,0.9035378662244333
2,0.2970338878599373,0.22182811917485418,0.918918918918919,0.922077922077922,0.9233462318039433
3,0.2199085626650501,0.19367942677156344,0.9256756756756757,0.9290322580645162,0.929519071310116
4,0.19293397393178296,0.18976545142563614,0.9256756756756757,0.9290322580645162,0.929519071310116
5,0.16123211997989062,0.18739654476175438,0.9324324324324325,0.9358974358974359,0.9356919108162889
6,0.14891051926423568,0.18421974697628538,0.9391891891891891,0.9426751592356688,0.9418647503224618
7,0.13623410966750737,0.1794831213113424,0.9391891891891891,0.9426751592356688,0.9418647503224618
8,0.13996849823239688,0.1797762520208552,0.9391891891891891,0.9426751592356688,0.9418647503224618
9,0.10524857809414735,0.174853946711566,0.9459459459459459,0.9493670886075949,0.9480375898286346
10,0.0940054443639678,0.1839949357247836,0.9527027027027027,0.9554140127388535,0.9555002763957987
11,0.08344095556468174,0.1871536436327104,0.9527027027027027,0.9554140127388535,0.9555002763957987
12,0.09096033448303067,0.19265762478666934,0.9527027027027027,0.9554140127388535,0.9555002763957987
13,0.06947580717403341,0.19724239031406673,0.9527027027027027,0.9554140127388535,0.9555002763957987
14,0.0679964641914577,0.21111551402577175,0.9527027027027027,0.9554140127388535,0.9555002763957987
15,0.06328849410134796,0.2640981768758187,0.9391891891891891,0.9426751592356688,0.9418647503224618
16,0.04333548092383992,0.25572498428723395,0.9527027027027027,0.9559748427672956,0.9542104293348075
17,0.0556065802339691,0.2476159124619428,0.9527027027027027,0.9559748427672956,0.9542104293348075
18,0.04598178579220297,0.23864417967254398,0.9594594594594594,0.9620253164556962,0.9616731159019716
19,0.043619538282950385,0.27152597571005793,0.9527027027027027,0.9559748427672956,0.9542104293348075
