epoch,train_loss,val_loss,val_acc,val_balanced_acc,val_f1
1,0.6249666391192256,0.5712416204246314,0.8581081081081081,0.8458632762115349,0.88268156424581
2,0.5415627038156664,0.4797669479975829,0.8918918918918919,0.8883360972913212,0.9036144578313253
3,0.4550737295601819,0.3955498804917207,0.8986486486486487,0.8970886309194767,0.9079754601226994
4,0.3808353281504399,0.32512347923742757,0.9054054054054054,0.9058411645476322,0.9125
5,0.3122281077745798,0.27577034202781886,0.918918918918919,0.9207665376819606,0.9240506329113924
6,0.2729652258189949,0.24392678206031387,0.9256756756756757,0.9282292242491248,0.9299363057324841
7,0.24536100795140137,0.22444176955803022,0.918918918918919,0.9220563847429519,0.9230769230769231
8,0.2240278716828372,0.2096392608977653,0.9256756756756757,0.929519071310116,0.9290322580645162
9,0.20938360348746582,0.20193692639067368,0.9256756756756757,0.929519071310116,0.9290322580645162
10,0.20379688006800575,0.19402691842736425,0.9256756756756757,0.929519071310116,0.9290322580645162
11,0.18784047663211823,0.18859712054600586,0.9324324324324325,0.9356919108162889,0.9358974358974359
12,0.18138414560943036,0.18449912159829526,0.9324324324324325,0.9356919108162889,0.9358974358974359
13,0.17366171094614105,0.18231915682554245,0.9324324324324325,0.9356919108162889,0.9358974358974359
14,0.1736741365009063,0.1791533970752278,0.9324324324324325,0.9356919108162889,0.9358974358974359
15,0.1654676406367405,0.1779905682480013,0.9324324324324325,0.9356919108162889,0.9358974358974359
16,0.15885903072115537,0.17591399639039426,0.9324324324324325,0.9356919108162889,0.9358974358974359
17,0.16309598752775709,0.17424310723672043,0.9324324324324325,0.9356919108162889,0.9358974358974359
18,0.1543191458425812,0.17378461018607422,0.9324324324324325,0.9356919108162889,0.9358974358974359
19,0.14681814933145368,0.17260058324884725,0.9324324324324325,0.9356919108162889,0.9358974358974359
20,0.14175690579656008,0.171552015720187,0.9324324324324325,0.9356919108162889,0.9358974358974359
21,0.13778780375582142,0.17170803500591098,0.9324324324324325,0.9356919108162889,0.9358974358974359
22,0.13925172292904273,0.17059193541472023,0.9324324324324325,0.9356919108162889,0.9358974358974359
23,0.14089021731067347,0.17144680848798236,0.9324324324324325,0.9356919108162889,0.9358974358974359
24,0.13738332744184378,0.17145215478297826,0.9324324324324325,0.9356919108162889,0.9358974358974359
25,0.13146849988481482,0.17092798569717924,0.9324324324324325,0.9356919108162889,0.9358974358974359
26,0.12497461964753834,0.1721874647647948,0.9324324324324325,0.9356919108162889,0.9358974358974359
27,0.12405503717427319,0.17209796053734985,0.9324324324324325,0.9356919108162889,0.9358974358974359
28,0.1143151583603105,0.17086351451438828,0.9391891891891891,0.9418647503224618,0.9426751592356688
29,0.1154748886018186,0.17062290491083185,0.9391891891891891,0.9418647503224618,0.9426751592356688
30,0.11596193447759426,0.17235332364971573,0.9391891891891891,0.9418647503224618,0.9426751592356688
31,0.10685839657545895,0.17199829980932377,0.9324324324324325,0.9344020637552976,0.9367088607594937
32,0.11045987602021243,0.17105609762507515,0.9324324324324325,0.9344020637552976,0.9367088607594937
