epoch,train_loss,val_loss,val_acc,val_f1,val_balanced_acc
1,0.3570716632781802,0.19284584856516607,0.9256756756756757,0.9299363057324841,0.9282292242491248
2,0.1819081220876526,0.1613878420478589,0.9391891891891891,0.9426751592356688,0.9418647503224618
3,0.1492762053133668,0.1564291272866162,0.9391891891891891,0.9433962264150944,0.9405749032614704
4,0.11738054555010151,0.15986962128128554,0.9459459459459459,0.9493670886075949,0.9480375898286346
5,0.09366903242629927,0.1696941702299424,0.9527027027027027,0.9559748427672956,0.9542104293348075
6,0.07501429566056342,0.17839624937875448,0.9594594594594594,0.9625,0.9603832688409804
7,0.06258093901733691,0.1900337318751357,0.9594594594594594,0.9625,0.9603832688409804
8,0.03549478129118781,0.22506919331499375,0.9594594594594594,0.9625,0.9603832688409804
9,0.030955478844761446,0.25417090278996685,0.9527027027027027,0.9559748427672956,0.9542104293348075
10,0.03249337759838011,0.25805959415368773,0.9459459459459459,0.9493670886075949,0.9480375898286346
11,0.01590668683245501,0.26725666711619755,0.9527027027027027,0.9559748427672956,0.9542104293348075
12,0.02207985585335189,0.2995710517582641,0.9527027027027027,0.9559748427672956,0.9542104293348075
13,0.013808387554269535,0.3080192522969368,0.9527027027027027,0.9559748427672956,0.9542104293348075
