,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
STACKING_decision_tree,0.3659 ± 0.0745,0.2944 ± 0.0629,0.3486 ± 0.0348,0.2893 ± 0.0432,0.5032 ± 0.0381,0.3647 ± 0.0894,0.3659 ± 0.0745,0.3441 ± 0.0795,0.5123 ± 0.0364,0.3520 ± 0.0395,0.3564 ± 0.0239,0.3523 ± 0.0263,0.3220 ± 0.0295,0.5192 ± 0.0251,0.4395 ± 0.0289,0.3520 ± 0.0395,0.3745 ± 0.0387,0.5234 ± 0.0257
STACKING_random_forest,0.5048 ± 0.0312,0.4072 ± 0.0205,0.4108 ± 0.0192,0.4055 ± 0.0179,0.5886 ± 0.0236,0.5023 ± 0.0206,0.5048 ± 0.0312,0.5010 ± 0.0228,0.6142 ± 0.0238,0.4580 ± 0.0314,0.3828 ± 0.0216,0.3814 ± 0.0227,0.3776 ± 0.0224,0.5593 ± 0.0278,0.4769 ± 0.0234,0.4580 ± 0.0314,0.4641 ± 0.0270,0.5842 ± 0.0262
STACKING_extra_trees,0.4597 ± 0.0463,0.4023 ± 0.0295,0.3987 ± 0.0323,0.3895 ± 0.0313,0.5747 ± 0.0245,0.4934 ± 0.0279,0.4597 ± 0.0463,0.4691 ± 0.0357,0.5982 ± 0.0230,0.4363 ± 0.0312,0.3749 ± 0.0147,0.3691 ± 0.0183,0.3667 ± 0.0194,0.5465 ± 0.0259,0.4666 ± 0.0164,0.4363 ± 0.0312,0.4480 ± 0.0249,0.5693 ± 0.0271
STACKING_xgboost,0.4516 ± 0.0627,0.3869 ± 0.0352,0.3875 ± 0.0266,0.3710 ± 0.0336,0.5611 ± 0.0344,0.4715 ± 0.0363,0.4516 ± 0.0627,0.4499 ± 0.0522,0.5762 ± 0.0363,0.4173 ± 0.0386,0.3664 ± 0.0170,0.3623 ± 0.0207,0.3546 ± 0.0216,0.5345 ± 0.0206,0.4551 ± 0.0182,0.4173 ± 0.0386,0.4298 ± 0.0305,0.5536 ± 0.0262
STACKING_adaboost,0.5040 ± 0.0751,0.3893 ± 0.0540,0.4015 ± 0.0186,0.3698 ± 0.0436,0.5914 ± 0.0226,0.4925 ± 0.0258,0.5040 ± 0.0751,0.4757 ± 0.0768,0.6185 ± 0.0154,0.4860 ± 0.0563,0.3945 ± 0.0281,0.3942 ± 0.0176,0.3782 ± 0.0253,0.5651 ± 0.0170,0.4889 ± 0.0183,0.4860 ± 0.0563,0.4746 ± 0.0497,0.5935 ± 0.0178
STACKING_svm,0.5267 ± 0.0299,0.4043 ± 0.0453,0.4105 ± 0.0326,0.4030 ± 0.0366,0.5969 ± 0.0272,0.5019 ± 0.0338,0.5267 ± 0.0299,0.5118 ± 0.0300,0.6269 ± 0.0244,0.5175 ± 0.0238,0.4060 ± 0.0191,0.4038 ± 0.0159,0.3990 ± 0.0161,0.5743 ± 0.0206,0.4986 ± 0.0112,0.5175 ± 0.0238,0.5053 ± 0.0160,0.6045 ± 0.0168
STACKING_knn,0.4172 ± 0.0345,0.3638 ± 0.0333,0.3641 ± 0.0332,0.3476 ± 0.0277,0.5609 ± 0.0293,0.4532 ± 0.0365,0.4172 ± 0.0345,0.4221 ± 0.0315,0.5725 ± 0.0289,0.3951 ± 0.0347,0.3580 ± 0.0213,0.3549 ± 0.0274,0.3406 ± 0.0228,0.5368 ± 0.0326,0.4436 ± 0.0238,0.3951 ± 0.0347,0.4077 ± 0.0301,0.5495 ± 0.0291
STACKING_gaussian_nb,0.4513 ± 0.0768,0.4066 ± 0.0640,0.3897 ± 0.0201,0.3662 ± 0.0358,0.5745 ± 0.0217,0.4962 ± 0.0389,0.4513 ± 0.0768,0.4508 ± 0.0569,0.5924 ± 0.0221,0.4170 ± 0.0499,0.3906 ± 0.0149,0.3811 ± 0.0223,0.3611 ± 0.0138,0.5510 ± 0.0147,0.4871 ± 0.0157,0.4170 ± 0.0499,0.4349 ± 0.0342,0.5692 ± 0.0143
