,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
STACKING_decision_tree,0.7297 ± 0.0447,0.5332 ± 0.0401,0.5573 ± 0.0239,0.5370 ± 0.0174,0.7124 ± 0.0250,0.6830 ± 0.0213,0.7297 ± 0.0447,0.7015 ± 0.0269,0.7656 ± 0.0220,0.7118 ± 0.0242,0.5324 ± 0.0236,0.5493 ± 0.0148,0.5383 ± 0.0177,0.7191 ± 0.0144,0.6787 ± 0.0141,0.7118 ± 0.0242,0.6937 ± 0.0147,0.7679 ± 0.0166
STACKING_random_forest,0.7385 ± 0.0397,0.6095 ± 0.0251,0.6024 ± 0.0327,0.6026 ± 0.0291,0.8075 ± 0.0191,0.7601 ± 0.0197,0.7385 ± 0.0397,0.7472 ± 0.0270,0.8735 ± 0.0149,0.7283 ± 0.0122,0.5995 ± 0.0202,0.5956 ± 0.0233,0.5957 ± 0.0200,0.8025 ± 0.0093,0.7509 ± 0.0157,0.7283 ± 0.0122,0.7387 ± 0.0121,0.8637 ± 0.0071
STACKING_extra_trees,0.7377 ± 0.0307,0.6091 ± 0.0216,0.6036 ± 0.0280,0.6043 ± 0.0251,0.7970 ± 0.0183,0.7559 ± 0.0124,0.7377 ± 0.0307,0.7454 ± 0.0212,0.8626 ± 0.0140,0.7242 ± 0.0132,0.5904 ± 0.0217,0.5861 ± 0.0240,0.5867 ± 0.0219,0.7901 ± 0.0132,0.7432 ± 0.0146,0.7242 ± 0.0132,0.7326 ± 0.0125,0.8542 ± 0.0103
STACKING_xgboost,0.7505 ± 0.0349,0.5843 ± 0.0316,0.5863 ± 0.0285,0.5804 ± 0.0280,0.7931 ± 0.0283,0.7329 ± 0.0241,0.7505 ± 0.0349,0.7396 ± 0.0266,0.8592 ± 0.0251,0.7404 ± 0.0190,0.5720 ± 0.0256,0.5791 ± 0.0213,0.5744 ± 0.0233,0.7849 ± 0.0154,0.7250 ± 0.0182,0.7404 ± 0.0190,0.7321 ± 0.0164,0.8444 ± 0.0141
STACKING_adaboost,0.7875 ± 0.0155,0.5400 ± 0.0413,0.5931 ± 0.0144,0.5627 ± 0.0220,0.8022 ± 0.0155,0.7089 ± 0.0210,0.7875 ± 0.0155,0.7448 ± 0.0160,0.8760 ± 0.0123,0.7667 ± 0.0080,0.5922 ± 0.0472,0.5828 ± 0.0076,0.5637 ± 0.0130,0.7914 ± 0.0060,0.7162 ± 0.0158,0.7667 ± 0.0080,0.7317 ± 0.0073,0.8597 ± 0.0063
STACKING_svm,0.7414 ± 0.0316,0.6035 ± 0.0231,0.5988 ± 0.0259,0.5995 ± 0.0243,0.8009 ± 0.0255,0.7496 ± 0.0177,0.7414 ± 0.0316,0.7440 ± 0.0244,0.8653 ± 0.0202,0.7347 ± 0.0109,0.5952 ± 0.0110,0.5926 ± 0.0111,0.5932 ± 0.0110,0.7957 ± 0.0080,0.7431 ± 0.0085,0.7347 ± 0.0109,0.7381 ± 0.0094,0.8584 ± 0.0077
STACKING_knn,0.6513 ± 0.0317,0.5436 ± 0.0337,0.5327 ± 0.0360,0.5297 ± 0.0349,0.7567 ± 0.0246,0.6871 ± 0.0290,0.6513 ± 0.0317,0.6613 ± 0.0297,0.8158 ± 0.0222,0.6414 ± 0.0183,0.5336 ± 0.0167,0.5225 ± 0.0162,0.5216 ± 0.0160,0.7475 ± 0.0117,0.6741 ± 0.0182,0.6414 ± 0.0183,0.6514 ± 0.0178,0.8032 ± 0.0124
STACKING_gaussian_nb,0.6985 ± 0.0374,0.5618 ± 0.0658,0.5522 ± 0.0294,0.5410 ± 0.0329,0.7660 ± 0.0237,0.6844 ± 0.0324,0.6985 ± 0.0374,0.6810 ± 0.0301,0.8306 ± 0.0252,0.6830 ± 0.0149,0.5386 ± 0.0287,0.5419 ± 0.0199,0.5336 ± 0.0232,0.7076 ± 0.0168,0.6718 ± 0.0193,0.6830 ± 0.0149,0.6704 ± 0.0114,0.7640 ± 0.0144
