exp_id,seed,selection_score_mean,selection_score_std,selection_score_min,selection_score_max,val_balanced_acc_final_mean,val_balanced_acc_final_std,val_balanced_acc_final_min,val_balanced_acc_final_max,val_f1_macro_final_mean,val_f1_macro_final_std,val_f1_macro_final_min,val_f1_macro_final_max,val_recall_2_final_mean,val_recall_2_final_std,val_recall_2_final_min,val_recall_2_final_max,test_balanced_acc_mean,test_balanced_acc_std,test_balanced_acc_min,test_balanced_acc_max,test_f1_macro_mean,test_f1_macro_std,test_f1_macro_min,test_f1_macro_max,test_recall_2_mean,test_recall_2_std,test_recall_2_min,test_recall_2_max
E9_dropout_0_0,7,0.8974401690500763,0.07220645122513154,0.801058201058201,1.0,0.9027777777777779,0.06692977914259703,0.8148148148148149,1.0,0.8974401690500763,0.07220645122513154,0.801058201058201,1.0,0.9555555555555555,0.09938079899999064,0.7777777777777778,1.0,0.8463492063492064,0.03880619650098769,0.7904761904761904,0.8841269841269841,0.84627013947889,0.03944193647129839,0.7870707070707071,0.8834602549841705,0.8466666666666667,0.06111214181773557,0.7857142857142857,0.9285714285714286
E9_dropout_0_0,21,0.8836588265535633,0.04898904890695208,0.8388663967611336,0.960233918128655,0.8814814814814815,0.048290388186686316,0.8379629629629629,0.9583333333333334,0.8836588265535633,0.04898904890695208,0.8388663967611336,0.960233918128655,0.8111111111111111,0.13840192409281235,0.625,1.0,0.865079365079365,0.07119892537144698,0.7428571428571429,0.9301587301587301,0.8658474929066982,0.06892864818335744,0.7481146304675717,0.9306066569692821,0.7914285714285715,0.08783100656536794,0.6428571428571429,0.8571428571428571
E9_dropout_0_0,42,0.810969335102462,0.06091168303117866,0.7177387914230019,0.8857142857142858,0.8175925925925925,0.0536517948363634,0.7407407407407408,0.8888888888888888,0.810969335102462,0.06091168303117866,0.7177387914230019,0.8857142857142858,0.775,0.10776202634039346,0.6666666666666666,0.8888888888888888,0.847936507936508,0.05136582494014188,0.7746031746031746,0.8857142857142858,0.8436101789097492,0.057466283983178365,0.7555555555555555,0.8850574712643677,0.8333333333333334,0.12927497105236405,0.6428571428571429,1.0
E9_dropout_0_1,7,0.8641447132159208,0.09428031391012805,0.7553927553927554,1.0,0.8703703703703702,0.08765785291093289,0.7777777777777777,1.0,0.8641447132159208,0.09428031391012805,0.7553927553927554,1.0,0.9555555555555555,0.09938079899999064,0.7777777777777778,1.0,0.8466666666666667,0.04808764149760542,0.7904761904761904,0.9079365079365079,0.8464389356849498,0.04664922350850238,0.7948051948051948,0.9070242656449553,0.8476190476190476,0.05724197752462525,0.7857142857142857,0.9285714285714286
E9_dropout_0_1,21,0.8774436090225564,0.04982903942958674,0.8425925925925926,0.960233918128655,0.875,0.04975505847269604,0.8425925925925926,0.9583333333333334,0.8774436090225564,0.04982903942958674,0.8425925925925926,0.960233918128655,0.836111111111111,0.10318986456114838,0.75,1.0,0.8793650793650795,0.05329883615993909,0.7904761904761904,0.9301587301587301,0.8805938277860784,0.051101566273569876,0.7960804627471294,0.9306066569692821,0.8466666666666667,0.03440455593940659,0.7857142857142857,0.8666666666666667
E9_dropout_0_1,42,0.8210220813471587,0.058214899322931224,0.7298474945533768,0.8857142857142858,0.8240740740740741,0.05670115145331427,0.7361111111111112,0.8888888888888888,0.8210220813471587,0.058214899322931224,0.7298474945533768,0.8857142857142858,0.7972222222222223,0.08979572152913672,0.6666666666666666,0.8888888888888888,0.8292063492063491,0.05888653569935752,0.7412698412698413,0.8825396825396825,0.8265335409122226,0.057600928005344824,0.7481695742565307,0.8788530465949821,0.7923809523809524,0.15784834422078248,0.5714285714285714,1.0
E9_dropout_0_15,7,0.8889313971202515,0.07119200610060622,0.801058201058201,1.0,0.8944444444444445,0.066640941538691,0.8148148148148149,1.0,0.8889313971202515,0.07119200610060622,0.801058201058201,1.0,0.9555555555555555,0.09938079899999064,0.7777777777777778,1.0,0.8514285714285714,0.06477474195832193,0.7904761904761904,0.9301587301587301,0.8513977510151036,0.06486120001349117,0.7870707070707071,0.9307048984468339,0.8619047619047618,0.045674585936311615,0.8,0.9285714285714286
E9_dropout_0_15,21,0.8669052000630948,0.05243089737758413,0.8380952380952381,0.960233918128655,0.8648148148148149,0.052419184647104336,0.8379629629629629,0.9583333333333334,0.8669052000630948,0.05243089737758413,0.8380952380952381,0.960233918128655,0.8333333333333333,0.14061428285636515,0.625,1.0,0.8698412698412697,0.06304405431185874,0.7666666666666666,0.9301587301587301,0.8715178974276773,0.06027601850954562,0.7735657225853304,0.9306066569692821,0.8466666666666667,0.03440455593940659,0.7857142857142857,0.8666666666666667
E9_dropout_0_15,42,0.8426666339050239,0.04994853536270463,0.7992202729044834,0.9249999999999999,0.8481481481481481,0.046688156427698906,0.8101851851851851,0.9259259259259259,0.8426666339050239,0.04994853536270463,0.7992202729044834,0.9249999999999999,0.8194444444444444,0.09722222222222218,0.6666666666666666,0.8888888888888888,0.8431746031746032,0.04153456003740295,0.7888888888888889,0.8857142857142858,0.8408656037243357,0.0407837474175416,0.7939153439153439,0.8850574712643677,0.8066666666666666,0.13433298728876278,0.6428571428571429,1.0
E9_dropout_0_2,7,0.8724751421036251,0.08758247059748918,0.797270955165692,1.0,0.8777777777777779,0.0837566409135379,0.8009259259259259,1.0,0.8724751421036251,0.08758247059748918,0.797270955165692,1.0,0.9777777777777779,0.04969039949999535,0.8888888888888888,1.0,0.8326984126984127,0.04700128386875364,0.7904761904761904,0.8841269841269841,0.8322101605668533,0.048055148648986856,0.7870707070707071,0.8853899982932241,0.8609523809523809,0.05077628671453838,0.7857142857142857,0.9285714285714286
