exp_id,seed,selection_score_mean,selection_score_std,selection_score_min,selection_score_max,val_balanced_acc_final_mean,val_balanced_acc_final_std,val_balanced_acc_final_min,val_balanced_acc_final_max,val_f1_macro_final_mean,val_f1_macro_final_std,val_f1_macro_final_min,val_f1_macro_final_max,val_recall_2_final_mean,val_recall_2_final_std,val_recall_2_final_min,val_recall_2_final_max,test_balanced_acc_mean,test_balanced_acc_std,test_balanced_acc_min,test_balanced_acc_max,test_f1_macro_mean,test_f1_macro_std,test_f1_macro_min,test_f1_macro_max,test_recall_2_mean,test_recall_2_std,test_recall_2_min,test_recall_2_max
E12_weights_off_1p0_1p0_1p0,7,0.8693421084133158,0.08874511355684066,0.7553927553927554,1.0,0.8777777777777777,0.08009393062466161,0.7777777777777777,1.0,0.8693421084133158,0.08874511355684066,0.7553927553927554,1.0,0.9777777777777779,0.04969039949999535,0.8888888888888888,1.0,0.8653968253968255,0.062435655969216575,0.8111111111111112,0.9523809523809524,0.8618623551668438,0.06520256401326172,0.7991310160427808,0.9521120333133681,0.917142857142857,0.05789191586830148,0.8571428571428571,1.0
E12_weights_off_1p0_1p0_1p0,21,0.890111068268963,0.05146899071564423,0.8417153996101364,0.960233918128655,0.8898148148148148,0.05065161813558465,0.8425925925925926,0.9583333333333334,0.890111068268963,0.05146899071564423,0.8417153996101364,0.960233918128655,0.9027777777777779,0.10393492741038726,0.75,1.0,0.8838095238095238,0.06469495450047162,0.7698412698412698,0.9317460317460317,0.8832612650604865,0.06423139650473783,0.7700008556515788,0.9302134646962233,0.9161904761904761,0.033094381626464886,0.8571428571428571,0.9333333333333333
E12_weights_off_1p0_1p0_1p0,42,0.81947925368978,0.0565174227234587,0.7330827067669173,0.8807017543859649,0.8324074074074075,0.038512285820528604,0.7777777777777777,0.8796296296296297,0.81947925368978,0.0565174227234587,0.7330827067669173,0.8807017543859649,0.888888888888889,0.13608276348795437,0.6666666666666666,1.0,0.8425396825396826,0.05142710168387803,0.7523809523809524,0.8825396825396826,0.834173539384321,0.0609187047409253,0.7274483970136144,0.8808080808080808,0.9019047619047619,0.08231348737650249,0.7857142857142857,1.0
E12_weights_on_1p0_1p0_1p0,7,0.8693421084133158,0.08874511355684066,0.7553927553927554,1.0,0.8777777777777777,0.08009393062466161,0.7777777777777777,1.0,0.8693421084133158,0.08874511355684066,0.7553927553927554,1.0,0.9777777777777779,0.04969039949999535,0.8888888888888888,1.0,0.8653968253968255,0.062435655969216575,0.8111111111111112,0.9523809523809524,0.8618623551668438,0.06520256401326172,0.7991310160427808,0.9521120333133681,0.917142857142857,0.05789191586830148,0.8571428571428571,1.0
E12_weights_on_1p0_1p0_1p0,21,0.890111068268963,0.05146899071564423,0.8417153996101364,0.960233918128655,0.8898148148148148,0.05065161813558465,0.8425925925925926,0.9583333333333334,0.890111068268963,0.05146899071564423,0.8417153996101364,0.960233918128655,0.9027777777777779,0.10393492741038726,0.75,1.0,0.8838095238095238,0.06469495450047162,0.7698412698412698,0.9317460317460317,0.8832612650604865,0.06423139650473783,0.7700008556515788,0.9302134646962233,0.9161904761904761,0.033094381626464886,0.8571428571428571,0.9333333333333333
E12_weights_on_1p0_1p0_1p0,42,0.81947925368978,0.0565174227234587,0.7330827067669173,0.8807017543859649,0.8324074074074075,0.038512285820528604,0.7777777777777777,0.8796296296296297,0.81947925368978,0.0565174227234587,0.7330827067669173,0.8807017543859649,0.888888888888889,0.13608276348795437,0.6666666666666666,1.0,0.8425396825396826,0.05142710168387803,0.7523809523809524,0.8825396825396826,0.834173539384321,0.0609187047409253,0.7274483970136144,0.8808080808080808,0.9019047619047619,0.08231348737650249,0.7857142857142857,1.0
E12_weights_on_1p0_1p0_1p1,7,0.8693421084133158,0.08874511355684066,0.7553927553927554,1.0,0.8777777777777777,0.08009393062466161,0.7777777777777777,1.0,0.8693421084133158,0.08874511355684066,0.7553927553927554,1.0,0.9777777777777779,0.04969039949999535,0.8888888888888888,1.0,0.8517460317460317,0.06886584355956939,0.7873015873015873,0.9523809523809524,0.8460054702092151,0.07406735834069757,0.7696428571428572,0.9521120333133681,0.917142857142857,0.05789191586830148,0.8571428571428571,1.0
E12_weights_on_1p0_1p0_1p1,21,0.890111068268963,0.05146899071564423,0.8417153996101364,0.960233918128655,0.8898148148148148,0.05065161813558465,0.8425925925925926,0.9583333333333334,0.890111068268963,0.05146899071564423,0.8417153996101364,0.960233918128655,0.9027777777777779,0.10393492741038726,0.75,1.0,0.8746031746031747,0.05908302403312624,0.7698412698412698,0.9063492063492063,0.8732214596332135,0.05852304455572995,0.7700008556515788,0.907051282051282,0.9295238095238094,0.050552502960343686,0.8571428571428571,1.0
E12_weights_on_1p0_1p0_1p1,42,0.81947925368978,0.0565174227234587,0.7330827067669173,0.8807017543859649,0.8324074074074075,0.038512285820528604,0.7777777777777777,0.8796296296296297,0.81947925368978,0.0565174227234587,0.7330827067669173,0.8807017543859649,0.888888888888889,0.13608276348795437,0.6666666666666666,1.0,0.8330158730158731,0.04890331677437016,0.7523809523809524,0.8825396825396826,0.8247031709024621,0.05780067239954464,0.7274483970136144,0.8808080808080808,0.9019047619047619,0.08231348737650249,0.7857142857142857,1.0
E12_weights_on_1p0_1p0_1p2,7,0.8693421084133158,0.08874511355684066,0.7553927553927554,1.0,0.8777777777777777,0.08009393062466161,0.7777777777777777,1.0,0.8693421084133158,0.08874511355684066,0.7553927553927554,1.0,0.9777777777777779,0.04969039949999535,0.8888888888888888,1.0,0.8517460317460317,0.06886584355956939,0.7873015873015873,0.9523809523809524,0.8460054702092151,0.07406735834069757,0.7696428571428572,0.9521120333133681,0.917142857142857,0.05789191586830148,0.8571428571428571,1.0
