exp_id,seed,fold,reserved_per_class,hidden_dims,dropout,bin_lr,head_lr,ft_lr,weight_decay,scaler_strategy,use_transfer,transfer_mode,phase1_freeze,phase2_finetune,use_class_weights,multiclass_weights,selection_score,val_loss_final,val_acc_final,val_balanced_acc_final,val_f1_macro_final,val_f1_weighted_final,val_precision_macro_final,val_recall_0_final,val_recall_1_final,val_recall_2_final,val_precision_0_final,val_precision_1_final,val_precision_2_final,test_loss,test_acc,test_balanced_acc,test_f1_macro,test_f1_weighted,test_precision_macro,test_recall_0,test_recall_1,test_recall_2,test_precision_0,test_precision_1,test_precision_2,bin_val_loss,bin_val_acc,bin_val_f1,bin_val_balanced_acc,n_splits_cv
E11_wd_0e+00,7,1,72,"(384, 64)",0.3,0.001,0.001,0.0003,0.0,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.801058201058201,0.7614685067763696,0.8076923076923077,0.8148148148148149,0.801058201058201,0.7976800976800977,0.8424242424242424,0.8888888888888888,0.5555555555555556,1.0,0.7272727272727273,1.0,0.8,0.4705078032883731,0.7954545454545454,0.7904761904761904,0.7870707070707071,0.7904132231404959,0.7942760942760944,0.9333333333333333,0.5714285714285714,0.8666666666666667,0.9333333333333333,0.7272727272727273,0.7222222222222222,0.2859815230240693,0.8918918918918919,0.8987341772151899,0.8934954855352866,5
E11_wd_0e+00,7,2,72,"(384, 64)",0.3,0.001,0.001,0.0003,0.0,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8787524366471735,0.41341258929325986,0.8846153846153846,0.8888888888888888,0.8787524366471735,0.8783625730994152,0.9,1.0,0.6666666666666666,1.0,0.8,1.0,0.9,0.27812974328218504,0.8837209302325582,0.8825396825396826,0.8815666240953597,0.8827705010543823,0.882051282051282,0.9333333333333333,0.7857142857142857,0.9285714285714286,0.9333333333333333,0.8461538461538461,0.8666666666666667,0.2859815230240693,0.8918918918918919,0.8987341772151899,0.8934954855352866,5
E11_wd_0e+00,7,3,72,"(384, 64)",0.3,0.001,0.001,0.0003,0.0,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.797270955165692,0.3053904359157269,0.8076923076923077,0.8009259259259259,0.797270955165692,0.802294197031039,0.7973544973544974,0.7777777777777778,0.625,1.0,0.7777777777777778,0.7142857142857143,0.9,0.28120439690212873,0.9069767441860465,0.9079365079365079,0.9070242656449553,0.9060857168315067,0.9076923076923077,1.0,0.8666666666666667,0.8571428571428571,0.9333333333333333,0.8666666666666667,0.9230769230769231,0.2859815230240693,0.8918918918918919,0.8987341772151899,0.8934954855352866,5
E11_wd_0e+00,7,4,72,"(384, 64)",0.3,0.001,0.001,0.0003,0.0,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8860939112487101,0.25330723420931744,0.8846153846153846,0.8888888888888888,0.8860939112487101,0.8877857823291259,0.9090909090909092,0.8888888888888888,1.0,0.7777777777777778,1.0,0.7272727272727273,1.0,0.7734016484992449,0.8372093023255814,0.8396825396825397,0.8380587484035761,0.8362113516884968,0.8404304029304029,0.9285714285714286,0.7333333333333333,0.8571428571428571,0.8125,0.7857142857142857,0.9230769230769231,0.2859815230240693,0.8918918918918919,0.8987341772151899,0.8934954855352866,5
E11_wd_0e+00,7,5,72,"(384, 64)",0.3,0.001,0.001,0.0003,0.0,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",1.0,0.017133107552161582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0397325088811475,0.7906976744186046,0.7904761904761904,0.7948051948051948,0.7962549078828148,0.8212489265120843,0.7142857142857143,0.8571428571428571,0.8,0.9090909090909091,0.631578947368421,0.9230769230769231,0.2859815230240693,0.8918918918918919,0.8987341772151899,0.8934954855352866,5
E11_wd_0e+00,21,1,72,"(384, 64)",0.3,0.001,0.001,0.0003,0.0,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8881091617933722,0.42799575741474444,0.8846153846153846,0.8842592592592592,0.8881091617933722,0.8863697705802968,0.8962962962962964,0.8888888888888888,0.8888888888888888,0.875,0.8888888888888888,0.8,1.0,0.27875601974400604,0.9318181818181818,0.9333333333333332,0.932438158800784,0.9331020758996288,0.9411764705882352,0.9333333333333333,1.0,0.8666666666666667,1.0,0.8235294117647058,1.0,0.2529388222138624,0.9121621621621622,0.9182389937106918,0.9133038511147964,5
E11_wd_0e+00,21,2,72,"(384, 64)",0.3,0.001,0.001,0.0003,0.0,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.850108225108225,0.28799158563980687,0.8461538461538461,0.8425925925925926,0.850108225108225,0.8498376623376623,0.8974358974358975,0.75,1.0,0.7777777777777778,1.0,0.6923076923076923,1.0,0.39750812220018966,0.8837209302325582,0.8809523809523809,0.8804012345679012,0.8817291128337639,0.8838612368024134,1.0,0.7857142857142857,0.8571428571428571,0.8823529411764706,0.8461538461538461,0.9230769230769231,0.2529388222138624,0.9121621621621622,0.9182389937106918,0.9133038511147964,5
E11_wd_0e+00,21,3,72,"(384, 64)",0.3,0.001,0.001,0.0003,0.0,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8474945533769063,0.43118502772771394,0.8461538461538461,0.8472222222222222,0.8474945533769063,0.8501759678230266,0.8583333333333334,0.8888888888888888,0.875,0.7777777777777778,1.0,0.7,0.875,0.49310306338376775,0.8837209302325582,0.8825396825396825,0.8856854256854256,0.8848202959830866,0.9021164021164022,0.9285714285714286,0.9333333333333333,0.7857142857142857,0.9285714285714286,0.7777777777777778,1.0,0.2529388222138624,0.9121621621621622,0.9182389937106918,0.9133038511147964,5
E11_wd_0e+00,21,4,72,"(384, 64)",0.3,0.001,0.001,0.0003,0.0,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.960233918128655,0.3590221840601701,0.9615384615384616,0.9583333333333334,0.960233918128655,0.9612685560053982,0.9666666666666667,1.0,0.875,1.0,1.0,1.0,0.9,0.6826590077821598,0.7674418604651163,0.7682539682539682,0.7714839850546191,0.770046623061601,0.7791666666666667,0.7857142857142857,0.7333333333333333,0.7857142857142857,0.9166666666666666,0.6875,0.7333333333333333,0.2529388222138624,0.9121621621621622,0.9182389937106918,0.9133038511147964,5
E11_wd_0e+00,21,5,72,"(384, 64)",0.3,0.001,0.001,0.0003,0.0,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8066748066748066,0.5015425086021423,0.8076923076923077,0.8009259259259259,0.8066748066748066,0.8081149619611158,0.8518518518518517,0.8888888888888888,0.8888888888888888,0.625,0.8888888888888888,0.6666666666666666,1.0,0.32730397304823233,0.8837209302325582,0.8841269841269841,0.8823329076202638,0.8819685764352966,0.882051282051282,1.0,0.7857142857142857,0.8666666666666667,0.9333333333333333,0.8461538461538461,0.8666666666666667,0.2529388222138624,0.9121621621621622,0.9182389937106918,0.9133038511147964,5
