exp_id,seed,fold,reserved_per_class,hidden_dims,dropout,bin_lr,head_lr,ft_lr,weight_decay,scaler_strategy,use_transfer,transfer_mode,phase1_freeze,phase2_finetune,use_class_weights,multiclass_weights,selection_score,val_loss_final,val_acc_final,val_balanced_acc_final,val_f1_macro_final,val_f1_weighted_final,val_precision_macro_final,val_recall_0_final,val_recall_1_final,val_recall_2_final,val_precision_0_final,val_precision_1_final,val_precision_2_final,test_loss,test_acc,test_balanced_acc,test_f1_macro,test_f1_weighted,test_precision_macro,test_recall_0,test_recall_1,test_recall_2,test_precision_0,test_precision_1,test_precision_2,bin_val_loss,bin_val_acc,bin_val_f1,bin_val_balanced_acc,n_splits_cv
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,7,1,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.7553927553927554,0.8329130915495065,0.7692307692307693,0.7777777777777777,0.7553927553927554,0.7502582887198271,0.8222222222222223,0.8888888888888888,0.4444444444444444,1.0,0.6666666666666666,1.0,0.8,0.42718930407003924,0.8409090909090909,0.8365079365079365,0.8334139784946236,0.835991568914956,0.8401292335115865,1.0,0.6428571428571429,0.8666666666666667,0.9375,0.8181818181818182,0.7647058823529411,0.28594780451542623,0.8918918918918919,0.8987341772151899,0.8934954855352866,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,7,2,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8787524366471735,0.40127066465524525,0.8846153846153846,0.8888888888888888,0.8787524366471735,0.8783625730994152,0.9,1.0,0.6666666666666666,1.0,0.8,1.0,0.9,0.29260049448456876,0.9069767441860465,0.9047619047619048,0.9034825019252161,0.9049769073568128,0.9069444444444444,1.0,0.7857142857142857,0.9285714285714286,0.9375,0.9166666666666666,0.8666666666666667,0.28594780451542623,0.8918918918918919,0.8987341772151899,0.8934954855352866,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,7,3,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8787524366471735,0.3168250173330307,0.8846153846153846,0.8796296296296297,0.8787524366471735,0.8817813765182186,0.882010582010582,0.8888888888888888,0.75,1.0,0.8888888888888888,0.8571428571428571,0.9,0.291409257539483,0.9302325581395349,0.9301587301587301,0.9307048984468339,0.9300658497957822,0.9326923076923078,1.0,0.9333333333333333,0.8571428571428571,1.0,0.875,0.9230769230769231,0.28594780451542623,0.8918918918918919,0.8987341772151899,0.8934954855352866,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,7,4,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.9237472766884531,0.29049000717126405,0.9230769230769231,0.9259259259259259,0.9237472766884531,0.9250879839115134,0.9333333333333332,0.8888888888888888,1.0,0.8888888888888888,1.0,0.8,1.0,0.7010310077390005,0.8372093023255814,0.8380952380952381,0.8402867383512546,0.8387496874218554,0.8541666666666666,0.9285714285714286,0.8,0.7857142857142857,0.8125,0.75,1.0,0.28594780451542623,0.8918918918918919,0.8987341772151899,0.8934954855352866,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,7,5,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",1.0,0.05057144852784964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6796627238739369,0.813953488372093,0.8126984126984128,0.8155172413793105,0.8174017642341621,0.8347763347763347,0.7142857142857143,0.8571428571428571,0.8666666666666667,0.9090909090909091,0.6666666666666666,0.9285714285714286,0.28594780451542623,0.8918918918918919,0.8987341772151899,0.8934954855352866,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,21,1,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8881091617933722,0.4141886646930988,0.8846153846153846,0.8842592592592592,0.8881091617933722,0.8863697705802968,0.8962962962962964,0.8888888888888888,0.8888888888888888,0.875,0.8888888888888888,0.8,1.0,0.2995721264318986,0.8636363636363636,0.8634920634920635,0.8650793650793651,0.8665584415584416,0.8722222222222222,0.8666666666666667,0.8571428571428571,0.8666666666666667,1.0,0.75,0.8666666666666667,0.25683400961192876,0.918918918918919,0.9240506329113924,0.9207665376819606,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,21,2,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8851540616246498,0.2847771163170154,0.8846153846153846,0.8796296296296297,0.8851540616246498,0.8862314156431802,0.9166666666666666,0.75,1.0,0.8888888888888888,1.0,0.75,1.0,0.41377943615580715,0.8837209302325582,0.8809523809523809,0.8804012345679012,0.8817291128337639,0.8838612368024134,1.0,0.7857142857142857,0.8571428571428571,0.8823529411764706,0.8461538461538461,0.9230769230769231,0.25683400961192876,0.918918918918919,0.9240506329113924,0.9207665376819606,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,21,3,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.9212962962962963,0.40243283143410313,0.9230769230769231,0.9212962962962963,0.9212962962962963,0.9230769230769231,0.9212962962962963,1.0,0.875,0.8888888888888888,1.0,0.875,0.8888888888888888,0.5058730660482894,0.9302325581395349,0.9301587301587301,0.9306066569692821,0.9299698930037549,0.9361111111111112,1.0,0.9333333333333333,0.8571428571428571,0.9333333333333333,0.875,1.0,0.25683400961192876,0.918918918918919,0.9240506329113924,0.9207665376819606,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,21,4,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.960233918128655,0.337543792449511,0.9615384615384616,0.9583333333333334,0.960233918128655,0.9612685560053982,0.9666666666666667,1.0,0.875,1.0,1.0,1.0,0.9,0.6980924620184787,0.7674418604651163,0.7666666666666666,0.770995670995671,0.7699788583509514,0.7871572871572871,0.7142857142857143,0.8,0.7857142857142857,0.9090909090909091,0.6666666666666666,0.7857142857142857,0.25683400961192876,0.918918918918919,0.9240506329113924,0.9207665376819606,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,21,5,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.7919799498746866,0.5054784875649673,0.8076923076923077,0.7962962962962963,0.7919799498746866,0.7967996915365335,0.8555555555555555,1.0,0.8888888888888888,0.5,0.9,0.6666666666666666,1.0,0.32277069119519963,0.9069767441860465,0.9079365079365079,0.9079365079365079,0.9069767441860465,0.9079365079365079,1.0,0.8571428571428571,0.8666666666666667,1.0,0.8571428571428571,0.8666666666666667,0.25683400961192876,0.918918918918919,0.9240506329113924,0.9207665376819606,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,42,1,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.7635448916408668,0.73891426049746,0.7692307692307693,0.7777777777777778,0.7635448916408668,0.7605233388902118,0.7721861471861472,1.0,0.5555555555555556,0.7777777777777778,0.7272727272727273,0.7142857142857143,0.875,0.5460268177769401,0.8636363636363636,0.8619047619047618,0.8612313612313612,0.8629476584022039,0.873015873015873,1.0,0.7857142857142857,0.8,0.8333333333333334,0.7857142857142857,1.0,0.17203365729467288,0.9459459459459459,0.95,0.9467477427676432,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,42,2,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8505050505050505,0.30133100427114046,0.8461538461538461,0.8472222222222222,0.8505050505050505,0.8473193473193473,0.8974358974358975,0.875,1.0,0.6666666666666666,1.0,0.6923076923076923,1.0,0.36212152173352796,0.813953488372093,0.811111111111111,0.811111111111111,0.813953488372093,0.811111111111111,0.9333333333333333,0.7142857142857143,0.7857142857142857,0.9333333333333333,0.7142857142857143,0.7857142857142857,0.17203365729467288,0.9459459459459459,0.95,0.9467477427676432,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,42,3,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8343915343915344,0.4600931085073031,0.8461538461538461,0.8379629629629629,0.8343915343915344,0.8390109890109889,0.8468013468013469,1.0,0.625,0.8888888888888888,0.8181818181818182,0.8333333333333334,0.8888888888888888,0.48870714043462,0.7906976744186046,0.7888888888888889,0.7890269151138716,0.7879531994799941,0.8224867724867725,0.9285714285714286,0.8666666666666667,0.5714285714285714,0.9285714285714286,0.65,0.8888888888888888,0.17203365729467288,0.9459459459459459,0.95,0.9467477427676432,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,42,4,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8860939112487101,0.29255942427195036,0.8846153846153846,0.8888888888888888,0.8860939112487101,0.8877857823291259,0.9090909090909092,0.8888888888888888,1.0,0.7777777777777778,1.0,0.7272727272727273,1.0,0.4577009920464006,0.7674418604651163,0.773015873015873,0.7620432959698812,0.758632628979526,0.7666072489601902,0.9285714285714286,0.5333333333333333,0.8571428571428571,0.8666666666666667,0.7272727272727273,0.7058823529411765,0.17203365729467288,0.9459459459459459,0.95,0.9467477427676432,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,42,5,72,"(384, 64)",0.3,0.0003,0.0003,0.0001,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.8444272445820434,0.6241691937813392,0.8461538461538461,0.8518518518518517,0.8444272445820434,0.840706120504882,0.8486772486772486,0.8888888888888888,0.6666666666666666,1.0,0.8,0.8571428571428571,0.8888888888888888,0.44613703392272774,0.8372093023255814,0.8380952380952381,0.8405278842060451,0.8395853752710208,0.8444444444444444,0.9285714285714286,0.7857142857142857,0.8,1.0,0.7333333333333333,0.8,0.17203365729467288,0.9459459459459459,0.95,0.9467477427676432,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0003,7,1,72,"(384, 64)",0.3,0.0003,0.0003,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.7553927553927554,0.8068964710602393,0.7692307692307693,0.7777777777777777,0.7553927553927554,0.7502582887198271,0.8222222222222223,0.8888888888888888,0.4444444444444444,1.0,0.6666666666666666,1.0,0.8,0.42220270362767304,0.8409090909090909,0.8365079365079365,0.8334139784946236,0.835991568914956,0.8401292335115865,1.0,0.6428571428571429,0.8666666666666667,0.9375,0.8181818181818182,0.7647058823529411,0.28594780451542623,0.8918918918918919,0.8987341772151899,0.8934954855352866,5
E10_lr_bin_0p0003_head_0p0003_ft_0p0003,7,2,72,"(384, 64)",0.3,0.0003,0.0003,0.0003,0.0001,binary_train,True,all,True,True,True,"(1.0, 2.5, 1.1)",0.9211816305469557,0.3702744532089967,0.9230769230769231,0.9259259259259259,0.9211816305469557,0.9204125982376756,0.9296296296296296,1.0,0.7777777777777778,1.0,0.8888888888888888,1.0,0.9,0.2698732451644055,0.8837209302325582,0.8825396825396826,0.8815666240953597,0.8827705010543823,0.882051282051282,0.9333333333333333,0.7857142857142857,0.9285714285714286,0.9333333333333333,0.8461538461538461,0.8666666666666667,0.28594780451542623,0.8918918918918919,0.8987341772151899,0.8934954855352866,5
