exp_id,n_runs,selection_score_mean,selection_score_std,selection_score_median,val_f1_macro_final_mean,val_f1_macro_final_std,val_balanced_acc_final_mean,val_balanced_acc_final_std,val_recall_2_final_mean,val_recall_2_final_std,test_f1_macro_mean,test_f1_macro_std,test_balanced_acc_mean,test_balanced_acc_std,selection_cv,stability_hint
E10_lr_bin_0p0003_head_0p001_ft_0p0001,15,0.8731867795851284,0.06696017909983111,0.8857142857142858,0.8731867795851284,0.06696017909983111,0.8768518518518518,0.06284321790959624,0.8768518518518519,0.1457498501284418,0.8527362870746018,0.05750673235793111,0.8530158730158731,0.05712962809831291,0.07668482925456736,0.8418717497973264
E10_lr_bin_0p001_head_0p001_ft_0p0005,15,0.872080269804728,0.06559650954218796,0.8807017543859649,0.872080269804728,0.06559650954218796,0.8743827160493827,0.06354738367479773,0.8768518518518518,0.12060924608434745,0.8542612267726156,0.06364397793404399,0.8548148148148148,0.062052462517424384,0.07521843093282687,0.8436202178107463
E10_lr_bin_0p001_head_0p0003_ft_0p0001,15,0.8716266476079372,0.0641558941509657,0.8787524366471735,0.8716266476079372,0.0641558941509657,0.8743827160493827,0.061813213332412055,0.8537037037037037,0.15650809078413036,0.8560729821477941,0.06444244335374848,0.8566137566137566,0.06384444917630787,0.07360478747068253,0.8399368649917828
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,15,0.8708253950307614,0.067811952550665,0.8787524366471735,0.8708253950307614,0.067811952550665,0.8743827160493827,0.06301513814974219,0.8768518518518519,0.1457498501284418,0.849491024118549,0.05435200378335742,0.8496296296296296,0.05375932168324339,0.07787089459910569,0.839297421880251
E10_lr_bin_0p0003_head_0p001_ft_0p0003,15,0.8703779202489214,0.06397357507598254,0.8721997300944669,0.8703779202489214,0.06397357507598254,0.8734567901234568,0.060506535936038906,0.875925925925926,0.13952894844597144,0.8553935223696445,0.05761344572160089,0.8559788359788361,0.05683168825515826,0.07350091677151759,0.8404316316353285
E10_lr_bin_0p001_head_0p001_ft_0p0001,15,0.8684325260546825,0.057930070434832684,0.8472222222222222,0.8684325260546825,0.057930070434832684,0.871604938271605,0.055898047760354785,0.862037037037037,0.16098677011745796,0.8547596189727946,0.058695821758936735,0.854920634920635,0.05808557222292221,0.06670647252010574,0.8378513314342284
E10_lr_bin_0p0003_head_0p001_ft_0p0005,15,0.8679919969187255,0.06888140908025268,0.8807017543859649,0.8679919969187255,0.06888140908025268,0.8709876543209877,0.06560988790629922,0.8601851851851852,0.1449535695696445,0.8434312271153582,0.058318824858319886,0.8439153439153438,0.057075630228825204,0.07935719375843785,0.8362762876916979
E10_lr_bin_0p001_head_0p001_ft_0p0003,15,0.8664049628084716,0.06479853640406717,0.8472222222222222,0.8664049628084716,0.06479853640406717,0.8688271604938271,0.06359073388282875,0.8537037037037037,0.15650809078413036,0.8499333626728021,0.05933841881648001,0.8500529100529101,0.05879712633124016,0.07479012607917344,0.8345545196290418
E10_lr_bin_0p0003_head_0p0003_ft_0p0003,15,0.8650751261122778,0.06502745758337546,0.8474945533769063,0.8650751261122778,0.06502745758337546,0.8688271604938271,0.06126090614515739,0.8768518518518518,0.1457498501284418,0.8492848655600237,0.05168730478664131,0.84984126984127,0.04974759022632286,0.07516972297610089,0.8342432767035898
E10_lr_bin_0p001_head_0p0003_ft_0p0005,15,0.8620709823505176,0.061876704298043095,0.8472222222222222,0.8620709823505176,0.061876704298043095,0.8629629629629629,0.061712409746783124,0.861111111111111,0.15528249843748534,0.8546748637412096,0.06321822793778427,0.8548148148148148,0.06270161783669287,0.0717768090619759,0.8310735564322582
E10_lr_bin_0p0003_head_0p0003_ft_0p0005,15,0.8603529448421089,0.06747472103708398,0.8505050505050505,0.8603529448421089,0.06747472103708398,0.8638888888888888,0.06400189377219702,0.8768518518518519,0.1457498501284418,0.8520786838976574,0.05202030914838834,0.8528042328042329,0.05122220945672464,0.07842679151806341,0.8289092795699937
E10_lr_bin_0p001_head_0p0003_ft_0p0003,15,0.8507232306106088,0.07199574708757797,0.8472222222222222,0.8507232306106088,0.07199574708757797,0.8533950617283951,0.06974508702238376,0.8537037037037037,0.1565080907841303,0.8510401216814274,0.060452230027242905,0.8516402116402116,0.05941219063476407,0.08462887164360475,0.8170734847603014
