exp_id,seed,selection_score_mean,selection_score_std,selection_score_min,selection_score_max,val_balanced_acc_final_mean,val_balanced_acc_final_std,val_balanced_acc_final_min,val_balanced_acc_final_max,val_f1_macro_final_mean,val_f1_macro_final_std,val_f1_macro_final_min,val_f1_macro_final_max,val_recall_2_final_mean,val_recall_2_final_std,val_recall_2_final_min,val_recall_2_final_max,test_balanced_acc_mean,test_balanced_acc_std,test_balanced_acc_min,test_balanced_acc_max,test_f1_macro_mean,test_f1_macro_std,test_f1_macro_min,test_f1_macro_max,test_recall_2_mean,test_recall_2_std,test_recall_2_min,test_recall_2_max
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,7,0.887328981075111,0.08884724621071223,0.7553927553927554,1.0,0.8944444444444445,0.08061406985066265,0.7777777777777777,1.0,0.887328981075111,0.08884724621071223,0.7553927553927554,1.0,0.9777777777777779,0.04969039949999535,0.8888888888888888,1.0,0.8644444444444443,0.05024003857922905,0.8126984126984128,0.9301587301587301,0.8646810717194476,0.049634900812490834,0.8155172413793105,0.9307048984468339,0.8609523809523809,0.05077628671453838,0.7857142857142857,0.9285714285714286
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,21,0.889354677543532,0.06234013118897482,0.7919799498746866,0.960233918128655,0.887962962962963,0.060309700257341003,0.7962962962962963,0.9583333333333334,0.889354677543532,0.06234013118897482,0.7919799498746866,0.960233918128655,0.8305555555555555,0.19154585564510346,0.5,1.0,0.8698412698412697,0.06304405431185874,0.7666666666666666,0.9301587301587301,0.8710038871097454,0.061322023056401775,0.770995670995671,0.9306066569692821,0.8466666666666667,0.03440455593940659,0.7857142857142857,0.8666666666666667
E10_lr_bin_0p0003_head_0p0003_ft_0p0001,42,0.835792526473641,0.04484119074082428,0.7635448916408668,0.8860939112487101,0.8407407407407407,0.040173876203549314,0.7777777777777778,0.8888888888888888,0.835792526473641,0.04484119074082428,0.7635448916408668,0.8860939112487101,0.8222222222222222,0.12668615834434865,0.6666666666666666,1.0,0.8146031746031746,0.03602859926123454,0.773015873015873,0.8619047619047618,0.812788113526454,0.03955593040717262,0.7620432959698812,0.8612313612313612,0.7628571428571428,0.1104720853096069,0.5714285714285714,0.8571428571428571
E10_lr_bin_0p0003_head_0p0003_ft_0p0003,7,0.8958148198550676,0.0898439342691673,0.7553927553927554,1.0,0.9018518518518519,0.08167065581925904,0.7777777777777777,1.0,0.8958148198550676,0.0898439342691673,0.7553927553927554,1.0,0.9777777777777779,0.04969039949999535,0.8888888888888888,1.0,0.8650793650793652,0.0307584482144065,0.8365079365079365,0.9079365079365079,0.864571913817928,0.030784361824036443,0.8334139784946236,0.9070242656449553,0.8752380952380954,0.030192128541233078,0.8571428571428571,0.9285714285714286
E10_lr_bin_0p0003_head_0p0003_ft_0p0003,21,0.8575279106858054,0.06201601979355298,0.7919799498746866,0.960233918128655,0.8564814814814815,0.06045168915370649,0.7962962962962963,0.9583333333333334,0.8575279106858054,0.06201601979355298,0.7919799498746866,0.960233918128655,0.8083333333333332,0.18952100114906317,0.5,1.0,0.865079365079365,0.05805055094574524,0.7666666666666666,0.9079365079365079,0.8666591124924459,0.05663368555982703,0.770995670995671,0.9088827838827839,0.8466666666666667,0.03440455593940659,0.7857142857142857,0.8666666666666667
E10_lr_bin_0p0003_head_0p0003_ft_0p0003,42,0.8418826477959606,0.030941093225215047,0.7992202729044834,0.8857142857142858,0.8481481481481481,0.02687578754388883,0.8148148148148149,0.8888888888888888,0.8418826477959606,0.030941093225215047,0.7992202729044834,0.8857142857142858,0.8444444444444444,0.12668615834434865,0.6666666666666666,1.0,0.8193650793650793,0.05103365915098713,0.7507936507936508,0.8841269841269841,0.8166235703696973,0.05650284738710161,0.7355172413793104,0.8841590508257174,0.7904761904761906,0.12526615655205628,0.5714285714285714,0.8666666666666667
E10_lr_bin_0p0003_head_0p0003_ft_0p0005,7,0.887328981075111,0.08884724621071223,0.7553927553927554,1.0,0.8944444444444445,0.08061406985066265,0.7777777777777777,1.0,0.887328981075111,0.08884724621071223,0.7553927553927554,1.0,0.9777777777777779,0.04969039949999535,0.8888888888888888,1.0,0.8736507936507938,0.031638707472518846,0.834920634920635,0.9079365079365079,0.8725116395401937,0.03275844533083823,0.8289745070538735,0.9070242656449553,0.9019047619047619,0.040908060180789615,0.8571428571428571,0.9333333333333333
E10_lr_bin_0p0003_head_0p0003_ft_0p0005,21,0.8654393336281881,0.06181614291371706,0.7919799498746866,0.960233918128655,0.8648148148148149,0.060131742654132125,0.7962962962962963,0.9583333333333334,0.8654393336281881,0.06181614291371706,0.7919799498746866,0.960233918128655,0.8305555555555555,0.19154585564510346,0.5,1.0,0.8653968253968254,0.06862578680248785,0.7444444444444445,0.9079365079365079,0.8666101363172183,0.0670950859774795,0.7487068965517242,0.9088827838827839,0.8333333333333334,0.037495275590532444,0.7857142857142857,0.8666666666666667
E10_lr_bin_0p0003_head_0p0003_ft_0p0005,42,0.8282905198230276,0.044641830359737004,0.7712418300653594,0.8860939112487101,0.8324074074074075,0.04260768653645755,0.773148148148148,0.8888888888888888,0.8282905198230276,0.044641830359737004,0.7712418300653594,0.8860939112487101,0.8222222222222222,0.12668615834434865,0.6666666666666666,1.0,0.8193650793650793,0.03651483716701107,0.773015873015873,0.8587301587301587,0.8171142758355604,0.03978133230239959,0.7620432959698812,0.8564102564102565,0.7914285714285715,0.14191754496594494,0.5714285714285714,0.9285714285714286
E10_lr_bin_0p0003_head_0p001_ft_0p0001,7,0.9051163857355808,0.07081538826009913,0.8057889822595706,1.0,0.9092592592592592,0.06689774765995718,0.8148148148148149,1.0,0.9051163857355808,0.07081538826009913,0.8057889822595706,1.0,0.9777777777777779,0.04969039949999535,0.8888888888888888,1.0,0.8834920634920636,0.04393987967611102,0.834920634920635,0.9317460317460317,0.8832530333753915,0.04330499465080509,0.8358422939068101,0.9302134646962233,0.9028571428571428,0.037585880496516434,0.8571428571428571,0.9333333333333333
