,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4648 ± 0.0205,0.3831 ± 0.0239,0.3844 ± 0.0235,0.3826 ± 0.0241,0.5478 ± 0.0162,0.4660 ± 0.0197,0.4648 ± 0.0205,0.4643 ± 0.0192,0.5669 ± 0.0148,0.4836 ± 0.0181,0.4030 ± 0.0175,0.4033 ± 0.0183,0.4029 ± 0.0180,0.5619 ± 0.0135,0.4831 ± 0.0161,0.4836 ± 0.0181,0.4831 ± 0.0168,0.5806 ± 0.0151
random_forest,0.5758 ± 0.0168,0.4398 ± 0.0301,0.4440 ± 0.0153,0.4202 ± 0.0179,0.7056 ± 0.0217,0.5175 ± 0.0209,0.5758 ± 0.0168,0.5316 ± 0.0156,0.7292 ± 0.0218,0.5627 ± 0.0117,0.4390 ± 0.0317,0.4325 ± 0.0128,0.4136 ± 0.0171,0.6973 ± 0.0120,0.5106 ± 0.0193,0.5627 ± 0.0117,0.5214 ± 0.0135,0.7190 ± 0.0123
extra_trees,0.5700 ± 0.0265,0.4408 ± 0.0516,0.4475 ± 0.0267,0.4286 ± 0.0316,0.6941 ± 0.0204,0.5214 ± 0.0342,0.5700 ± 0.0265,0.5351 ± 0.0249,0.7174 ± 0.0208,0.5623 ± 0.0137,0.4464 ± 0.0270,0.4443 ± 0.0148,0.4290 ± 0.0175,0.6960 ± 0.0124,0.5224 ± 0.0192,0.5623 ± 0.0137,0.5318 ± 0.0150,0.7162 ± 0.0133
xgboost,0.5399 ± 0.0216,0.4204 ± 0.0241,0.4262 ± 0.0198,0.4185 ± 0.0216,0.6806 ± 0.0132,0.5065 ± 0.0188,0.5399 ± 0.0216,0.5196 ± 0.0183,0.7033 ± 0.0168,0.5385 ± 0.0148,0.4252 ± 0.0228,0.4255 ± 0.0189,0.4199 ± 0.0201,0.6820 ± 0.0104,0.5046 ± 0.0179,0.5385 ± 0.0148,0.5173 ± 0.0160,0.7035 ± 0.0103
adaboost,0.5685 ± 0.0236,0.4652 ± 0.0388,0.4546 ± 0.0282,0.4482 ± 0.0323,0.6916 ± 0.0187,0.5355 ± 0.0261,0.5685 ± 0.0236,0.5435 ± 0.0231,0.7158 ± 0.0147,0.5503 ± 0.0138,0.4404 ± 0.0226,0.4402 ± 0.0170,0.4327 ± 0.0188,0.6798 ± 0.0123,0.5204 ± 0.0170,0.5503 ± 0.0138,0.5303 ± 0.0148,0.7013 ± 0.0108
svm,0.5864 ± 0.0197,0.5216 ± 0.1532,0.4554 ± 0.0229,0.4149 ± 0.0235,0.7052 ± 0.0192,0.5662 ± 0.0884,0.5864 ± 0.0197,0.5321 ± 0.0199,0.7269 ± 0.0205,0.5774 ± 0.0073,0.4058 ± 0.0446,0.4461 ± 0.0086,0.4058 ± 0.0115,0.6959 ± 0.0111,0.4991 ± 0.0274,0.5774 ± 0.0073,0.5244 ± 0.0092,0.7155 ± 0.0119
logistic_regression,0.5209 ± 0.0286,0.4480 ± 0.0293,0.4458 ± 0.0309,0.4456 ± 0.0301,0.6460 ± 0.0253,0.5386 ± 0.0265,0.5209 ± 0.0286,0.5285 ± 0.0272,0.6784 ± 0.0238,0.5135 ± 0.0156,0.4481 ± 0.0141,0.4461 ± 0.0144,0.4452 ± 0.0141,0.6360 ± 0.0141,0.5389 ± 0.0153,0.5135 ± 0.0156,0.5244 ± 0.0152,0.6650 ± 0.0149
knn,0.5429 ± 0.0194,0.4291 ± 0.0418,0.4126 ± 0.0235,0.4037 ± 0.0293,0.6557 ± 0.0208,0.4995 ± 0.0344,0.5429 ± 0.0194,0.5036 ± 0.0230,0.6835 ± 0.0214,0.5409 ± 0.0141,0.4332 ± 0.0232,0.4147 ± 0.0146,0.4062 ± 0.0175,0.6601 ± 0.0097,0.5002 ± 0.0190,0.5409 ± 0.0141,0.5024 ± 0.0150,0.6842 ± 0.0100
gaussian_nb,0.5531 ± 0.0245,0.4712 ± 0.0238,0.4696 ± 0.0233,0.4577 ± 0.0227,0.7043 ± 0.0191,0.5568 ± 0.0220,0.5531 ± 0.0245,0.5457 ± 0.0210,0.7194 ± 0.0190,0.5425 ± 0.0172,0.4719 ± 0.0178,0.4688 ± 0.0183,0.4595 ± 0.0169,0.6837 ± 0.0074,0.5556 ± 0.0164,0.5425 ± 0.0172,0.5414 ± 0.0143,0.7004 ± 0.0075
