,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,F1_macro_CV,Best_Params_Outer_Folds
decision_tree,0.7985 ± 0.0375,0.6509 ± 0.0369,0.6448 ± 0.0278,0.6405 ± 0.0318,0.8128 ± 0.0319,0.7892 ± 0.0232,0.7985 ± 0.0375,0.7900 ± 0.0258,0.8847 ± 0.0286,0.6655 ± 0.0157,"[OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 27, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 3}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 17, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 20}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 6, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__min_samples_split': 14}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 30, 'model__max_features': None, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 10}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 20, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 17}), OrderedDict({'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 16, 'model__max_features': None, 'model__min_samples_leaf': 9, 'model__min_samples_split': 5}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 2}), OrderedDict({'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 17, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 17}), OrderedDict({'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 29, 'model__max_features': None, 'model__min_samples_leaf': 4, 'model__min_samples_split': 18})]"
random_forest,0.8388 ± 0.0229,0.7062 ± 0.0316,0.6943 ± 0.0228,0.6968 ± 0.0251,0.8959 ± 0.0122,0.8312 ± 0.0132,0.8388 ± 0.0229,0.8333 ± 0.0165,0.9429 ± 0.0077,0.7146 ± 0.0110,"[OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 11, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 241}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 12, 'model__max_features': 'log2', 'model__min_samples_leaf': 9, 'model__min_samples_split': 3, 'model__n_estimators': 283}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 29, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 19, 'model__n_estimators': 206}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 12, 'model__max_features': 'log2', 'model__min_samples_leaf': 9, 'model__min_samples_split': 3, 'model__n_estimators': 283}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 23, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 6, 'model__min_samples_split': 7, 'model__n_estimators': 388}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 9, 'model__n_estimators': 411}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 15, 'model__n_estimators': 200}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__bootstrap': True, 'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 200})]"
extra_trees,0.8264 ± 0.0188,0.6961 ± 0.0191,0.6932 ± 0.0143,0.6922 ± 0.0162,0.8951 ± 0.0134,0.8298 ± 0.0100,0.8264 ± 0.0188,0.8261 ± 0.0136,0.9428 ± 0.0083,0.7092 ± 0.0077,"[OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 497}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 11, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__min_samples_split': 17, 'model__n_estimators': 209}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 29, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__min_samples_split': 20, 'model__n_estimators': 301}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 7, 'model__min_samples_split': 5, 'model__n_estimators': 800}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 28, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 9, 'model__min_samples_split': 8, 'model__n_estimators': 231}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 3, 'model__min_samples_split': 20, 'model__n_estimators': 200}), OrderedDict({'model__class_weight': 'balanced_subsample', 'model__max_depth': 29, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 6, 'model__n_estimators': 202}), OrderedDict({'model__class_weight': 'balanced', 'model__max_depth': 30, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__min_samples_split': 3, 'model__n_estimators': 260})]"
xgboost,0.8374 ± 0.0093,0.6766 ± 0.0276,0.6606 ± 0.0161,0.6560 ± 0.0223,0.8724 ± 0.0135,0.8034 ± 0.0113,0.8374 ± 0.0093,0.8153 ± 0.0092,0.9277 ± 0.0083,0.6803 ± 0.0113,"[OrderedDict({'model__colsample_bytree': 0.7326625958818004, 'model__gamma': 0.13368240038425067, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 4, 'model__min_child_weight': 7, 'model__n_estimators': 244, 'model__reg_alpha': 0.00031842959391666006, 'model__reg_lambda': 5.1864041097608715e-06, 'model__subsample': 0.7486734368762172}), OrderedDict({'model__colsample_bytree': 0.9699976611652079, 'model__gamma': 4.878386498546249e-06, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 6, 'model__min_child_weight': 9, 'model__n_estimators': 516, 'model__reg_alpha': 4.999999999999999, 'model__reg_lambda': 0.006652915207927287, 'model__subsample': 0.8300036917188719}), OrderedDict({'model__colsample_bytree': 0.6572624374345252, 'model__gamma': 1.3389440522479006e-07, 'model__learning_rate': 0.0774748154441078, 'model__max_depth': 4, 'model__min_child_weight': 3, 'model__n_estimators': 444, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 1.0042246910467308e-08, 'model__subsample': 0.9429275631497154}), OrderedDict({'model__colsample_bytree': 0.817361227076125, 'model__gamma': 1.007239304540517, 'model__learning_rate': 0.05411797281355388, 'model__max_depth': 9, 'model__min_child_weight': 4, 'model__n_estimators': 220, 'model__reg_alpha': 0.0009229517224544347, 'model__reg_lambda': 1.6766517437995118e-08, 'model__subsample': 0.7542918363938659}), OrderedDict({'model__colsample_bytree': 0.9821911945239713, 'model__gamma': 0.012436120776632302, 'model__learning_rate': 0.1938811514231446, 'model__max_depth': 6, 'model__min_child_weight': 4, 'model__n_estimators': 285, 'model__reg_alpha': 1.0012236018107084e-08, 'model__reg_lambda': 1.6771887406383625e-05, 'model__subsample': 0.8377515654365543}), OrderedDict({'model__colsample_bytree': 1.0, 'model__gamma': 0.011445518811892893, 'model__learning_rate': 0.09274974210160256, 'model__max_depth': 6, 'model__min_child_weight': 1, 'model__n_estimators': 523, 'model__reg_alpha': 1e-08, 'model__reg_lambda': 0.027527673725419935, 'model__subsample': 0.9933891002762502}), OrderedDict({'model__colsample_bytree': 0.9253043300361428, 'model__gamma': 5.4314962894220035e-05, 'model__learning_rate': 0.29999999999999993, 'model__max_depth': 8, 'model__min_child_weight': 10, 'model__n_estimators': 425, 'model__reg_alpha': 0.0021753309332066244, 'model__reg_lambda': 1.0177560235467853e-07, 'model__subsample': 0.7362100500172624}), OrderedDict({'model__colsample_bytree': 0.7640415835413256, 'model__gamma': 0.021402495345900878, 'model__learning_rate': 0.2387586688716479, 'model__max_depth': 5, 'model__min_child_weight': 7, 'model__n_estimators': 366, 'model__reg_alpha': 1.1291227449182555e-05, 'model__reg_lambda': 0.027097245828168533, 'model__subsample': 0.7217853244146024}), OrderedDict({'model__colsample_bytree': 0.9249583953429453, 'model__gamma': 3.1268392668305813e-07, 'model__learning_rate': 0.07645185888630145, 'model__max_depth': 9, 'model__min_child_weight': 6, 'model__n_estimators': 238, 'model__reg_alpha': 0.03755659098197096, 'model__reg_lambda': 0.3899287596962131, 'model__subsample': 0.9647715446027535}), OrderedDict({'model__colsample_bytree': 0.9751396805099474, 'model__gamma': 3.4248568816667014e-05, 'model__learning_rate': 0.038365340842618036, 'model__max_depth': 9, 'model__min_child_weight': 2, 'model__n_estimators': 600, 'model__reg_alpha': 0.5945617216653293, 'model__reg_lambda': 4.999999999999999, 'model__subsample': 1.0})]"
adaboost,0.8231 ± 0.0158,0.6458 ± 0.0363,0.6448 ± 0.0233,0.6385 ± 0.0283,0.8430 ± 0.0165,0.7900 ± 0.0175,0.8231 ± 0.0158,0.8035 ± 0.0150,0.9193 ± 0.0056,0.6643 ± 0.0167,"[OrderedDict({'model__learning_rate': 0.9974286753551079, 'model__n_estimators': 54}), OrderedDict({'model__learning_rate': 0.9942681094611023, 'model__n_estimators': 50}), OrderedDict({'model__learning_rate': 0.41947681769905865, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 1.0, 'model__n_estimators': 50}), OrderedDict({'model__learning_rate': 0.3799229767473733, 'model__n_estimators': 457}), OrderedDict({'model__learning_rate': 0.4203142161428391, 'model__n_estimators': 408}), OrderedDict({'model__learning_rate': 0.22077519274250576, 'model__n_estimators': 500}), OrderedDict({'model__learning_rate': 0.5876113687343844, 'model__n_estimators': 339}), OrderedDict({'model__learning_rate': 0.353232540763431, 'model__n_estimators': 397}), OrderedDict({'model__learning_rate': 0.3726820217293806, 'model__n_estimators': 499})]"
svm,0.7916 ± 0.0170,0.6813 ± 0.0237,0.6854 ± 0.0307,0.6749 ± 0.0258,0.8815 ± 0.0181,0.8238 ± 0.0207,0.7916 ± 0.0170,0.8005 ± 0.0183,0.9357 ± 0.0091,0.6832 ± 0.0130,"[OrderedDict({'model__C': 0.1820044591029261, 'model__class_weight': 'balanced', 'model__gamma': 0.03851539144039799, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 278.52517247419047, 'model__class_weight': 'balanced', 'model__gamma': 1e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 74.88174047459994, 'model__class_weight': None, 'model__gamma': 0.009777670269847542, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 266.8245504866622, 'model__class_weight': 'balanced', 'model__gamma': 3.037345965079221e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 12.455469752650735, 'model__class_weight': 'balanced', 'model__gamma': 0.001728124388372088, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 0.22649612958035958, 'model__class_weight': 'balanced', 'model__gamma': 0.019052971694051377, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 1000.0, 'model__class_weight': 'balanced', 'model__gamma': 1e-05, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 105.76211650904162, 'model__class_weight': 'balanced', 'model__gamma': 0.0003288899095731611, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 31.99887757877958, 'model__class_weight': 'balanced', 'model__gamma': 0.0003894600357460766, 'model__kernel': 'rbf'}), OrderedDict({'model__C': 5.055022143686439, 'model__class_weight': 'balanced', 'model__gamma': 0.004468971406866299, 'model__kernel': 'rbf'})]"
logistic_regression,0.7923 ± 0.0243,0.6775 ± 0.0144,0.6776 ± 0.0179,0.6708 ± 0.0186,0.8866 ± 0.0156,0.8215 ± 0.0103,0.7923 ± 0.0243,0.8014 ± 0.0172,0.9377 ± 0.0085,0.6849 ± 0.0087,"[OrderedDict({'model__C': 0.003466221343235678, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.01571935045799968, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.026134583209035736, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.0026034749129974686, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.0665201550042116, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.009580848076462952, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.011907574008418928, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.027039757325023794, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'lbfgs'}), OrderedDict({'model__C': 0.017162276302695668, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'}), OrderedDict({'model__C': 0.09818085745299082, 'model__class_weight': 'balanced', 'model__penalty': 'l2', 'model__solver': 'saga'})]"
knn,0.8048 ± 0.0177,0.6495 ± 0.0305,0.6393 ± 0.0241,0.6347 ± 0.0307,0.8200 ± 0.0170,0.7827 ± 0.0194,0.8048 ± 0.0177,0.7869 ± 0.0200,0.8884 ± 0.0134,0.6563 ± 0.0182,"[OrderedDict({'model__n_neighbors': 5, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 9, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 6, 'model__p': 2, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'distance'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 1, 'model__weights': 'uniform'}), OrderedDict({'model__n_neighbors': 3, 'model__p': 2, 'model__weights': 'distance'})]"
gaussian_nb,0.7201 ± 0.0306,0.6682 ± 0.0287,0.6636 ± 0.0432,0.6333 ± 0.0328,0.8544 ± 0.0164,0.8214 ± 0.0244,0.7201 ± 0.0306,0.7472 ± 0.0263,0.9121 ± 0.0120,0.6150 ± 0.0242,"[OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 5.716782871987349e-07}), OrderedDict({'model__var_smoothing': 6.636085077612337e-07}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 1e-06}), OrderedDict({'model__var_smoothing': 1.835100563598903e-08}), OrderedDict({'model__var_smoothing': 9.966916991770303e-07}), OrderedDict({'model__var_smoothing': 4.36933994751032e-09}), OrderedDict({'model__var_smoothing': 8.678073565816349e-10})]"
