modelo,n_samples,n_samples_evaluadas,n_clusters,samples_por_grupo,silhouette,calinski_harabasz,davies_bouldin,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info,normalized_mutual_info,Subdomain,LDA_components
agglo,909,909,3,"{0: 413, 1: 435, 2: 61}",0.598985957085444,1090.1497055732264,0.8611363747755139,0.6787036417606832,0.6062607105781095,0.6404401046252437,0.7268952358947591,0.6394561233777654,0.6404401046252437,examen_motor,2
kmeans,909,909,3,"{0: 29, 1: 455, 2: 425}",0.6163210658457235,1443.4370712688049,0.5275672944485326,0.7144823633764676,0.7016208520913397,0.7079932015136754,0.7548956009906391,0.7071566585230419,0.7079932015136753,examen_motor,2
gmm,909,909,3,"{0: 402, 1: 459, 2: 48}",0.582778748848931,962.78857090597,0.8697384326160845,0.6586632538785911,0.6097072365796067,0.6332404536055912,0.7379761305383488,0.632214356023251,0.6332404536055912,examen_motor,2
agglo,909,909,3,"{0: 424, 1: 73, 2: 412}",0.4984773658481757,654.747408923723,1.001953938189392,0.4474383055208274,0.38900042854205436,0.41617798293077973,0.5360339544936941,0.4146101657001359,0.41617798293077973,impacto_motor,2
kmeans,909,909,3,"{0: 35, 1: 474, 2: 400}",0.531377183612115,953.4308819788008,0.6536761862476105,0.4646477274631925,0.4483306067006078,0.4563433539667266,0.5298488501599842,0.45479225007141244,0.45634335396672654,impacto_motor,2
gmm,909,909,3,"{0: 52, 1: 329, 2: 528}",0.3935200131618738,561.0797430583758,0.7976760163107245,0.3863050628608265,0.36354869051798,0.3745815743688688,0.4338442934484537,0.37281713946933026,0.37458157436886885,impacto_motor,2
agglo,909,909,3,"{0: 403, 1: 228, 2: 278}",0.33695713324857796,468.8475788940718,0.9794765733606298,0.14823947916204275,0.11045604951127924,0.12658856017976014,0.13677094092119751,0.12448900847892326,0.1265885601797601,non_motor,2
kmeans,909,909,3,"{0: 329, 1: 442, 2: 138}",0.3938349290358326,540.0051037356661,0.9018147456879415,0.16256565300526143,0.1289941917879356,0.1438471407937927,0.17790593679270333,0.1416993913417323,0.14384714079379274,non_motor,2
gmm,909,909,3,"{0: 96, 1: 293, 2: 520}",0.376422884614809,351.131785686943,1.3391909106269884,0.14748419223707798,0.12753442742051863,0.1367857349727912,0.16653028255897726,0.13449136222326405,0.1367857349727912,non_motor,2
agglo,909,909,3,"{0: 445, 1: 86, 2: 378}",0.5972292648593611,1022.789491294577,0.93899255506023,0.682031371746318,0.5798437702842552,0.6267999564666055,0.6872534733531568,0.6258145086902566,0.6267999564666055,MOTOR,2
kmeans,909,909,3,"{0: 453, 1: 25, 2: 431}",0.6368388810648343,1784.823597591552,0.470545956181932,0.7640132946014322,0.7615496183585458,0.7627794671485172,0.7935832367220863,0.7620985965735617,0.7627794671485173,MOTOR,2
gmm,909,909,3,"{0: 25, 1: 426, 2: 458}",0.627358345514854,1692.9810381959526,0.47496592986949965,0.7327376749325875,0.7306819448840671,0.7317083660210189,0.7897951660179708,0.7309381477726442,0.7317083660210186,MOTOR,2
agglo,909,909,3,"{0: 410, 1: 436, 2: 63}",0.611806373013071,1051.419832457992,0.9460113279775283,0.7417558312896051,0.6595512034545812,0.6982423395681051,0.7713810808192472,0.6974191198601684,0.6982423395681052,FULL,2
kmeans,909,909,3,"{0: 447, 1: 437, 2: 25}",0.6460495537355251,2074.0243585914873,0.44088988988798633,0.8173264652989362,0.8144475084250655,0.8158844471742698,0.8398743574799836,0.8153560801874428,0.8158844471742699,FULL,2
gmm,909,909,3,"{0: 441, 1: 443, 2: 25}",0.6455687598954738,2069.102901236379,0.4411557669200208,0.8179089966877345,0.8149671324362637,0.8164354144634646,0.8477255113976582,0.8159086489591115,0.8164354144634645,FULL,2
