modelo,n_samples,n_samples_evaluadas,n_clusters,samples_por_grupo,silhouette,calinski_harabasz,davies_bouldin,homogeneity,completeness,v_measure,adjusted_rand_index,adjusted_mutual_info,normalized_mutual_info,Subdomain
agglo,909,909,3,"{0: 397, 1: 454, 2: 58}",0.17261922047309342,123.42769617887843,2.6611967640308585,0.5170827111430325,0.46621371223006686,0.4903324054917449,0.5568268937177104,0.48892931933938716,0.49033240549174495,examen_motor
kmeans,909,909,3,"{0: 475, 1: 158, 2: 276}",0.22235124211462098,147.90268046478988,2.926664107598592,0.5515802470375322,0.43742050387751397,0.48791168129004975,0.48590511630704525,0.4866301784985765,0.4879116812900498,examen_motor
gmm,909,909,3,"{0: 492, 1: 209, 2: 208}",0.24568136659296322,150.93852181889693,2.7452569627223844,0.522165019407771,0.4130590442758665,0.4612477207255093,0.4385134440248694,0.4599038474647598,0.4612477207255093,examen_motor
agglo,909,909,3,"{0: 592, 1: 298, 2: 19}",0.25896427897700336,117.65078630989302,1.8180864597612214,0.21156078425292907,0.23237551187896008,0.22148018065944855,0.2009049930740196,0.2191671099699052,0.22148018065944855,impacto_motor
kmeans,909,909,3,"{0: 123, 1: 280, 2: 506}",0.20964375192308587,168.64681344876632,2.3512437315366963,0.287485226076887,0.23885196772783535,0.26092175415071334,0.2597934383133812,0.25901308490276537,0.26092175415071334,impacto_motor
gmm,909,909,3,"{0: 610, 1: 228, 2: 71}",0.2581048620474763,144.29819384670728,2.5300501663047785,0.20444998007129767,0.20028818879858296,0.20234768726026067,0.1623080640104759,0.2000599076569309,0.2023476872602607,impacto_motor
agglo,909,909,3,"{0: 122, 1: 477, 2: 310}",0.05149784178379217,70.78556796312277,3.51765149901264,0.032594851428681994,0.0266549968762278,0.029327186072833626,0.027057242895237647,0.02684284154094892,0.02932718607283363,non_motor
kmeans,909,909,3,"{0: 490, 1: 320, 2: 99}",0.1263725441164508,103.08752463464957,2.8340150825492407,0.026017508759837465,0.022014259940044804,0.02384905725251207,0.02199008094937552,0.021288285191801478,0.02384905725251207,non_motor
gmm,909,909,3,"{0: 252, 1: 58, 2: 599}",0.1810727558920998,73.41253357291423,2.9155401674228667,0.01751038881976559,0.017316241308068466,0.017412773908253104,0.01678590127833183,0.014570132573229064,0.0174127739082531,non_motor
agglo,909,909,3,"{0: 421, 1: 446, 2: 42}",0.15603873430485796,106.11779964695234,2.6669724997372164,0.5035011785481415,0.47336292201598557,0.48796713683797577,0.5658881190278979,0.48652283522069684,0.4879671368379757,MOTOR
kmeans,909,909,3,"{0: 461, 1: 325, 2: 123}",0.19926138686580772,137.47559980227427,2.8206255066645998,0.5599841773967821,0.45424816267653517,0.5016045607301992,0.5325472302583804,0.5003351534148175,0.5016045607301993,MOTOR
gmm,909,909,3,"{0: 339, 1: 106, 2: 464}",0.20321167287479136,137.58665907593024,2.751632200185951,0.5560781280445126,0.46093878412883893,0.5040584343356305,0.5429739073114832,0.5027748671198098,0.5040584343356304,MOTOR
agglo,909,909,3,"{0: 455, 1: 383, 2: 71}",0.13664091234443135,83.3660701297104,3.2639640201469913,0.4446200533137048,0.3896030852550176,0.4152973863431137,0.473906771997909,0.4137192596251973,0.41529738634311375,FULL
kmeans,909,909,3,"{0: 134, 1: 315, 2: 460}",0.1482909275148363,108.91783926811928,3.043081331101188,0.5553304764695869,0.44528731570433894,0.49425788573819757,0.5237965239851519,0.49298067312468563,0.4942578857381976,FULL
gmm,909,909,3,"{0: 460, 1: 315, 2: 134}",0.1482909275148363,108.91783926811927,3.043081331101188,0.5553304764695869,0.44528731570433894,0.49425788573819757,0.5237965239851519,0.49298067312468563,0.4942578857381976,FULL
