seed,fold,class,feature,mean_abs_shap
42,5,0,NP3BRADY_mean,0.19083805938791223
42,5,0,AGE_AT_VISIT,0.18205683782306184
42,5,0,NP3PRSPL_min,0.16292914295491806
42,5,0,NP2SPCH_min,0.1575879814959417
42,5,0,NP3RTCON_max,0.1498316222497492
42,5,0,NP3BRADY_min,0.14596047468727252
42,5,0,NP2SPCH_mean,0.13521981098432
42,5,0,NP3PRSPL_mean,0.1309806233005336
42,5,0,NP3BRADY_max,0.12921597657500478
42,5,0,NP3FACXP_max,0.12755295535467912
42,5,0,NP3RTCON_std,0.12500655414125372
42,5,0,NP3FACXP_min,0.12084835295558663
42,5,0,NP3RTCON_min,0.11572043475958924
42,5,0,NP3RTARU_mean,0.11221598566409431
42,5,0,NP3RTCON_mean,0.1083671276320485
42,5,0,NP3RIGLU_mean,0.1081891161459455
42,5,0,NP3FACXP_mean,0.10737966344929027
42,5,0,NP3FTAPR_min,0.10609063314777423
42,5,0,NP3RIGLU_min,0.10497519534191943
42,5,0,NP3PRSPR_mean,0.10479252492096335
42,5,0,NP2SPCH_max,0.10462297665432528
42,5,0,NP3GAIT_max,0.10366623315384244
42,5,0,NP2TRMR_mean,0.10046169147225606
42,5,0,NP2HOBB_min,0.09832238556596651
42,5,0,NP3RTARU_max,0.0982441544614406
42,5,0,NP2TURN_min,0.09591387710465878
42,5,0,NP3HMOVL_mean,0.09587782796146932
42,5,0,NP1SLPN_min,0.09497443545552499
42,5,0,NP3LGAGL_mean,0.09394696515767822
42,5,0,NP1SLPN_mean,0.08820911823405576
42,5,0,NP1DPRS_var,0.08710954182862718
42,5,0,NP2WALK_min,0.08600341147808303
42,5,0,NP2WALK_mean,0.08434289485448851
42,5,0,NP2TRMR_max,0.08406662693163977
42,5,0,NP3RTARU_min,0.08184791185591257
42,5,0,NP3GAIT_mean,0.08182816628624354
42,5,0,ENRLGBA,0.08044332584294626
42,5,0,NP2DRES_min,0.07985492930502364
42,5,0,NP1FATG_max,0.07973543272354756
42,5,0,NP3RIGLU_max,0.07970489608205313
42,5,0,NP2WALK_max,0.07960961899140617
42,5,0,NP1FATG_mean,0.07914062268397576
42,5,0,NP3RISNG_max,0.07868522152480381
42,5,0,NP3GAIT_min,0.07824047119161892
42,5,0,NP3RTALU_mean,0.07716363074677288
42,5,0,NP3PRSPR_min,0.07678669847638782
42,5,0,NP2SALV_var,0.07623303144492737
42,5,0,NP3RTALU_max,0.07607163865985825
42,5,0,NP3BRADY_std,0.07605653054530263
42,5,0,NP3HMOVR_mean,0.07536604230745238
42,5,0,NP3RTCON_var,0.07517148201809967
42,5,0,NP3RTALU_min,0.07391054010077668
42,5,0,NP3RISNG_mean,0.07339139223832794
42,5,0,NP3HMOVL_min,0.07194613987407623
42,5,0,NP3FACXP_std,0.0715480362671901
42,5,0,NP2HYGN_max,0.07122405531721135
42,5,0,NP3LGAGL_min,0.06966959095467928
42,5,0,NP3PRSPR_max,0.06963502224569411
42,5,0,NP3RIGN_std,0.06944460302056499
42,5,0,NP3RIGRL_min,0.06816761294542978
42,5,0,NP3RIGRL_max,0.06803737144266747
42,5,0,NP3PRSPL_max,0.06662865910939449
42,5,0,NP3PRSPR_std,0.06648693630466107
42,5,0,NP3TTAPL_max,0.06637591733028839
42,5,0,NP3RTARU_std,0.06596824104395665
42,5,0,NP3TTAPR_max,0.06581777596587982
42,5,0,NP1FATG_var,0.06532372389839308
42,5,0,NP3RIGLL_mean,0.06475883868463751
42,5,0,NP2HYGN_std,0.06443502125852835
42,5,0,NP1DPRS_max,0.06402468182738356
42,5,0,NP3PSTBL_max,0.06292863043682215
42,5,0,NP2SALV_mean,0.0626237206140178
42,5,0,NP2TURN_mean,0.06173597395556948
42,5,0,NP1FATG_std,0.061505299788950446
42,5,0,NP3POSTR_mean,0.06095822855867856
42,5,0,NP3RIGRU_min,0.0609097252306676
42,5,0,NP1SLPD_min,0.06039385182827121
42,5,0,NP1LTHD_min,0.06037878508448464
