,model,comparison,class_0_label,class_1_label,accuracy_cv_mean,accuracy_cv_std,accuracy_test_mean,accuracy_test_std,f1_cv_mean,f1_cv_std,f1_test_mean,f1_test_std,recall_cv_mean,recall_cv_std,recall_test_mean,recall_test_std,precision_cv_mean,precision_cv_std,precision_test_mean,precision_test_std,auc_cv_mean,auc_cv_std,auc_test_mean,auc_test_std,precision_class_0_cv_mean,precision_class_0_cv_std,precision_class_0_test_mean,precision_class_0_test_std,recall_class_0_cv_mean,recall_class_0_cv_std,recall_class_0_test_mean,recall_class_0_test_std,f1_class_0_cv_mean,f1_class_0_cv_std,f1_class_0_test_mean,f1_class_0_test_std,support_class_0_cv_mean,support_class_0_cv_std,support_class_0_test_mean,support_class_0_test_std,precision_class_1_cv_mean,precision_class_1_cv_std,precision_class_1_test_mean,precision_class_1_test_std,recall_class_1_cv_mean,recall_class_1_cv_std,recall_class_1_test_mean,recall_class_1_test_std,f1_class_1_cv_mean,f1_class_1_cv_std,f1_class_1_test_mean,f1_class_1_test_std,support_class_1_cv_mean,support_class_1_cv_std,support_class_1_test_mean,support_class_1_test_std
0,decision_tree,0 vs 1,0,1,0.860713907985193,0.014918888927433156,0.862781954887218,0.014853721292142482,0.8700533152806929,0.014772033615614149,0.8700992091787698,0.012229049916962985,0.8677540106951872,0.01926118231553464,0.8538461538461538,0.015267620413811472,0.8766843119323353,0.013515471636445262,0.8877429202642849,0.028165860075731124,0.8603425225889729,0.014653583127287649,0.8635084427767354,0.016164930121900102,0.8506479204871665,0.018428156535069545,0.8373213339404515,0.012340067469728816,0.8529310344827588,0.016156000024030854,0.8731707317073172,0.03739444620197363,0.849068169099429,0.015417241328851309,0.8544415409179409,0.01854985970987404,28.5,0.0,123.0,0.0,0.8766843119323353,0.013515471636445262,0.8877429202642849,0.028165860075731124,0.8677540106951872,0.01926118231553464,0.8538461538461538,0.015267620413811472,0.8700533152806929,0.014772033615614149,0.8700992091787698,0.012229049916962985,33.3,0.0,143.0,0.0
1,decision_tree,0 vs 2,0,2,0.9822043010752688,0.010836738409046484,0.9830769230769232,0.007944581222989593,0.7876666666666667,0.14108092415523024,0.8511287078934139,0.07911626649118327,0.7899999999999999,0.154200446749605,0.825,0.15811388300841897,0.825,0.11973478923473505,0.9073809523809524,0.0866690246528202,0.8920504926108374,0.07807716364781121,0.9092213114754099,0.07722990663534121,0.9875234652259124,0.008962685894267481,0.9887081931965508,0.010110597877802118,0.9941009852216748,0.0032991495032855893,0.9934426229508195,0.006465660965136199,0.9906434781497072,0.005690245873615582,0.9910199044294592,0.00419124379623134,28.600000000000005,3.744889033148481e-15,122.0,0.0,0.825,0.11973478923473505,0.9073809523809524,0.0866690246528202,0.7899999999999999,0.154200446749605,0.825,0.15811388300841897,0.7876666666666667,0.14108092415523024,0.8511287078934139,0.07911626649118327,1.7,0.0,8.0,0.0
2,decision_tree,1 vs 2,1,2,0.9271428571428573,0.011683661091795522,0.9271523178807948,0.01529404686595035,0.23833333333333334,0.11571836820807982,0.3256677790733518,0.10576566493787758,0.27,0.1636391694484477,0.3375,0.13241873818392252,0.2481666666666667,0.11391043156688103,0.3351731601731601,0.12264668717279303,0.6150935828877006,0.08308555018066864,0.6488199300699301,0.0633874373127119,0.9635016500735191,0.006962338648890727,0.9629131141411722,0.006938414590064326,0.9601871657754011,0.008757215531077554,0.9601398601398602,0.017459191898437296,0.9614291584327035,0.006271762556203184,0.9614238968217069,0.008401537892201844,33.3,0.0,143.0,0.0,0.2481666666666667,0.11391043156688103,0.3351731601731601,0.12264668717279303,0.27,0.1636391694484477,0.3375,0.13241873818392252,0.23833333333333334,0.11571836820807982,0.3256677790733518,0.10576566493787758,1.7,0.0,8.0,0.0
3,random_forest,0 vs 1,0,1,0.9186224219989425,0.0067538669366648115,0.9112781954887218,0.009576427656412433,0.9247749804726466,0.00624714807470768,0.9168116804498417,0.009182493212053866,0.9265686274509802,0.007377665987345407,0.9097902097902099,0.01990244681224855,0.9249242717387448,0.007069234500225912,0.9244494534182583,0.01667838408513693,0.9700368415391235,0.003228539322381946,0.9616663823980897,0.007722405859967669,0.9155699530976531,0.008533941773039802,0.8975543457158913,0.019430425986694966,0.9094458128078818,0.009163652155965124,0.9130081300813009,0.022033036990978704,0.9110904888437339,0.007441279280359097,0.9048917733890353,0.01034033796217749,28.5,0.0,123.0,0.0,0.9249242717387448,0.007069234500225912,0.9244494534182583,0.01667838408513693,0.9265686274509802,0.007377665987345407,0.9097902097902099,0.01990244681224855,0.9247749804726466,0.00624714807470768,0.9168116804498417,0.009182493212053866,33.3,0.0,143.0,0.0
4,random_forest,0 vs 2,0,2,0.9736451612903225,0.007786353727957039,0.9723076923076924,0.009029136852132826,0.6146666666666667,0.1516265718268095,0.6991674991674992,0.12366380838329263,0.55,0.1452966314513558,0.55,0.1467234738471584,0.7466666666666666,0.17722135144335013,1.0,0.0,0.9982573891625617,0.0023094644870693885,0.9978995901639344,0.0019686178670703,0.9735228031145716,0.007356475592957325,0.9714139635771335,0.009081770157406206,0.999655172413793,0.0010904405724718922,1.0,0.0,0.9862799429901463,0.00400953722201124,0.985480356206326,0.0046726486932952074,28.600000000000005,3.744889033148481e-15,122.0,0.0,0.7466666666666666,0.17722135144335013,1.0,0.0,0.55,0.1452966314513558,0.55,0.1467234738471584,0.6146666666666667,0.1516265718268095,0.6991674991674992,0.12366380838329263,1.7,0.0,8.0,0.0
5,random_forest,1 vs 2,1,2,0.9514285714285714,0.0,0.9470198675496688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8901381461675578,0.05150243737541639,0.859659090909091,0.0536500368096516,0.9514285714285714,0.0,0.9470198675496688,0.0,1.0,0.0,1.0,0.0,0.9750639386189258,3.700743415417188e-17,0.9727891156462583,2.340555645717801e-16,33.3,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,8.0,0.0
6,extra_trees,0 vs 1,0,1,0.9183104177683765,0.007450027596340705,0.9172932330827066,0.010333598059192135,0.9243969593832814,0.006437619991403689,0.9221593947982315,0.009104731608324004,0.9250623885918005,0.005790986357920159,0.9104895104895105,0.015740739408982886,0.9256933564808723,0.011235784963417912,0.9347446348831486,0.02327998338468319,0.9704120237436668,0.00313053581570923,0.9638893626698504,0.005828608130660785,0.9140258504622102,0.006324050450981003,0.8993200795196229,0.014541916410097371,0.9105172413793104,0.01529146967743137,0.9252032520325203,0.02913751773596882,0.9108681731531341,0.008919003996139345,0.911710148948351,0.012057562280604197,28.5,0.0,123.0,0.0,0.9256933564808723,0.011235784963417912,0.9347446348831486,0.02327998338468319,0.9250623885918005,0.005790986357920159,0.9104895104895105,0.015740739408982886,0.9243969593832814,0.006437619991403689,0.9221593947982315,0.009104731608324004,33.3,0.0,143.0,0.0
7,extra_trees,0 vs 2,0,2,0.9838279569892474,0.004786576984407181,0.9876923076923078,0.007431475254456131,0.7743333333333333,0.0965075318496111,0.8843223443223442,0.07579060560558974,0.7300000000000001,0.09486832980505139,0.8,0.12076147288491197,0.8683333333333334,0.11288856080442264,1.0,0.0,0.9992980295566503,0.0012174897858558426,0.9992315573770492,0.0010595691296098695,0.9844674770909476,0.004236791810714386,0.9871092578022556,0.007710869589880188,0.9989408866995074,0.0017056637896450935,1.0,0.0,0.9915450977345067,0.002496037480518865,0.9934991727509608,0.003906752758793192,28.600000000000005,3.744889033148481e-15,122.0,0.0,0.8683333333333334,0.11288856080442264,1.0,0.0,0.7300000000000001,0.09486832980505139,0.8,0.12076147288491197,0.7743333333333333,0.0965075318496111,0.8843223443223442,0.07579060560558974,1.7,0.0,8.0,0.0
8,extra_trees,1 vs 2,1,2,0.952,0.001807015805810489,0.9476821192052979,0.00209422361600556,0.013333333333333332,0.04216370213557839,0.02222222222222222,0.07027283689263066,0.01,0.03162277660168379,0.0125,0.03952847075210474,0.02,0.06324555320336758,0.1,0.31622776601683794,0.9095142602495543,0.03994925783250705,0.8891171328671328,0.04267183432527273,0.9519831932773108,0.0017538682821102085,0.9476512141280352,0.0019964931805919826,1.0,0.0,1.0,0.0,0.9753536664503569,0.0009161998488635488,0.973121125583339,0.0010499076069840016,33.3,0.0,143.0,0.0,0.02,0.06324555320336758,0.1,0.31622776601683794,0.01,0.03162277660168379,0.0125,0.03952847075210474,0.013333333333333332,0.04216370213557839,0.02222222222222222,0.07027283689263066,1.7,0.0,8.0,0.0
9,xgboost,0 vs 1,0,1,0.919439450026441,0.008404329651315273,0.9150375939849624,0.010808951705688125,0.9240031732270004,0.007865100603602728,0.9189729423728821,0.010934256437389078,0.9103743315508023,0.008902668200503993,0.8972027972027972,0.02285095745110018,0.9401185148748168,0.009703751687362679,0.9424011171870685,0.01582612687833529,0.9705065176540835,0.0025818039702169573,0.9642645971914264,0.0077933664604697495,0.9007728946521076,0.009807351396491682,0.8873814681812485,0.021145617077955706,0.9302216748768473,0.01110898421461668,0.9357723577235773,0.01933448128101569,0.9140622588022719,0.009065208411164776,0.9106407044583644,0.01085666332861535,28.5,0.0,123.0,0.0,0.9401185148748168,0.009703751687362679,0.9424011171870685,0.01582612687833529,0.9103743315508023,0.008902668200503993,0.8972027972027972,0.02285095745110018,0.9240031732270004,0.007865100603602728,0.9189729423728821,0.010934256437389078,33.3,0.0,143.0,0.0
