,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.6894 ± 0.0144,0.5511 ± 0.0163,0.5504 ± 0.0176,0.5499 ± 0.0170,0.6603 ± 0.0166,0.6916 ± 0.0100,0.6894 ± 0.0144,0.6895 ± 0.0120,0.7196 ± 0.0128,0.6800 ± 0.0226,0.5536 ± 0.0229,0.5497 ± 0.0252,0.5502 ± 0.0242,0.6583 ± 0.0217,0.6941 ± 0.0210,0.6800 ± 0.0226,0.6858 ± 0.0213,0.7180 ± 0.0199
random_forest,0.7663 ± 0.0211,0.5858 ± 0.0275,0.5890 ± 0.0171,0.5781 ± 0.0167,0.7874 ± 0.0178,0.7304 ± 0.0153,0.7663 ± 0.0211,0.7435 ± 0.0157,0.8636 ± 0.0131,0.7569 ± 0.0149,0.5847 ± 0.0309,0.5884 ± 0.0196,0.5814 ± 0.0240,0.7779 ± 0.0179,0.7271 ± 0.0172,0.7569 ± 0.0149,0.7393 ± 0.0151,0.8531 ± 0.0115
extra_trees,0.7773 ± 0.0222,0.6027 ± 0.0447,0.5939 ± 0.0188,0.5777 ± 0.0206,0.7862 ± 0.0260,0.7322 ± 0.0238,0.7773 ± 0.0222,0.7458 ± 0.0198,0.8558 ± 0.0194,0.7676 ± 0.0131,0.5902 ± 0.0324,0.5888 ± 0.0140,0.5759 ± 0.0184,0.7763 ± 0.0188,0.7261 ± 0.0154,0.7676 ± 0.0131,0.7404 ± 0.0131,0.8482 ± 0.0121
xgboost,0.7524 ± 0.0260,0.5788 ± 0.0282,0.5844 ± 0.0245,0.5780 ± 0.0251,0.7679 ± 0.0240,0.7247 ± 0.0219,0.7524 ± 0.0260,0.7368 ± 0.0228,0.8489 ± 0.0203,0.7358 ± 0.0195,0.5636 ± 0.0253,0.5706 ± 0.0197,0.5649 ± 0.0213,0.7561 ± 0.0187,0.7112 ± 0.0181,0.7358 ± 0.0195,0.7224 ± 0.0182,0.8353 ± 0.0150
adaboost,0.7711 ± 0.0105,0.6117 ± 0.0418,0.6109 ± 0.0242,0.6056 ± 0.0311,0.8071 ± 0.0143,0.7443 ± 0.0206,0.7711 ± 0.0105,0.7549 ± 0.0143,0.8762 ± 0.0088,0.7406 ± 0.0128,0.5919 ± 0.0179,0.5914 ± 0.0136,0.5896 ± 0.0151,0.7846 ± 0.0109,0.7262 ± 0.0089,0.7406 ± 0.0128,0.7319 ± 0.0101,0.8550 ± 0.0063
svm,0.7850 ± 0.0195,0.5675 ± 0.0433,0.5996 ± 0.0200,0.5801 ± 0.0288,0.7968 ± 0.0257,0.7294 ± 0.0261,0.7850 ± 0.0195,0.7548 ± 0.0188,0.8706 ± 0.0165,0.7513 ± 0.0140,0.5764 ± 0.0253,0.5860 ± 0.0133,0.5793 ± 0.0184,0.7924 ± 0.0111,0.7241 ± 0.0121,0.7513 ± 0.0140,0.7366 ± 0.0102,0.8615 ± 0.0062
logistic_regression,0.7029 ± 0.0263,0.6095 ± 0.0199,0.6031 ± 0.0257,0.5945 ± 0.0240,0.8010 ± 0.0244,0.7529 ± 0.0206,0.7029 ± 0.0263,0.7181 ± 0.0235,0.8705 ± 0.0162,0.6792 ± 0.0139,0.5899 ± 0.0120,0.5795 ± 0.0174,0.5726 ± 0.0141,0.7841 ± 0.0098,0.7368 ± 0.0109,0.6792 ± 0.0139,0.6987 ± 0.0124,0.8544 ± 0.0078
knn,0.6692 ± 0.0240,0.5647 ± 0.0251,0.5518 ± 0.0287,0.5450 ± 0.0263,0.7465 ± 0.0246,0.7018 ± 0.0226,0.6692 ± 0.0240,0.6692 ± 0.0220,0.8165 ± 0.0183,0.6489 ± 0.0214,0.5511 ± 0.0228,0.5365 ± 0.0269,0.5305 ± 0.0250,0.7316 ± 0.0241,0.6901 ± 0.0179,0.6489 ± 0.0214,0.6543 ± 0.0199,0.8011 ± 0.0211
gaussian_nb,0.6634 ± 0.0352,0.5544 ± 0.0359,0.5458 ± 0.0362,0.5395 ± 0.0359,0.7813 ± 0.0293,0.6860 ± 0.0344,0.6634 ± 0.0352,0.6621 ± 0.0346,0.8377 ± 0.0257,0.6542 ± 0.0122,0.5520 ± 0.0144,0.5453 ± 0.0161,0.5375 ± 0.0143,0.7666 ± 0.0122,0.6811 ± 0.0130,0.6542 ± 0.0122,0.6545 ± 0.0113,0.8226 ± 0.0094
