,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.7509 ± 0.0180,0.6105 ± 0.0243,0.6100 ± 0.0252,0.6095 ± 0.0247,0.7402 ± 0.0161,0.7511 ± 0.0149,0.7509 ± 0.0180,0.7503 ± 0.0157,0.8057 ± 0.0133,0.7376 ± 0.0119,0.6061 ± 0.0129,0.6050 ± 0.0134,0.6046 ± 0.0130,0.7356 ± 0.0096,0.7500 ± 0.0125,0.7376 ± 0.0119,0.7431 ± 0.0115,0.7993 ± 0.0098
random_forest,0.8597 ± 0.0062,0.8111 ± 0.0839,0.6598 ± 0.0102,0.6432 ± 0.0177,0.8918 ± 0.0082,0.8456 ± 0.0268,0.8597 ± 0.0062,0.8204 ± 0.0081,0.9399 ± 0.0055,0.8497 ± 0.0076,0.7302 ± 0.0622,0.6529 ± 0.0117,0.6390 ± 0.0185,0.8905 ± 0.0054,0.8151 ± 0.0226,0.8497 ± 0.0076,0.8137 ± 0.0089,0.9359 ± 0.0033
extra_trees,0.8546 ± 0.0077,0.6876 ± 0.1580,0.6434 ± 0.0078,0.6113 ± 0.0125,0.8911 ± 0.0126,0.8009 ± 0.0524,0.8546 ± 0.0077,0.8076 ± 0.0083,0.9395 ± 0.0086,0.8492 ± 0.0037,0.6841 ± 0.1400,0.6372 ± 0.0045,0.6045 ± 0.0075,0.8862 ± 0.0055,0.7970 ± 0.0459,0.8492 ± 0.0037,0.8028 ± 0.0042,0.9351 ± 0.0034
xgboost,0.8462 ± 0.0113,0.6971 ± 0.0473,0.6647 ± 0.0198,0.6595 ± 0.0283,0.8889 ± 0.0158,0.8105 ± 0.0200,0.8462 ± 0.0113,0.8202 ± 0.0138,0.9372 ± 0.0103,0.8377 ± 0.0078,0.6825 ± 0.0302,0.6578 ± 0.0145,0.6538 ± 0.0202,0.8776 ± 0.0096,0.8019 ± 0.0131,0.8377 ± 0.0078,0.8136 ± 0.0094,0.9290 ± 0.0056
adaboost,0.8026 ± 0.0229,0.6677 ± 0.0292,0.6662 ± 0.0266,0.6653 ± 0.0273,0.8487 ± 0.0111,0.8029 ± 0.0150,0.8026 ± 0.0229,0.8017 ± 0.0173,0.9194 ± 0.0049,0.7868 ± 0.0120,0.6634 ± 0.0141,0.6666 ± 0.0161,0.6633 ± 0.0152,0.8344 ± 0.0181,0.8027 ± 0.0088,0.7868 ± 0.0120,0.7938 ± 0.0100,0.9104 ± 0.0068
svm,0.8462 ± 0.0147,0.7069 ± 0.0568,0.6713 ± 0.0270,0.6684 ± 0.0374,0.8931 ± 0.0156,0.8142 ± 0.0243,0.8462 ± 0.0147,0.8219 ± 0.0166,0.9396 ± 0.0083,0.8325 ± 0.0118,0.6777 ± 0.0267,0.6592 ± 0.0144,0.6574 ± 0.0174,0.8775 ± 0.0065,0.8012 ± 0.0128,0.8325 ± 0.0118,0.8124 ± 0.0111,0.9299 ± 0.0037
logistic_regression,0.7923 ± 0.0128,0.6694 ± 0.0153,0.6710 ± 0.0186,0.6671 ± 0.0164,0.8613 ± 0.0149,0.8076 ± 0.0088,0.7923 ± 0.0128,0.7971 ± 0.0092,0.9206 ± 0.0084,0.7772 ± 0.0101,0.6462 ± 0.0193,0.6466 ± 0.0222,0.6445 ± 0.0203,0.8460 ± 0.0089,0.7951 ± 0.0113,0.7772 ± 0.0101,0.7848 ± 0.0102,0.9108 ± 0.0055
knn,0.6432 ± 0.0176,0.5944 ± 0.0240,0.5387 ± 0.0290,0.5189 ± 0.0262,0.7647 ± 0.0208,0.7348 ± 0.0183,0.6432 ± 0.0176,0.6271 ± 0.0187,0.8277 ± 0.0173,0.6274 ± 0.0106,0.5879 ± 0.0133,0.5317 ± 0.0170,0.5057 ± 0.0128,0.7656 ± 0.0096,0.7325 ± 0.0093,0.6274 ± 0.0106,0.6121 ± 0.0131,0.8270 ± 0.0075
gaussian_nb,0.7330 ± 0.0553,0.6677 ± 0.0239,0.6649 ± 0.0347,0.6410 ± 0.0377,0.8565 ± 0.0132,0.8171 ± 0.0210,0.7330 ± 0.0553,0.7577 ± 0.0421,0.9117 ± 0.0096,0.7072 ± 0.0481,0.6436 ± 0.0109,0.6366 ± 0.0144,0.6145 ± 0.0277,0.8357 ± 0.0086,0.7956 ± 0.0101,0.7072 ± 0.0481,0.7341 ± 0.0392,0.8952 ± 0.0048
