epoch,train_loss,val_loss,val_acc,val_f1_macro,val_f1_weighted,val_balanced_acc,val_recall_0,val_recall_1,val_recall_2
1,0.6340342611074448,0.5761810489322828,0.782608695652174,0.7712418300653594,0.7757885763000852,0.7738095238095237,1.0,0.75,0.5714285714285714
2,0.6212367564439774,0.5719901608384174,0.782608695652174,0.7712418300653594,0.7757885763000852,0.7738095238095237,1.0,0.75,0.5714285714285714
3,0.577920462936163,0.5692733863125676,0.8260869565217391,0.8154089918795803,0.8192410033842259,0.8154761904761904,1.0,0.875,0.5714285714285714
4,0.5335765294730663,0.5659043011458024,0.8260869565217391,0.8154089918795803,0.8192410033842259,0.8154761904761904,1.0,0.875,0.5714285714285714
5,0.5327456220984459,0.5631790679434071,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
6,0.5089263916015625,0.5575680266255918,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
7,0.5039832405745983,0.5491059707558673,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
8,0.4524231180548668,0.5405992580496747,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
9,0.48155587539076805,0.5350944658984309,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
10,0.44611193612217903,0.52867700483488,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
11,0.41235459223389626,0.5237754997999772,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
12,0.38407866284251213,0.5237149622129358,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
13,0.3851563557982445,0.5190717396528824,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
14,0.35420046001672745,0.5182358959446782,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
15,0.3275951202958822,0.5185684121173361,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
16,0.3082688767462969,0.5189802828042404,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
17,0.2925956975668669,0.5205451690632364,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
18,0.3043241500854492,0.5205502406410549,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
19,0.25468372367322445,0.5190506784812264,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
20,0.23703598976135254,0.5196857245072074,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
21,0.23697903379797935,0.5232145086578701,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
22,0.19521028734743595,0.5236613387646882,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
23,0.19750995561480522,0.5242789828259012,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
24,0.16963903978466988,0.5277583184449569,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
25,0.1752888010814786,0.5294014500535053,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
26,0.16033581364899874,0.5329512461372043,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
27,0.16198096424341202,0.5367927965910538,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
28,0.1349285002797842,0.5419763508050338,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
29,0.12705976329743862,0.5486213331637175,0.7391304347826086,0.736111111111111,0.7391304347826086,0.7321428571428571,0.875,0.75,0.5714285714285714
