,Accuracy_Testing,Precision_macro_Testing,Recall_macro_Testing,F1_macro_Testing,AUC_macro_Testing,Precision_weighted_Testing,Recall_weighted_Testing,F1_weighted_Testing,AUC_weighted_Testing,Accuracy_CV,Precision_macro_CV,Recall_macro_CV,F1_macro_CV,AUC_macro_CV,Precision_weighted_CV,Recall_weighted_CV,F1_weighted_CV,AUC_weighted_CV
decision_tree,0.4784 ± 0.0261,0.3969 ± 0.0226,0.3960 ± 0.0237,0.3956 ± 0.0237,0.5571 ± 0.0174,0.4787 ± 0.0198,0.4784 ± 0.0261,0.4777 ± 0.0229,0.5773 ± 0.0178,0.4847 ± 0.0156,0.4023 ± 0.0160,0.4025 ± 0.0163,0.4022 ± 0.0161,0.5615 ± 0.0116,0.4828 ± 0.0137,0.4847 ± 0.0156,0.4836 ± 0.0144,0.5807 ± 0.0115
random_forest,0.5729 ± 0.0214,0.4419 ± 0.0506,0.4407 ± 0.0251,0.4205 ± 0.0278,0.7077 ± 0.0219,0.5188 ± 0.0329,0.5729 ± 0.0214,0.5314 ± 0.0206,0.7311 ± 0.0209,0.5670 ± 0.0134,0.4427 ± 0.0268,0.4344 ± 0.0162,0.4157 ± 0.0170,0.6978 ± 0.0101,0.5138 ± 0.0198,0.5670 ± 0.0134,0.5244 ± 0.0146,0.7189 ± 0.0103
extra_trees,0.5740 ± 0.0195,0.4552 ± 0.0355,0.4545 ± 0.0206,0.4381 ± 0.0241,0.6983 ± 0.0166,0.5327 ± 0.0226,0.5740 ± 0.0195,0.5424 ± 0.0178,0.7203 ± 0.0173,0.5648 ± 0.0169,0.4535 ± 0.0399,0.4465 ± 0.0206,0.4301 ± 0.0220,0.6944 ± 0.0095,0.5267 ± 0.0263,0.5648 ± 0.0169,0.5331 ± 0.0169,0.7145 ± 0.0094
xgboost,0.5495 ± 0.0270,0.4350 ± 0.0284,0.4330 ± 0.0212,0.4267 ± 0.0225,0.6860 ± 0.0194,0.5128 ± 0.0228,0.5495 ± 0.0270,0.5253 ± 0.0224,0.7093 ± 0.0230,0.5396 ± 0.0122,0.4273 ± 0.0201,0.4280 ± 0.0164,0.4227 ± 0.0178,0.6828 ± 0.0084,0.5074 ± 0.0158,0.5396 ± 0.0122,0.5197 ± 0.0140,0.7037 ± 0.0091
adaboost,0.5685 ± 0.0236,0.4652 ± 0.0388,0.4546 ± 0.0282,0.4482 ± 0.0323,0.6916 ± 0.0187,0.5355 ± 0.0261,0.5685 ± 0.0236,0.5435 ± 0.0231,0.7158 ± 0.0147,0.5503 ± 0.0138,0.4404 ± 0.0226,0.4402 ± 0.0170,0.4327 ± 0.0188,0.6798 ± 0.0123,0.5204 ± 0.0170,0.5503 ± 0.0138,0.5303 ± 0.0148,0.7013 ± 0.0108
svm,0.5864 ± 0.0197,0.5216 ± 0.1532,0.4554 ± 0.0229,0.4149 ± 0.0235,0.7052 ± 0.0192,0.5662 ± 0.0884,0.5864 ± 0.0197,0.5321 ± 0.0199,0.7269 ± 0.0205,0.5774 ± 0.0073,0.4058 ± 0.0446,0.4461 ± 0.0086,0.4058 ± 0.0115,0.6959 ± 0.0111,0.4991 ± 0.0274,0.5774 ± 0.0073,0.5244 ± 0.0092,0.7155 ± 0.0119
logistic_regression,0.5209 ± 0.0286,0.4480 ± 0.0293,0.4458 ± 0.0309,0.4456 ± 0.0301,0.6460 ± 0.0253,0.5386 ± 0.0265,0.5209 ± 0.0286,0.5285 ± 0.0272,0.6784 ± 0.0238,0.5135 ± 0.0156,0.4481 ± 0.0141,0.4461 ± 0.0144,0.4452 ± 0.0141,0.6360 ± 0.0141,0.5389 ± 0.0153,0.5135 ± 0.0156,0.5244 ± 0.0152,0.6650 ± 0.0149
knn,0.5429 ± 0.0194,0.4291 ± 0.0418,0.4126 ± 0.0235,0.4037 ± 0.0293,0.6557 ± 0.0208,0.4995 ± 0.0344,0.5429 ± 0.0194,0.5036 ± 0.0230,0.6835 ± 0.0214,0.5409 ± 0.0141,0.4332 ± 0.0232,0.4147 ± 0.0146,0.4062 ± 0.0175,0.6601 ± 0.0097,0.5002 ± 0.0190,0.5409 ± 0.0141,0.5024 ± 0.0150,0.6842 ± 0.0100
gaussian_nb,0.5531 ± 0.0245,0.4712 ± 0.0238,0.4696 ± 0.0233,0.4577 ± 0.0227,0.7043 ± 0.0191,0.5568 ± 0.0220,0.5531 ± 0.0245,0.5457 ± 0.0210,0.7194 ± 0.0190,0.5425 ± 0.0172,0.4719 ± 0.0178,0.4688 ± 0.0183,0.4595 ± 0.0169,0.6837 ± 0.0074,0.5556 ± 0.0164,0.5425 ± 0.0172,0.5414 ± 0.0143,0.7004 ± 0.0075
